Rep1,Rep2,Rep3,Rep1,Rep2,Rep3,Rep1,Rep2,Rep3,Rep1,Rep2,Rep3, 
0.4522,-0.7832,0.2756,0.2478,-0.1753,0.5336,0.9823,-0.5288,-0.2662,0.1582,0.3940,-0.9784,
ND,ND,ND,ND,ND,0.9868,ND,ND,ND,ND,ND,-0.3784,
ND,ND,ND,-0.1838,-0.6953,0.8789,ND,ND,ND,0.2687,-0.7426,0.7138,
ND,ND,ND,0.2662,-0.1533,0.2138,ND,ND,ND,0.2997,-0.1433,0.6391,
ND,ND,ND,ND,ND,0.2273,ND,ND,ND,ND,ND,0.2359,
0.1951,-0.5560,ND,0.3613,-0.3727,ND,0.1997,0.4477,ND,0.4916,0.1224,ND,
ND,ND,ND,-0.2565,ND,ND,ND,ND,ND,-0.5957,ND,ND,
ND,ND,ND,0.3292,-0.1288,0.5934,ND,ND,ND,-0.3447,0.1797,0.1113,
ND,ND,ND,0.1679,0.3682,0.9649,ND,ND,ND,0.5980,0.3126,0.1873,
ND,ND,ND,ND,0.1767,ND,ND,ND,ND,ND,0.4868,ND,
ND,ND,ND,ND,ND,-0.3441,ND,ND,ND,ND,ND,-0.5182,
ND,ND,ND,0.1189,0.2225,0.1430,ND,ND,ND,0.1120,0.3332,0.2647,
0.4829,-0.6965,0.6387,0.1571,0.1212,-0.1798,0.4372,-0.5464,0.2250,0.2298,0.8874,-0.1243,
ND,ND,ND,0.2447,0.2386,ND,ND,ND,ND,0.1199,0.3423,ND,
ND,ND,ND,0.1245,0.1638,0.1427,ND,ND,ND,0.2365,0.3386,-0.5530,
-0.2545,0.9481,0.2718,ND,ND,ND,-0.1253,0.5414,0.3386,ND,ND,ND,
ND,ND,ND,-0.9330,ND,ND,ND,ND,ND,-0.2894,ND,ND,
0.2119,ND,ND,0.1896,0.3460,-0.1535,0.5537,ND,ND,0.2697,0.1994,0.3989,
ND,-0.5311,ND,ND,ND,ND,ND,-0.1382,ND,ND,ND,ND,
0.7168,0.9980,0.1650,0.6513,0.6755,-0.5297,-0.1297,0.8676,0.2460,-0.1364,0.5389,0.2719,
ND,ND,ND,ND,0.9937,ND,ND,ND,ND,ND,0.2215,ND,
0.3488,0.6795,-0.2778,ND,ND,ND,-0.4429,0.9633,-0.2282,ND,ND,ND,
ND,ND,ND,0.5652,0.6382,-0.4465,ND,ND,ND,0.2473,0.4794,-0.3860,
0.1235,0.4552,0.1542,ND,ND,ND,-0.2432,0.4727,0.2519,ND,ND,ND,
0.1842,0.4857,ND,ND,ND,ND,-0.1711,0.5374,ND,ND,ND,ND,
ND,ND,ND,0.2528,ND,ND,ND,ND,ND,0.1784,0.1115,ND,
ND,ND,ND,ND,ND,0.1429,ND,ND,ND,ND,ND,0.1766,
ND,ND,ND,0.2449,ND,0.8241,ND,ND,ND,0.1382,ND,0.1160,
0.2129,0.4656,-0.2435,0.1669,0.6137,ND,0.7980,0.2998,0.1625,-0.9433,0.4788,ND,
ND,ND,0.3115,ND,0.1318,ND,ND,ND,0.9173,ND,0.1980,ND,
ND,ND,0.1351,ND,ND,ND,ND,ND,0.1441,ND,ND,ND,
0.2748,0.1736,0.4552,0.1315,-0.1796,0.2293,0.1552,0.5872,-0.3277,0.1215,0.3242,-0.1446,
0.3238,-0.4238,0.2732,ND,ND,ND,-0.1922,0.3738,0.2331,ND,ND,ND,
0.3427,0.4392,-0.1316,0.1847,-0.2456,0.1458,0.8148,0.4728,0.1421,0.2521,-0.1516,0.1868,
ND,ND,ND,ND,ND,-0.2454,ND,ND,ND,ND,ND,0.4865,
ND,ND,ND,ND,ND,0.9835,ND,ND,ND,ND,ND,0.3352,
ND,ND,ND,0.2723,0.1122,-0.2665,ND,ND,ND,-0.2275,0.3926,-0.1671,
0.2779,ND,-0.4899,ND,ND,ND,-0.2714,ND,-0.2138,ND,ND,ND,
0.1727,ND,ND,0.1359,0.5137,0.9637,0.6475,ND,ND,0.1136,0.3852,0.1668,
ND,ND,ND,0.1930,0.1357,0.1764,ND,ND,ND,-0.3169,0.3585,-0.4270,
ND,ND,ND,ND,0.1285,0.2675,ND,ND,ND,ND,0.3658,-0.8325,
ND,ND,ND,-0.3538,0.1619,0.3194,ND,ND,ND,0.3242,-0.1788,0.8383,
ND,0.2642,ND,0.6815,0.4795,-0.2192,ND,0.3952,ND,-0.1637,0.4423,0.8269,
-0.2477,1.3887,-0.4926,ND,ND,ND,-0.5266,1.2697,0.7839,ND,ND,ND,
0.2179,1.4637,-0.6441,ND,ND,ND,-0.6932,1.2455,0.3136,ND,ND,ND,
0.5719,0.6519,0.1184,0.2559,0.2695,0.6295,0.3174,0.3648,-0.1175,0.3246,-0.2428,0.2220,
0.3942,0.7278,-0.2377,0.3358,-0.1783,0.2583,-0.2245,1.5641,-0.1517,0.4587,0.7732,-0.1730,
-0.6534,0.1718,ND,ND,ND,ND,0.2733,-0.5667,ND,ND,ND,ND,
-0.1194,0.7830,0.2269,ND,ND,ND,-0.3271,1.5153,-0.9854,ND,ND,ND,
0.7534,0.5217,ND,ND,ND,ND,-0.3887,0.8229,ND,ND,ND,ND,
-0.1152,0.7285,ND,ND,ND,ND,-0.1517,0.8281,ND,ND,-0.6819,ND,
ND,ND,1.4675,ND,ND,ND,ND,ND,1.2249,ND,ND,ND,
ND,0.6584,ND,ND,ND,ND,ND,0.8234,ND,ND,ND,ND,
0.2389,0.1925,0.2726,0.3478,0.1113,0.1182,0.3555,0.1685,0.9629,0.2824,0.5489,0.9393,
-0.2473,0.1415,0.6462,-0.6233,0.1487,0.1869,0.2353,0.4429,-0.2268,0.5866,0.1461,0.1342,
0.1275,0.2190,ND,0.2649,ND,-0.2253,0.4134,0.8233,ND,-0.1165,ND,0.9516,
ND,0.1694,ND,ND,ND,ND,ND,0.3434,ND,ND,ND,ND,
0.6433,-0.3417,ND,0.7624,0.2311,-0.1971,0.2839,0.2562,ND,0.1737,0.4163,-0.4435,
ND,ND,ND,0.9962,0.2760,-0.8195,ND,ND,ND,0.9137,0.3796,-0.3168,
ND,ND,ND,0.7993,ND,0.3535,ND,ND,ND,0.7219,ND,-0.9690,
ND,ND,ND,-0.4419,ND,ND,ND,ND,ND,0.2424,ND,ND,
ND,0.6655,-0.3866,ND,ND,ND,ND,0.7185,-0.2229,ND,ND,ND,
0.1417,0.6718,-0.2654,ND,ND,ND,-0.2318,0.5783,0.6266,ND,ND,ND,
-0.3297,0.1226,0.4326,ND,ND,ND,0.1465,-0.1263,0.6794,ND,ND,ND,
ND,0.3417,-0.6857,ND,ND,ND,ND,0.2384,-0.3759,ND,ND,ND,
ND,0.2916,ND,ND,ND,ND,ND,0.4486,ND,ND,ND,ND,
0.2952,0.6847,0.5632,-0.4833,-0.7822,0.1829,0.2667,0.2578,-0.1924,0.1988,0.8411,-0.2925,
ND,0.2294,ND,ND,ND,ND,ND,0.2866,ND,ND,ND,ND,
0.9590,0.9411,0.1457,-0.1290,-0.2162,0.1347,0.1648,0.4297,-0.2920,0.1500,0.1362,-0.1719,
0.4578,0.2676,0.4464,-0.1849,0.1514,0.1388,0.2184,0.3412,-0.2756,0.1456,0.1340,-0.9218,
-0.5872,ND,ND,ND,ND,ND,0.8514,ND,ND,ND,ND,ND,
0.1863,-0.3483,0.2349,-0.4995,-0.9368,0.2719,0.1668,0.3443,-0.5534,0.1184,0.2317,0.6273,
ND,ND,0.5593,ND,ND,ND,ND,ND,0.3796,0.1638,ND,ND,
0.4620,-0.3234,0.6374,0.2155,0.3937,-0.3398,0.6372,-0.2275,0.3796,-0.1767,0.3786,0.1550,
0.1467,0.9249,0.1220,-0.1967,0.1365,0.2482,0.2553,-0.1393,0.4543,-0.7759,-0.9523,0.4371,
ND,ND,ND,0.1423,ND,-0.5935,ND,ND,ND,0.1760,ND,0.1536,
ND,-0.2839,ND,ND,-0.9632,ND,ND,-0.5856,ND,ND,-0.5977,ND,
ND,ND,ND,0.1725,ND,0.2359,ND,ND,ND,0.4662,ND,0.8567,
0.3668,0.8378,-0.1922,ND,ND,ND,-0.9332,0.7748,-0.8673,ND,ND,ND,
0.3621,0.4932,-0.1554,ND,ND,ND,0.3395,0.4215,-0.8494,ND,ND,ND,
0.3588,ND,ND,0.3184,0.2519,-0.2859,0.6245,ND,ND,0.1280,0.2242,0.8673,
ND,ND,ND,0.2239,-0.3645,ND,ND,ND,ND,-0.8969,0.5157,ND,
ND,ND,ND,1.2990,ND,ND,ND,ND,ND,0.4124,ND,ND,
0.1628,ND,0.4115,0.7442,0.9762,ND,0.5241,ND,-0.6884,0.5959,0.1978,ND,
ND,ND,ND,0.1482,ND,-0.2587,ND,ND,ND,0.1116,ND,0.9518,
ND,ND,ND,ND,ND,0.5855,ND,ND,ND,ND,ND,0.1389,
ND,ND,0.2282,ND,ND,ND,ND,ND,0.1742,ND,ND,ND,
0.1920,-0.2294,ND,ND,ND,ND,0.5568,0.1796,ND,ND,ND,ND,
ND,ND,ND,ND,ND,0.3437,ND,ND,ND,ND,ND,-0.1536,
ND,ND,ND,-0.1178,ND,ND,ND,ND,ND,-0.7278,ND,ND,
ND,ND,ND,0.1786,0.1375,0.6159,ND,ND,ND,0.8884,0.4455,0.5596,
ND,ND,ND,0.1643,0.1941,-0.1221,ND,ND,ND,0.1542,0.2959,-0.2354,
ND,ND,ND,0.1118,0.9179,0.1581,ND,ND,ND,0.5943,0.1994,0.8615,
-0.4920,0.6558,0.8223,ND,ND,ND,0.3735,0.6584,-0.9352,ND,ND,ND,
ND,ND,ND,0.1956,-0.2773,0.8637,ND,ND,ND,0.1137,0.6872,-0.9345,
0.2462,ND,ND,0.5935,ND,-0.1214,-0.6327,ND,ND,0.9578,ND,0.6887,
-0.1354,ND,0.4672,ND,ND,ND,0.6187,ND,0.2238,ND,ND,ND,
-1.3265,ND,1.2852,ND,ND,ND,0.2517,ND,1.4419,ND,ND,ND,
ND,ND,0.8117,ND,ND,ND,ND,ND,1.9288,ND,ND,ND,
-1.1890,0.3612,0.8456,ND,ND,ND,0.1218,-0.3766,0.7692,ND,ND,ND,
0.7983,0.4258,ND,ND,ND,ND,0.4956,0.2154,ND,ND,ND,ND,
0.9395,0.4937,-0.4959,ND,ND,ND,-0.2676,0.2779,0.9733,ND,ND,ND,
0.2777,0.1825,0.1969,ND,ND,ND,0.1752,0.2889,-0.7232,ND,ND,ND,
-0.3634,-0.8485,0.8815,ND,ND,ND,0.1543,0.1772,-0.2791,ND,ND,ND,
ND,ND,ND,0.1684,0.6592,-0.6883,ND,ND,ND,-0.1997,0.3189,-0.1143,
ND,ND,ND,0.1254,ND,ND,ND,ND,ND,-0.5788,ND,ND,
ND,ND,ND,-0.3414,0.1839,ND,ND,ND,ND,-0.2422,0.2923,ND,
ND,ND,ND,-0.9424,0.4463,ND,ND,ND,ND,0.5294,0.2426,ND,
0.3992,-0.2962,0.2763,0.4339,ND,-0.1260,0.5975,-0.1717,0.3816,0.1836,ND,0.3279,
0.5538,0.6377,0.2918,0.5497,-0.4668,-0.1258,1.2222,-0.8683,0.1289,0.2337,-0.7662,0.1664,
1.1316,ND,-0.1250,ND,ND,ND,1.1971,ND,0.1648,ND,ND,ND,
0.1359,-0.1771,0.3261,0.1832,0.1417,-0.1114,0.6182,-0.1618,0.4324,0.2512,0.1452,-0.5257,
ND,ND,ND,0.1152,ND,ND,ND,ND,ND,0.1426,ND,ND,
ND,ND,ND,-0.2221,ND,ND,ND,ND,ND,-0.4379,ND,ND,
ND,ND,ND,ND,-0.4875,ND,ND,ND,ND,ND,0.8849,ND,
ND,ND,ND,0.3862,ND,ND,ND,ND,ND,0.1378,ND,ND,
ND,ND,ND,0.1335,0.1146,-0.3315,ND,ND,ND,0.2953,-0.2559,-0.1284,
ND,ND,ND,0.3891,ND,ND,ND,ND,ND,0.4439,ND,ND,
ND,ND,ND,ND,0.3838,-0.1150,ND,ND,ND,ND,0.4125,-0.4245,
ND,ND,ND,0.9458,0.1511,ND,ND,ND,ND,0.1963,0.3176,ND,
ND,ND,0.4785,ND,ND,ND,ND,ND,1.9438,ND,ND,ND,
ND,ND,ND,0.4576,ND,-0.4219,ND,ND,ND,0.1312,ND,0.9223,
0.3194,-0.2289,0.5652,0.1131,0.1967,0.6574,0.4633,-0.3799,0.1630,0.1637,0.3157,-0.1889,
-0.1912,ND,ND,0.1768,0.3233,ND,0.4249,ND,ND,0.1592,0.1714,ND,
ND,ND,ND,0.3812,0.3323,ND,ND,ND,ND,0.2536,0.1533,ND,
-1.2217,ND,ND,ND,ND,ND,-1.7541,ND,ND,ND,ND,ND,
0.1979,0.3796,ND,ND,ND,ND,0.2947,0.7170,ND,ND,ND,ND,
ND,1.6456,ND,ND,ND,ND,ND,1.1393,ND,ND,ND,ND,
ND,-1.7378,0.9875,ND,ND,ND,ND,-1.8920,-0.9697,ND,ND,ND,
ND,-2.1741,1.5213,ND,ND,ND,ND,-2.1354,-1.2522,ND,ND,ND,
-0.7533,0.1276,-0.3958,ND,ND,ND,0.2884,0.1270,0.2447,ND,ND,ND,
ND,ND,ND,ND,0.2120,ND,ND,ND,ND,ND,0.3699,ND,
0.2153,ND,ND,ND,ND,0.7847,-0.2735,ND,ND,ND,ND,1.9125,
ND,-0.3269,-0.1245,ND,ND,ND,ND,0.4575,-0.5875,ND,ND,ND,
0.4784,-0.6667,-0.1842,ND,ND,ND,0.2157,0.5512,-0.1948,ND,ND,ND,
ND,ND,0.1729,ND,ND,ND,ND,ND,0.1850,ND,ND,ND,
ND,ND,-0.4994,ND,ND,ND,ND,ND,0.8817,ND,ND,ND,
ND,ND,ND,-0.1888,0.8235,0.2965,ND,ND,ND,-0.3432,0.1369,0.2595,
ND,ND,ND,0.8529,0.1499,0.4851,ND,ND,ND,0.4544,0.7834,0.1769,
0.3133,ND,ND,ND,ND,ND,-0.8130,ND,ND,0.8969,-0.2269,0.2795,
-0.2946,0.6929,0.2149,ND,ND,ND,-0.3426,0.6355,-0.2135,0.1318,0.2364,-0.7279,
0.4473,0.6152,-0.2173,ND,ND,ND,-0.2620,0.8456,-0.5700,ND,ND,ND,
ND,ND,ND,ND,ND,0.7933,ND,ND,ND,ND,ND,5.7635,
ND,ND,-0.2838,ND,ND,ND,ND,ND,-0.3299,ND,ND,ND,
ND,ND,ND,0.3713,0.3922,ND,ND,ND,ND,0.2272,0.5894,ND,
0.7168,ND,ND,0.1171,0.2872,0.6969,-0.2377,ND,ND,-0.4590,0.4722,0.9267,
ND,ND,ND,-0.2754,0.1423,-0.3756,ND,ND,ND,0.2267,0.2269,-0.2238,
ND,ND,ND,ND,0.2292,ND,ND,ND,ND,ND,0.1558,ND,
0.1476,1.1498,-0.1867,ND,ND,ND,0.1827,0.7353,0.1246,ND,ND,ND,
0.3629,ND,ND,ND,ND,ND,-0.1561,ND,ND,ND,ND,ND,
ND,ND,ND,-0.6427,0.5333,-0.1996,ND,ND,ND,0.1447,0.1784,0.1136,
ND,ND,ND,-0.4166,0.2168,0.5244,ND,ND,ND,0.9922,0.1883,0.9468,
ND,ND,ND,0.9490,ND,ND,ND,ND,ND,-0.5529,ND,ND,
ND,ND,ND,ND,0.5459,-0.2592,ND,ND,ND,ND,0.7387,-0.2368,
ND,0.9329,1.2187,ND,ND,ND,ND,1.7189,-0.1753,ND,ND,ND,
0.8631,0.6900,0.2582,ND,ND,ND,-0.5398,0.7285,-0.5384,ND,ND,ND,
ND,ND,ND,ND,2.5564,ND,ND,ND,ND,ND,-0.6483,ND,
-0.1327,ND,ND,ND,ND,ND,0.5746,ND,ND,ND,ND,ND,
ND,ND,-0.2770,ND,ND,ND,ND,ND,-0.2444,ND,ND,ND,
ND,ND,ND,-0.7311,0.1736,0.1175,ND,ND,ND,ND,ND,ND,
ND,0.8846,0.1121,ND,ND,ND,ND,0.6786,0.1734,ND,ND,ND,
ND,ND,ND,ND,0.5222,-0.1679,ND,ND,ND,ND,0.1959,-0.3117,
ND,ND,ND,0.1723,0.1612,-0.1976,ND,ND,ND,0.1698,0.1463,-0.7543,
0.1912,-0.2115,0.2176,0.2992,-0.3150,0.2352,0.2257,0.3360,0.1953,-0.2575,0.1920,-0.1492,
0.2495,0.1617,-0.2856,0.8424,ND,ND,0.2189,0.3334,0.9584,-0.2687,ND,ND,
0.4757,0.9752,0.1273,0.1353,0.6138,-0.1679,0.7638,0.5231,-0.9242,-0.9666,0.2811,-0.2468,
ND,ND,ND,0.1884,ND,ND,ND,ND,ND,0.2339,ND,ND,
ND,ND,ND,-0.1714,0.1391,ND,ND,ND,ND,-0.5646,0.2865,ND,
0.2823,0.1426,0.3172,0.9942,0.3826,0.1312,0.3643,0.7412,0.3674,0.1217,-0.9255,0.2883,
0.3615,0.2979,0.2669,0.9953,0.1544,-0.7652,0.3198,0.1583,0.1920,0.4833,0.1493,0.1118,
ND,ND,ND,ND,ND,0.5882,ND,ND,ND,ND,ND,0.2429,
ND,ND,ND,ND,ND,0.9835,ND,ND,ND,ND,ND,-0.2848,
ND,ND,ND,ND,ND,0.4156,ND,ND,ND,ND,ND,-0.5924,
ND,ND,ND,ND,0.1455,ND,ND,ND,ND,ND,0.1587,ND,
ND,ND,ND,0.7214,0.1144,0.2565,ND,ND,ND,0.1596,0.1416,-0.2239,
ND,ND,ND,-0.1950,ND,0.4726,ND,ND,ND,-0.5652,ND,-0.4793,
0.6322,-0.1415,0.2375,0.4524,0.1482,0.8192,0.4932,-0.1713,-0.2449,-0.4779,0.2520,0.1133,
0.2153,0.1112,0.2571,0.4222,ND,0.4759,0.1468,0.2187,0.2761,0.6740,ND,0.1852,
0.4414,0.5487,-0.1398,0.7413,0.1144,-0.5567,0.1252,0.4855,0.7947,0.4587,0.1642,0.7173,
0.1351,0.4353,0.5378,0.2298,0.1646,ND,0.1195,0.2980,0.2560,0.1278,-0.3349,ND,
ND,ND,ND,0.1190,0.1988,-0.2298,ND,ND,ND,0.4426,0.2769,0.6924,
ND,ND,ND,0.1558,0.4219,ND,ND,ND,ND,-0.2532,0.2645,ND,
0.3562,ND,-0.1415,ND,ND,ND,0.3165,ND,0.2389,ND,ND,ND,
ND,ND,ND,0.3263,0.3439,0.1665,ND,ND,ND,0.2242,0.1867,0.9431,
0.1581,-0.8980,0.3724,0.1419,-0.7491,0.9489,0.4482,-0.3740,0.2529,0.1119,-0.7990,0.1414,
ND,ND,ND,ND,0.6127,-0.3537,ND,ND,ND,ND,0.5863,0.1531,
0.1499,ND,0.4962,0.1387,0.1642,0.1247,0.4864,ND,0.1667,-0.7322,0.1542,0.1989,
-0.1261,-0.4884,0.5175,0.1314,0.2752,-0.4671,0.3935,-0.3000,0.2661,0.5823,0.2627,-0.6345,
ND,ND,ND,-0.3722,0.1229,0.8814,ND,ND,ND,-0.2258,0.2398,0.2742,
ND,ND,ND,ND,ND,0.1739,ND,ND,ND,ND,ND,-0.1842,
ND,ND,ND,0.6996,0.1996,ND,ND,ND,ND,0.2934,0.2417,ND,
ND,ND,ND,0.2753,ND,0.2832,ND,ND,ND,0.1672,ND,-0.4462,
ND,ND,ND,0.1157,ND,0.2464,ND,ND,ND,0.9868,ND,0.1112,
0.2649,ND,-0.1154,ND,ND,ND,0.5372,ND,-0.6856,ND,ND,ND,
0.8648,0.8282,0.2916,-0.2722,ND,0.2493,0.2174,0.5475,-0.3382,-0.4274,ND,-0.1161,
0.1914,0.9646,ND,ND,ND,ND,0.3526,-0.9697,ND,ND,ND,ND,
ND,-0.8859,0.3668,ND,0.1769,0.2127,ND,0.4389,0.1246,ND,0.2493,0.2298,
0.2974,0.2954,0.1973,-0.2139,0.4213,0.3691,0.5958,0.3993,0.2660,-0.3793,0.3470,0.4449,
0.4698,-0.3815,0.4324,0.1354,0.2628,0.1565,0.3546,-0.2629,-0.3595,-0.5815,0.5141,-0.1470,
ND,ND,ND,ND,0.2477,0.1965,ND,ND,ND,ND,0.5197,-0.1999,
0.4748,-1.1811,ND,0.2317,0.5526,-0.4647,1.7115,-0.7451,ND,-0.2531,0.5253,0.1236,
ND,ND,ND,ND,0.3653,ND,ND,ND,ND,ND,0.2314,ND,
ND,ND,0.1527,0.1828,0.7517,-0.2255,ND,ND,0.4425,0.1723,-0.4786,0.1484,
0.2274,1.7611,-0.3979,-0.2297,ND,0.1388,-0.2887,1.1473,-0.1229,-0.2518,ND,0.9848,
ND,ND,ND,0.1953,-0.2389,0.5883,ND,ND,ND,0.2886,-0.1425,0.2150,
ND,0.2384,ND,0.3366,-0.3769,-0.2524,ND,0.2955,ND,0.2864,ND,-0.3632,
ND,ND,ND,ND,-0.1486,0.8472,ND,ND,ND,ND,0.1715,ND,
ND,ND,0.1795,ND,ND,ND,ND,ND,-0.2482,ND,ND,ND,
-0.1280,ND,ND,ND,ND,ND,0.9565,ND,ND,ND,ND,ND,
0.1413,ND,0.7924,ND,ND,ND,0.3624,ND,0.3688,ND,ND,ND,
0.2833,-0.4660,ND,0.1612,0.1858,-0.6485,0.8886,-0.4549,ND,0.2378,0.1177,-0.4743,
ND,ND,ND,ND,ND,0.8245,ND,ND,ND,ND,ND,-0.1187,
ND,ND,ND,0.3283,ND,-0.8387,ND,ND,ND,0.1165,ND,-0.4297,
ND,ND,ND,ND,ND,0.7462,ND,ND,ND,ND,ND,0.1156,
ND,ND,ND,0.4763,ND,ND,ND,ND,ND,0.7522,ND,ND,
ND,ND,ND,ND,ND,-0.1355,ND,ND,ND,ND,ND,0.1620,
ND,ND,ND,-0.1672,0.7239,-0.2355,ND,ND,ND,0.1675,0.1185,-0.2785,
ND,ND,ND,-0.1994,ND,ND,ND,ND,ND,-0.2774,ND,ND,
0.1439,-0.4436,0.3972,0.6944,0.2182,0.1865,0.4195,-0.4735,0.2655,0.7368,-0.4113,0.3468,
ND,ND,ND,0.1885,ND,0.9130,ND,ND,ND,0.8142,ND,0.3374,
ND,-0.3614,0.4960,ND,ND,0.5548,ND,-0.3311,0.8225,ND,ND,0.1921,
-0.5298,ND,0.5655,0.2000,0.5456,0.7229,0.6396,ND,0.1872,0.1584,-0.2388,0.1974,
ND,ND,ND,ND,0.2617,ND,ND,ND,ND,ND,0.7263,ND,
-0.2132,0.3195,0.2990,0.1843,0.2848,0.1346,0.3629,-0.6784,0.1477,0.1282,0.1336,0.1277,
ND,ND,ND,ND,0.1454,0.2753,ND,ND,ND,ND,0.5411,0.2848,
ND,ND,ND,-0.6374,0.1158,0.6672,ND,ND,ND,0.4692,-0.9936,-0.1318,
0.2518,-0.4545,ND,0.2498,0.8169,0.5194,0.5680,-0.4154,ND,0.2528,0.3271,0.1861,
ND,-0.3446,0.3859,ND,0.3122,0.1375,ND,-0.1916,0.3683,ND,0.2424,-0.1549,
ND,ND,ND,-0.1663,ND,0.2412,ND,ND,ND,-0.4925,ND,-0.1466,
ND,ND,ND,0.1167,ND,-0.7974,ND,ND,ND,-0.4113,ND,0.1346,
ND,ND,ND,0.7553,ND,ND,ND,ND,ND,-0.4887,ND,ND,
ND,ND,ND,-0.3843,0.1725,0.1860,ND,ND,ND,-0.4725,0.1284,0.2999,
ND,ND,ND,-0.8953,0.8620,-0.8114,ND,ND,ND,0.6614,0.2873,-0.2763,
ND,ND,ND,0.1468,0.1261,ND,ND,ND,ND,0.2382,0.6220,ND,
ND,ND,ND,ND,0.5760,ND,ND,ND,ND,ND,0.5142,ND,
ND,ND,ND,ND,-0.5435,0.3367,ND,ND,ND,ND,0.2349,-0.1429,
ND,ND,ND,0.3195,ND,0.5518,ND,ND,ND,-0.2357,ND,-0.1645,
ND,ND,ND,ND,ND,-0.1468,ND,ND,ND,ND,ND,-0.1717,
-0.8189,-0.8283,0.5228,ND,-1.8847,ND,0.3388,-0.7235,-0.2326,ND,-1.1229,ND,
ND,ND,ND,0.2623,0.1259,-0.3512,ND,ND,ND,0.2671,0.2524,-0.2640,
0.5223,0.9312,-0.2263,ND,ND,ND,-0.2668,0.9139,0.2398,ND,ND,ND,
ND,ND,ND,0.3429,0.4799,-0.2886,ND,ND,ND,-0.9459,0.6996,-0.1152,
ND,-0.4322,0.4492,ND,0.2258,-0.2326,ND,-0.1938,0.1323,ND,0.2641,0.4298,
ND,ND,ND,0.9812,ND,-0.6132,ND,ND,ND,0.1317,ND,-0.6393,
ND,-0.3377,0.1925,0.1528,0.2144,ND,ND,0.1293,-0.4415,0.6438,0.5390,ND,
-0.6918,0.1256,0.6972,ND,ND,ND,0.1613,-0.5564,0.9183,ND,ND,ND,
ND,ND,ND,0.1543,-0.3592,0.1633,ND,ND,ND,-0.3969,0.3126,0.7416,
0.2318,0.6551,-0.1916,ND,ND,ND,0.2695,0.6322,-0.1916,ND,ND,ND,
0.2580,0.3149,-0.1654,ND,ND,ND,0.1889,0.5936,-0.4227,ND,ND,ND,
-0.3125,0.7444,ND,ND,ND,ND,-0.1786,0.8579,ND,ND,ND,ND,
ND,0.2963,-0.3126,ND,ND,ND,ND,0.2978,0.1848,ND,ND,ND,
0.9997,ND,ND,0.1347,0.7783,0.9146,0.2774,ND,ND,0.3155,0.2397,0.2440,
ND,ND,ND,-0.4669,0.3490,0.3150,ND,ND,ND,-0.9952,0.1816,0.2549,
0.1688,ND,-0.2750,0.5381,0.6329,ND,0.2323,ND,-0.1592,0.2889,0.2411,ND,
0.2000,0.1769,ND,-0.9793,0.1532,0.3859,0.4873,0.1165,ND,0.2422,-0.7746,0.3190,
0.2926,0.6468,0.1566,0.1546,0.1223,0.1911,0.4214,0.2718,-0.1363,-0.5775,0.9157,0.1537,
-0.1554,ND,ND,0.2359,0.1126,0.2648,0.1262,ND,ND,0.2647,0.2235,0.1189,
ND,ND,ND,0.1885,ND,0.3437,ND,ND,ND,0.9884,ND,0.5639,
0.2617,0.3979,0.7967,0.1532,0.6224,0.1798,0.1995,0.3997,0.1724,0.1956,0.3165,0.2500,
ND,ND,ND,ND,0.1228,ND,ND,ND,ND,ND,0.4482,ND,
0.3626,0.3777,ND,ND,ND,ND,0.2617,0.1729,ND,ND,ND,ND,
-0.3852,ND,ND,ND,ND,ND,-0.1276,ND,ND,ND,ND,ND,
ND,ND,ND,ND,ND,0.4947,ND,ND,ND,ND,ND,-0.9774,
-0.6414,0.4271,-0.4391,ND,ND,ND,0.9251,0.5654,-0.8527,ND,ND,ND,
0.2389,0.4339,0.3363,ND,-0.4327,ND,0.4660,0.5521,0.5282,ND,-0.1988,ND,
ND,ND,0.5744,ND,ND,ND,ND,ND,0.2139,ND,ND,ND,
ND,ND,ND,ND,0.1573,ND,ND,ND,ND,ND,0.2417,ND,
ND,ND,ND,0.2335,0.3400,0.9719,ND,ND,ND,0.1492,0.3683,0.1524,
0.3548,ND,ND,-0.2837,0.4462,-0.3478,0.6329,ND,ND,-0.3320,0.4637,0.1372,
0.3152,1.6759,-1.2648,-0.1292,ND,0.9593,0.3752,0.8324,-0.5993,0.5929,ND,0.2336,
ND,ND,ND,ND,ND,1.9391,ND,ND,ND,ND,ND,0.8685,
ND,ND,ND,ND,ND,0.7999,ND,ND,ND,ND,ND,0.4720,
ND,ND,ND,0.4116,0.1423,0.1636,ND,ND,ND,0.1684,-0.4149,0.2512,
0.1846,-0.1678,0.1463,0.5886,-0.1776,0.3386,0.3131,-0.9674,-0.4422,0.1248,-0.1912,0.7660,
-0.7499,-0.1868,0.3338,ND,0.2790,0.1826,0.3113,-0.1459,0.8822,ND,0.1411,0.1631,
ND,ND,ND,0.1197,0.6962,ND,ND,ND,ND,0.1524,0.1113,ND,
ND,ND,0.3772,-0.2553,ND,-0.8581,ND,ND,0.3634,0.6953,ND,-0.1834,
ND,ND,ND,0.4484,-0.3568,0.1143,ND,ND,ND,0.1119,0.1298,0.5293,
0.1587,0.3946,0.1182,0.1573,0.3552,-0.1325,0.4855,0.4544,0.2154,0.3925,0.3176,0.9629,
