Reporter.intensity.0,Reporter.intensity.1,Reporter.intensity.2,Reporter.intensity.3,Reporter.intensity.4,Reporter.intensity.5,Reporter.intensity.6,Reporter.intensity.7,Reporter.intensity.8,Reporter.intensity.9
239010,227285,200703,272107,295372,305143,240426,272311,305845,304233
160288,143949,205357,173334,145486,148898,154669,165980,143421,137205
138608,126391,182052,208394,285818,146215,155135,224896,270545,148306
144603,199178,157206,193802,165438,225527,147928,197067,159570,218964
7983,6282,5169,3495,3767,6534,6798,3659,4422,5608
11446,15840,14807,17905,12245,20437,12773,17126,13036,21717
88221,124929,96905,115469,90424,100353,90702,110010,98896,99343
45637,90679,32021,47916,56482,107337,40544,41213,51796,92234
147310,77428,143069,123766,106247,97730,138389,113640,112991,98419
363765,248662,357866,262283,309524,305055,358266,259150,295553,283261
69710,70083,65385,79074,76672,82421,73720,78852,79378,81386
14468,17534,11139,17231,13827,13762,11300,12040,10621,9555
196777,139342,146892,165084,139885,142140,191596,162230,129900,132284
202021,180296,223667,197396,186007,195583,193025,190864,197348,203252
75726,61630,73745,77651,71621,67723,76187,75503,67623,70783
18259,16578,20439,18898,18917,18734,19304,18108,19150,19055
50981,45712,50587,45933,41197,49965,52380,45553,42314,49916
305767,338543,271940,324981,327510,333648,296968,316638,339485,342237
140303,173832,163916,155362,200795,233393,141903,157455,217754,243777
839,1449,500,852,1025,1429,1175,925,1338,1184
331188,209460,338838,284361,245705,259360,321478,292348,240391,264259
97573,123664,134968,116484,148704,110148,100657,110513,153248,115513
10930,10279,11899,13319,12471,10929,12290,14241,13470,10942
10358,7285,3150,5833,8649,10028,6533,4843,5704,5295
4164,3545,7505,6430,4074,4972,3537,7263,2781,5025
26210,44669,32141,21474,40288,47014,27721,24221,39864,44403
25046,22175,25638,22395,14799,18256,22561,22118,16717,19728
155010,75854,170836,97525,101986,112754,151184,99697,95600,102961
137767,114677,133752,167607,135575,137497,135798,173913,127737,131324
260269,353108,262124,284091,195531,304556,254333,269134,194000,297572
128656,120577,126246,156247,122217,128465,126099,154820,120902,131634
88627,134166,95050,118179,143708,122921,94280,111036,144725,121033
16482,7613,13269,6887,10427,11542,17358,8689,10700,11959
30328,35582,27246,39137,25561,35956,30979,41404,27175,37113
73599,54380,64221,56675,63177,66595,68670,54564,62192,65897
221983,201534,249877,211215,199573,253062,221575,211957,195304,241876
21583,10598,14658,11645,17100,10823,20248,12039,17649,9989
135355,49568,121129,72469,67842,49975,130249,75422,63170,48418
22003,34903,16428,18119,26066,39100,21343,17555,24467,42562
6408,14839,4545,13898,10678,8591,5022,10028,8216,5107
54207,70996,68238,69139,89090,101999,57411,73646,88388,110032
30330,60525,33913,44803,33120,82275,27925,48805,34293,83668
6769,8980,8858,8095,5230,7438,6780,7235,5915,7652
6408,26095,3820,11364,7686,22315,6247,9770,7069,22511
69078,64840,83793,77245,59487,67509,75374,80834,57064,64994
141418,140410,139666,134494,132247,146616,138984,138533,135450,153927
44449,54466,51168,51655,46920,66311,44882,54967,44629,63228
256117,245946,267373,202090,157434,304223,227928,195328,143915,286031
1604,2078,146,1225,987,2361,1050,763,737,910
419886,345239,363010,404710,332625,374034,394935,391621,330122,369590
146252,101803,128932,116708,118055,151416,147253,113087,121178,156507
5396,6385,6560,4321,8138,5938,6230,4423,8245,6269
113085,153489,175893,324636,255666,185552,130100,320469,267414,185080
44047,58304,48716,50692,55469,55463,46524,49309,57584,59520
369918,247606,348076,321721,292988,314224,354732,329105,293845,303813
88612,150576,97307,107303,160602,151680,96993,107185,173032,152067
51285,65983,49590,75790,80168,72415,51733,69552,74471,63118
12424,17050,12684,15835,13454,11605,12471,14605,14037,12143
28521,33158,44979,31533,34404,32879,28560,29940,33677,37406
1877458,1209017,1531560,1434425,1560433,1193264,1846275,1440325,1519743,1195830
159389,51863,89101,66084,58188,61686,143759,66496,57876,64618
74317,98359,101681,78250,96141,109139,78515,76594,94299,109832
81022,55180,65486,60516,53914,59995,80535,60905,55857,61251
188394,156065,208025,214847,153660,149780,179386,216984,159817,158627
229194,244217,291414,244236,234859,260839,246670,233754,260846,298752
830923,838664,865239,819636,840064,793782,844915,806687,846600,801407
154043,47269,111304,57782,91490,51304,157388,58749,94160,62248
184618,209646,152981,248370,231354,175806,180299,235935,231542,148636
4100,6320,4699,5776,4652,5958,4665,5734,5088,5708
1466160,5623704,1953226,3601242,3158308,3850143,1617166,3566429,3236924,3862220
197505,221158,219853,203691,178320,220404,195239,201028,178415,215793
35678,42256,27270,30514,33988,36722,37585,28214,30743,37036
55534,101207,64420,61080,255418,147028,71987,60096,254614,153007
202419,266418,180337,157867,166015,202538,199885,143731,171748,209703
164610,157713,173364,411759,109355,157136,166650,420113,127697,148506
35477,209286,32593,59170,43424,157606,33898,58080,45377,150626
184891,207174,168894,168138,178896,176639,187238,165337,187709,173909
213441,226183,164669,264713,235445,236263,212829,248845,230416,227205
96790,78396,91831,98000,73778,93629,94031,100519,68664,91375
336227,295686,282893,326145,250621,349761,330392,334363,248253,329796
20267,16813,16716,22568,16559,17647,19392,20714,15937,18360
34412,65303,53261,64994,111669,67361,39943,68616,100516,69763
92857,104815,89399,92113,100904,98551,95291,90408,100724,95361
177077,315368,241339,224178,530758,356128,207806,220674,571017,368170
5173,5451,2730,3418,5125,4148,5106,2877,5047,3371
128178,136394,97272,118402,106048,125772,104390,104993,98956,114472
18116,14546,17500,17131,16024,18233,16295,17168,16638,18931
56700,36608,55216,69114,41319,42934,54083,68213,41639,38493
24213,16831,34378,17379,40336,14546,25294,18452,38859,13478
137209,68641,185008,152699,137670,85980,139094,149874,133752,81629
59098,47963,66601,83598,71382,51237,61953,81883,69507,52657
43467,25716,18631,29254,27861,24552,41622,25652,28072,23138
272041,206547,233448,187628,220677,169028,272360,186963,228776,168958
474551,356589,443957,348205,384010,292987,466418,342135,394726,302483
422195,420522,393558,315911,384338,562231,413836,328532,382242,553350
9408,5601,16259,17307,14250,5959,9337,15709,15448,4985
46168,42482,35529,35658,43466,32418,47799,35433,41311,30707
8234,3884,2357,8782,3564,6901,7561,6793,2992,4234
13018,18815,11654,13461,8038,13506,12669,12718,8561,13489
64684,38343,78651,86732,49318,52784,63334,85400,49753,53716
153520,120043,162210,178847,136766,153208,150599,183484,142236,157427
499837,497997,392439,563527,477307,454101,490808,547477,480141,448259
535586,641993,508843,625359,505919,811972,527984,639118,527125,797467
87172,69430,97648,74981,92194,73250,90163,73640,97126,75538
150904,153280,137348,159189,114262,137761,140394,146104,108813,128324
473175,609209,559286,889625,487327,650555,486152,886917,489968,659542
687662,621022,697228,565082,519724,538693,672626,562105,523520,551420
844,7377,627,1241,971,3556,670,929,843,3220
50584,53868,57950,59322,47612,44555,50552,54746,46801,41888
153281,182293,133936,116847,156480,191155,154410,114625,171017,207313
52654,47490,40193,35020,32741,52373,48897,35973,32685,48456
442794,293794,384110,325074,261525,271075,424001,322359,256421,272990
592674,579267,730201,989869,916476,606202,639719,1028215,949990,611647
18598,22228,24833,25283,22884,23432,19488,25490,22928,23840
1317042,1064220,1577751,1285526,1511074,1237147,1344279,1310228,1520929,1276739
8629,8742,8872,12985,11491,10203,9092,11793,10256,10661
370134,361382,397836,409916,342030,447773,370168,414936,345935,455970
294574,345843,248276,526688,271268,296063,288938,525830,267730,277760
158229,180076,209416,186082,163641,160124,155770,174757,154700,152267
166100,79684,128871,100002,78405,75366,153249,97730,63528,71329
107918,85981,114340,78786,93754,101695,109681,78747,100091,100481
30687,34689,29570,54409,24813,34821,29174,47923,21499,26747
128531,220125,208935,287602,140908,178196,129891,278373,139510,166318
98571,130975,89617,96892,95935,118935,94866,92913,106610,115843
95143,49962,71884,60448,79205,72812,90204,59275,84123,72823
61091,52442,55723,58289,51698,50861,61536,56148,46273,47992
42114,74039,127200,128953,99464,80076,44174,133657,93519,72582
237884,231370,218943,162588,169391,238956,229973,169891,171135,260638
204625,182617,112328,188056,171368,154834,185461,161426,154483,130524
1625060,263691,1072188,293813,370682,282320,1527924,265233,339772,278280
19278,106769,32432,91931,90132,110530,26353,93741,92162,107662
258472,181167,321324,236377,188370,179695,251365,237655,185516,179670
2948,4890,3929,4986,3453,4379,3149,4822,2936,3190
964492,861863,1068601,770412,1053829,1130672,956670,758991,1032323,1099120
74889,74485,82201,92123,82887,89367,73721,89201,85368,90083
752439,896121,718548,829609,787159,822737,741319,770875,756010,787746
31100,39444,26027,33797,40784,33260,28185,29103,38611,28141
208720,237010,205864,320539,236856,256284,217624,337832,236006,265429
11050,29035,19138,53906,18462,21630,11454,53618,18102,22845
414551,210249,592170,884541,276184,284828,425083,914917,257478,259548
746354,978993,851041,881728,701708,801315,733854,866166,682062,758632
103904,74604,150558,169386,112990,94210,109959,169539,107015,84954
721285,419442,753305,523336,556590,413489,704213,517295,535076,395063
372989,353050,425988,339424,568607,299354,370655,329377,559511,298482
40264,64898,45422,52706,45466,69606,43593,55807,43755,69242
407727,355905,430984,463804,410219,447528,412406,482056,417423,462880
459765,442293,590307,448188,522296,440211,464770,448888,501425,416745
120398,94353,149097,126346,125077,122343,123360,131636,122038,123133
131033,187526,126369,174247,118592,198198,127360,165568,124813,202982
228284,137462,243753,285311,192859,142796,225079,280686,187472,143976
184584,144135,169209,149896,149260,134823,175723,148486,145100,125824
1498349,948054,1354407,1039223,1040719,1185526,1463897,1067828,1010693,1163026
202555,202555,182060,312866,190714,195612,192688,281269,186899,181280
226476,381389,250043,264713,323399,281400,225933,256777,325688,281071
50817,130731,49481,100784,79899,118935,53055,102198,78067,109462
79565,39190,47131,36374,75588,40478,72389,33978,67833,35663
35125,22683,25805,28942,26534,25677,35412,26135,27137,26833
478271,402220,478574,431538,404638,474857,472672,445590,408376,476752
701277,199410,514617,493938,429298,240005,670363,481915,423320,223874
142328,195615,155159,168529,206207,251318,144523,173802,213131,248287
2785,4671,1702,3509,3265,3536,2707,3096,3168,2801
5064,2678,5061,3554,2804,2986,5418,3873,3046,3417
293516,395478,334516,374055,300358,352092,296522,370970,316008,356679
160061,217502,135554,213497,171298,212842,162332,219457,178395,224674
102732,122712,104411,127500,108909,121188,100488,124076,103756,114512
40236,78302,231261,168306,98200,66444,45477,160199,85225,65602
93096,86569,72101,111167,97957,88231,96603,111066,86582,89279
363753,290928,377768,352339,266084,341180,369970,361338,268659,350508
439757,458203,510532,429806,344503,515478,431406,430469,340720,512346
51319,59837,53797,55583,46067,72932,49904,60334,47330,73595
17746,20944,29644,20569,20156,31622,19461,24528,23948,38453
132773,107450,123254,174833,139269,127946,131817,178960,132843,129774
114256,104644,107752,114650,98193,113586,116153,111870,100151,122493
100952,192110,131530,285321,178101,212617,108579,281621,170217,194851
37590,65354,32770,42097,48895,59966,38695,41678,51656,54752
59397,44784,55754,57979,47541,45907,56879,54483,45853,44984
3839,4794,3378,6216,5113,3683,4291,5780,6367,3549
186586,158932,168107,151172,143490,155500,182503,148104,143263,149536
95597,42754,54259,72399,105860,52877,97078,67437,112941,47839
197562,285601,196197,238444,216933,309365,198733,234297,225250,317635
203272,722683,306557,239412,709266,448801,242461,222584,745797,451979
22278,23580,31209,26733,18420,31995,23638,29985,18501,33334
200451,165082,210230,250531,214987,199609,204004,247417,220579,200352
96772,133180,110753,127398,114818,125096,101412,134602,113257,125874
158218,145562,151450,115888,130718,130846,156525,116666,128517,128364
66277,56886,66890,64017,110786,69744,70718,61901,121761,65254
372625,510507,404783,532955,431860,517447,375678,544842,428416,518186
166328,175469,85710,57813,68143,152043,161300,56554,68244,150446
50720,8775,21842,16372,9727,8652,62068,16943,9855,8398
3986,2138,2288,3567,9421,4027,4165,3566,8895,3848
9935,2679,1819,3904,3262,3438,10200,2907,2959,2081
50219,50318,54282,61539,78679,55977,50731,58592,88738,59123
37294,27256,49760,51392,41217,32265,37643,51291,45824,31419
8819,5750,9241,7898,6398,6388,8984,7125,6173,7546
39474,57558,53006,48167,56786,54938,40816,43014,65949,62631
16492,14007,10832,11810,12281,12287,14676,8236,11642,10227
10640,8890,9774,7759,9109,10606,10684,7325,10444,11316
153896,92429,155798,93251,109326,93582,152316,96454,100832,85446
134229,160208,159157,151283,155805,184044,128661,155936,158068,189451
24629,13711,41653,26083,20981,16777,26109,24831,18705,17141
16278,21471,15021,9686,12189,21303,15562,9164,13819,26430
46767,66101,55742,49986,64253,62495,53840,51953,63705,69097
472970,551810,374269,468134,556113,531944,461822,432892,568183,503765
41691,42605,56059,214233,92155,54939,50879,222041,98186,47631
183697,213104,196757,168948,185162,232825,185352,167679,176281,214133
12798,5231,10047,13658,13014,5465,13569,13092,17143,4303
14936,14292,5667,10816,10247,14428,13661,8458,15615,10022
131135,138924,125870,119492,88910,147459,128224,120275,89297,145976
888795,723356,852327,1017898,847373,895036,901368,1030125,859232,933802
209016,266870,262501,278895,232406,272721,218229,282777,226939,273070
12447,4362,10511,4485,19031,3413,13768,4484,21503,3898
46662,15448,27576,63660,78622,24588,52952,64956,78102,25562
3490,2523,2953,2566,3220,2593,3455,2760,2569,2345
419090,223200,370489,307828,227272,222971,413052,309339,215709,211203
15065,13877,16942,9768,13994,13933,16201,10187,14478,13398
56718,65713,72437,51784,63507,66710,58641,50742,64381,64943
89098,84599,77152,88148,83252,98776,92528,91371,79502,97630
20286,14505,19581,31942,17356,19569,18606,33299,17001,17327
284804,293237,235442,310314,254554,271673,281195,305629,253113,267059
15018,9825,12027,11671,4074,20319,13672,11564,3163,19678
21564,15369,31977,15441,16816,13569,21671,14975,15693,15977
50058,31386,53574,46463,52619,35477,50251,48305,53779,32658
63418,81784,70264,79291,63348,106877,75520,78816,71994,100471
2232,2966,3240,1638,6918,3867,3042,1567,6121,3988
293573,225092,287801,270654,282421,241278,287866,264267,284235,228255
95777,52164,82417,61474,61667,70884,93812,62525,67638,65957
118248,150425,138196,117248,158943,144451,119875,114866,163096,146556
88534,67091,86219,83072,87491,87713,87166,83228,90529,92874
24086,27626,27567,22702,25607,30406,26537,22975,27587,31785
121240,131996,147155,133358,118443,132697,124442,133888,126630,142956
57269,43517,43833,60221,56670,46141,53792,54729,56442,39925
