Intensity A1,Intensity A10,Intensity A11,Intensity A2,Intensity A3,Intensity A4,Intensity A5,Intensity A6,Intensity A7,Intensity A8,Intensity A9
3.79E+08,6.04E+08,4.44E+07,7.61E+08,1.01E+09,6.26E+08,1.03E+08,1.33E+08,4.11E+07,2.54E+07,1.62E+07
0,1.53E+08,7.96E+07,0,5148900,2.36E+07,1.75E+07,6.67E+07,7.92E+07,8.06E+07,2.04E+07
6.93E+07,5.26E+07,6.34E+07,8.30E+07,5.18E+07,1.07E+08,3.62E+07,5.62E+07,5.44E+07,7.58E+07,5.69E+07
1.34E+09,1.72E+09,2.74E+08,1.64E+09,1.38E+09,1.61E+09,8.09E+08,7.27E+08,4.79E+08,1.66E+08,1.86E+08
9.51E+08,1.07E+09,2.38E+08,1.24E+09,1.05E+09,8.91E+08,6.67E+08,3.80E+08,4.15E+08,3.81E+08,1.78E+08
2.00E+09,4.07E+09,1.97E+09,4.66E+09,3.46E+09,3.51E+09,2.37E+09,3.31E+09,2.51E+09,2.81E+09,2.81E+09
3.86E+07,1.42E+08,1.77E+07,1.08E+08,1.41E+08,1.37E+08,8.84E+07,5.23E+07,0,2.50E+07,1.67E+07
1.59E+07,2.38E+07,3.18E+07,6.57E+07,1.78E+07,2.23E+07,4.27E+07,2.44E+07,2.12E+07,3.08E+07,0
6.20E+08,6.50E+08,2.02E+08,5.32E+08,4.78E+08,6.05E+08,6.80E+08,4.91E+08,6.32E+08,3.30E+08,2.32E+08
1.97E+09,2.54E+09,1.31E+07,2.52E+09,2.06E+09,2.27E+09,1.11E+09,4.94E+08,1.46E+08,2.42E+07,0
7.10E+07,7.31E+07,1.97E+07,1.26E+08,4.57E+07,1.13E+08,1.02E+08,5.98E+07,7.62E+07,3.66E+07,8.96E+07
2.18E+09,6.37E+09,0,1.78E+09,1.35E+09,1.32E+09,4.48E+08,2.62E+08,6.61E+07,0,1.60E+07
2.29E+09,2.94E+09,0,2.89E+09,2.28E+09,2.31E+09,9.33E+08,3.99E+08,6.44E+07,2.76E+07,0
8.82E+09,1.05E+10,3.26E+08,1.09E+10,9.58E+09,9.04E+09,5.61E+09,3.06E+09,1.61E+09,6.95E+08,4.51E+08
0,0,1.79E+08,0,1.06E+08,2.03E+08,1.42E+08,1.93E+08,2.48E+08,2.11E+08,1.12E+08
3.70E+08,2.68E+08,0,4.53E+08,4.24E+08,2.87E+08,1.34E+08,4.79E+07,1.80E+07,1.58E+07,0
1.98E+09,2.32E+09,9.12E+08,1.03E+09,1.05E+09,9.25E+08,1.16E+09,1.16E+09,9.27E+08,0,8.58E+07
1.19E+09,1.22E+09,1.28E+08,1.02E+09,1.20E+09,1.24E+09,5.43E+08,3.26E+08,2.54E+08,6.25E+07,1.15E+08
1.41E+08,2.16E+08,0,2.23E+08,2.29E+08,1.24E+08,5.35E+07,1.01E+07,0,0,0
2.73E+07,8.41E+07,0,2.86E+07,4.97E+07,1.77E+08,2.79E+07,0,0,1.02E+07,0
3.87E+07,4.02E+07,0,3.95E+07,3.85E+07,3.74E+07,2.04E+07,0,0,0,1.31E+07
9.11E+07,3.49E+07,0,6.16E+07,1.25E+08,6.34E+07,5750600,0,0,0,0
4.90E+09,5.61E+09,1.86E+09,3.66E+09,4.12E+09,5.24E+09,1.55E+09,3.27E+09,2.08E+09,3.14E+09,2.85E+09
2.89E+10,3.36E+10,5.00E+09,3.81E+10,3.66E+10,3.31E+10,2.10E+10,1.43E+10,9.55E+09,5.92E+09,4.78E+09
2.62E+10,2.94E+10,3.80E+09,3.25E+10,2.94E+10,3.03E+10,1.70E+10,1.08E+10,7.68E+09,5.03E+09,4.39E+09
4.05E+09,6.14E+09,5.82E+08,6.34E+09,5.55E+09,5.31E+09,1.77E+09,2.19E+09,6.77E+08,5.17E+08,5.45E+08
1.37E+10,1.75E+10,3.26E+10,2.50E+10,2.26E+10,2.96E+10,2.10E+10,3.90E+10,4.08E+10,4.33E+10,4.66E+10
2.86E+09,2.92E+09,2.96E+10,6.52E+09,7.01E+09,1.37E+10,1.22E+10,2.96E+10,3.21E+10,3.71E+10,3.66E+10
3.66E+07,4.23E+07,5.18E+09,8.49E+07,2.89E+08,1.31E+09,1.41E+09,4.05E+09,5.12E+09,6.19E+09,6.44E+09
2.15E+09,2.39E+09,1.03E+10,4.15E+09,3.78E+09,6.51E+09,5.56E+09,9.10E+09,1.07E+10,1.27E+10,1.57E+10
9.60E+08,1.62E+09,2.10E+08,1.35E+09,1.28E+09,1.35E+09,7.74E+08,3.51E+08,2.56E+08,2.24E+08,1.51E+08
1.01E+09,1.40E+09,1.77E+08,1.89E+09,1.89E+09,1.61E+09,8.45E+08,9.08E+08,3.56E+08,3.46E+08,3.25E+08
2.29E+09,3.39E+09,7.55E+07,2.65E+09,2.80E+09,2.49E+09,1.24E+09,6.96E+08,3.89E+08,2.75E+08,2.03E+08
1.36E+08,8.68E+07,4.42E+08,2.00E+08,6.06E+07,1.46E+08,1.65E+08,4.82E+08,4.33E+08,4.97E+08,6.04E+08
6.32E+07,9.06E+07,0,9.07E+07,6.90E+07,4.46E+07,2.11E+07,2.20E+07,8021500,9230700,0
1.10E+08,1.19E+08,3.15E+07,0,2.93E+07,2.00E+08,1.18E+08,3.21E+07,1.45E+07,0,1.68E+07
3.80E+08,4.27E+08,5.02E+08,6.10E+08,7.25E+08,9.21E+08,6.26E+08,7.64E+08,8.14E+08,7.04E+08,6.25E+08
3.46E+07,1.67E+07,0,0,0,1.94E+07,1.45E+07,6804900,0,0,0
1.60E+08,1.94E+08,0,2.00E+08,1.79E+08,1.52E+08,1.15E+08,8.81E+07,1.34E+07,0,6890800
9.37E+08,1.05E+09,1.67E+07,7.61E+08,8.28E+08,7.91E+08,2.52E+08,1.92E+08,7.48E+07,6687400,6608000
2.91E+07,2.12E+08,1.90E+08,6.81E+07,8.50E+07,7.40E+07,1.02E+08,1.77E+08,2.75E+08,1.98E+08,1.58E+08
1.12E+09,1.19E+09,1.21E+07,1.78E+09,1.00E+09,8.94E+08,5.63E+08,7.27E+08,5.48E+07,7.72E+07,1.07E+07
1.85E+07,9980800,0,2.60E+07,1.91E+07,5.06E+07,4868800,0,0,0,0
7.69E+08,7.81E+08,4.97E+07,8.09E+08,5.91E+08,6.94E+08,2.80E+08,2.26E+08,4.97E+07,1.19E+07,1.02E+07
3.52E+08,3.54E+07,2.10E+08,9.62E+07,1.52E+08,2.35E+08,4.02E+08,3.04E+08,3.36E+08,6.92E+08,7.79E+08
2.11E+08,1.44E+08,1.19E+08,2.17E+08,1.84E+08,1.45E+08,1.90E+08,1.49E+08,2.95E+08,3.55E+08,1.62E+08
0,0,8246000,0,0,0,0,0,0,0,0
5.02E+08,7.42E+08,4.76E+08,6.80E+08,7.67E+08,7.18E+08,7.64E+08,7.43E+08,7.98E+08,4.95E+08,3.81E+08
1.41E+10,1.79E+10,3.97E+09,1.91E+10,1.60E+10,1.54E+10,9.11E+09,6.70E+09,5.55E+09,4.92E+09,4.14E+09
1.75E+10,1.94E+10,7.95E+07,1.98E+10,1.71E+10,1.77E+10,8.73E+09,4.24E+09,2.04E+09,4.89E+08,1.61E+08
5.05E+07,5.54E+07,7790100,5.62E+07,1.66E+07,3.41E+07,0,9797900,0,0,1.24E+07
1.20E+07,1.99E+07,0,2.41E+07,1.84E+07,1.96E+07,6819100,2224200,990240,0,0
4.23E+08,3.84E+08,3.23E+07,5.09E+08,4.22E+08,2.76E+08,2.10E+08,1.76E+08,1.07E+08,4752800,2.76E+07
4.92E+07,7379700,1.43E+09,5.28E+07,6.70E+07,4.01E+08,4.36E+08,1.75E+09,1.55E+09,2.22E+09,2.14E+09
9.34E+09,1.32E+10,1.17E+08,1.19E+10,9.11E+09,9.25E+09,3.64E+09,2.30E+09,1.34E+09,5.01E+08,2.70E+08
1.70E+08,1.50E+08,1.27E+07,6.49E+07,7.48E+07,8.59E+07,1.31E+08,2.34E+07,3.19E+07,2.55E+07,1.31E+07
2.00E+10,2.77E+10,1.30E+10,3.69E+10,2.98E+10,2.86E+10,1.61E+10,1.91E+10,1.68E+10,1.42E+10,1.30E+10
8.67E+07,2.07E+08,1.09E+10,5.60E+08,1.55E+09,3.45E+09,6.31E+09,1.05E+10,1.16E+10,1.34E+10,1.30E+10
3.14E+08,3.23E+08,2.29E+08,4.38E+08,3.65E+08,4.42E+08,2.72E+08,2.46E+08,2.23E+08,1.91E+08,1.74E+08
2.90E+07,1.85E+07,0,0,1.61E+07,0,0,0,0,0,0
7.06E+07,1.94E+08,1.75E+08,2.26E+08,1.35E+08,2.03E+08,1.04E+08,2.95E+08,1.18E+08,1.63E+08,1.13E+08
3.13E+08,2.18E+08,1.66E+08,4.83E+08,4.48E+08,2.69E+08,3.36E+08,2.94E+08,2.03E+08,2.05E+08,1.49E+08
1.62E+07,4.57E+07,0,3.97E+07,4.54E+07,1.85E+07,0,7983700,0,0,0
0,0,9834200,0,0,0,0,0,6100900,1.21E+07,1.82E+07
1.14E+09,2.12E+09,1.64E+09,1.37E+09,1.12E+09,2.19E+09,1.89E+09,1.91E+09,1.75E+09,1.81E+09,1.44E+09
3.26E+07,3.79E+07,7.38E+07,1.74E+07,2.41E+07,2.30E+07,3.58E+07,7.78E+07,7.65E+07,8.58E+07,6.11E+07
9.83E+07,1.46E+08,5.63E+07,8.06E+07,1.02E+08,1.45E+08,1.25E+08,9.36E+07,9.57E+07,5.52E+07,4.54E+07
4.87E+07,3.91E+07,2.27E+08,6.74E+07,1.28E+08,2.31E+08,2.89E+08,4.37E+08,4.87E+08,2.67E+08,2.23E+08
2.72E+07,0,9.22E+07,3.47E+07,3.75E+07,4.12E+07,1.11E+08,1.72E+08,5.45E+07,1.28E+08,3.04E+07
0,0,4.93E+08,0,1.36E+07,1.07E+08,1.30E+08,2.90E+08,4.57E+08,4.00E+08,3.97E+08
0,1.96E+07,3.22E+07,0,3.87E+07,2.45E+07,2.02E+07,4.08E+07,5.76E+07,2.18E+07,1.57E+07
1.52E+07,0,2.60E+08,0,5.68E+07,0,1.39E+08,2.77E+08,3.52E+08,3.35E+08,2.78E+08
0,0,3.24E+07,0,0,0,2.50E+07,2.79E+07,2.27E+07,3.12E+07,2.00E+07
1.80E+07,0,2.30E+08,5.96E+07,8.19E+07,1.55E+08,9.07E+07,1.44E+08,1.61E+08,2.99E+08,2.14E+08
1.88E+08,2.42E+08,1.71E+09,3.90E+08,3.70E+08,4.88E+08,3.46E+08,5.41E+08,5.01E+08,3.36E+08,6.44E+08
1.41E+08,1.86E+08,8.51E+08,1.93E+08,3.20E+08,5.59E+08,5.32E+08,6.49E+08,1.03E+09,9.43E+08,9.87E+08
7.51E+07,2.18E+08,1.47E+08,2.01E+08,1.62E+08,1.57E+08,5.82E+07,3.28E+08,2.22E+08,3.34E+08,4.32E+08
2799200,4.88E+07,1.92E+08,0,1.65E+07,3.69E+07,1.63E+08,3.40E+08,2.97E+08,2.59E+08,2.14E+08
7659100,0,4.26E+08,5.60E+07,5.46E+07,2.56E+08,5.00E+07,1.60E+08,5.30E+08,4.49E+08,9.21E+08
2.54E+08,6.01E+07,9.80E+08,1.62E+08,1.27E+08,3.16E+08,5.56E+08,9.68E+08,1.08E+09,9.92E+08,9.66E+08
2.39E+09,2.62E+09,1.73E+08,2.38E+09,3.91E+09,4.14E+09,1.44E+09,6.53E+08,2.70E+08,1.77E+08,1.40E+08
2.21E+08,1.85E+08,1.02E+09,1.90E+08,3.23E+08,6.55E+08,7.74E+08,8.13E+08,1.55E+09,1.05E+09,9.07E+08
2.71E+07,3.87E+07,7.20E+07,7.33E+07,4164300,5.37E+07,1.68E+08,1.19E+08,9.51E+07,5.90E+07,5.28E+07
0,1.70E+07,8.17E+07,0,0,6543000,7.44E+07,2.02E+08,1.39E+08,2.32E+08,0
1.18E+09,2.69E+09,6.05E+08,2.09E+09,1.46E+09,1.84E+09,1.35E+09,9.38E+08,8.26E+08,6.55E+08,5.66E+08
3.18E+08,4.41E+08,2.13E+07,3.52E+08,5.16E+08,8.26E+08,6.40E+08,5.93E+08,6.47E+08,7.03E+08,5.43E+08
5.07E+08,5.80E+08,1.05E+08,2.80E+08,5.86E+08,6.30E+08,2.14E+08,2.20E+08,1.68E+08,5.57E+07,8.53E+07
1.15E+09,1.05E+09,1.99E+08,1.47E+09,9.88E+08,9.71E+08,5.93E+08,4.03E+08,4.11E+08,2.65E+08,2.00E+08
1.01E+08,9.60E+07,0,1.39E+08,1.01E+08,7.29E+07,0,3.36E+07,0,0,0
4.41E+07,1.30E+08,1.23E+07,8.06E+07,1.03E+08,1.27E+08,4.20E+07,3.26E+07,0,0,1.76E+07
9.47E+08,1.20E+09,6.63E+07,1.50E+09,1.12E+09,1.02E+09,2.33E+08,1.96E+08,8.04E+07,7.88E+07,9.27E+07
5.52E+08,4.30E+08,1.09E+08,1.08E+09,6.71E+08,5.96E+08,3.75E+08,3.96E+08,2.83E+08,2.60E+08,1.67E+08
1.83E+08,1.42E+08,2.16E+09,3.40E+08,4.92E+08,1.27E+09,1.57E+09,2.36E+09,3.14E+09,2.95E+09,1.94E+09
3.06E+08,2.97E+08,1.43E+07,2.20E+08,2.71E+08,1.50E+08,1.30E+08,1.60E+08,8.01E+07,1.75E+07,0
0,0,2.07E+07,0,0,0,1.85E+07,2.46E+07,3.82E+07,3.17E+07,1.65E+07
0,2.02E+07,0,0,0,0,0,0,0,0,0
7.82E+09,1.13E+10,8.63E+08,8.62E+09,8.80E+09,9.62E+09,5.47E+09,3.66E+09,2.25E+09,1.75E+09,1.42E+09
2.82E+10,4.05E+10,5.98E+08,3.63E+10,3.57E+10,3.38E+10,2.00E+10,1.17E+10,5.86E+09,2.05E+09,8.91E+08
1.65E+10,2.44E+10,5.96E+08,2.18E+10,2.38E+10,2.25E+10,1.05E+10,6.80E+09,2.75E+09,1.18E+09,4.13E+08
5.02E+09,6.71E+09,5.24E+09,8.49E+09,7.43E+09,7.17E+09,4.00E+09,4.95E+09,5.65E+09,7.07E+09,6.69E+09
6.03E+09,7.83E+09,2.57E+08,8.08E+09,7.79E+09,8.54E+09,3.91E+09,2.56E+09,7.51E+08,2.98E+08,3.95E+07
5.29E+10,6.56E+10,2.14E+10,6.16E+10,5.65E+10,5.87E+10,2.67E+10,3.95E+10,2.50E+10,2.52E+10,1.82E+10
3.70E+08,4.10E+08,2.27E+07,4.69E+08,5.31E+08,4.54E+08,2.04E+08,1.20E+08,5.99E+07,0,4888300
7.40E+07,8.12E+07,0,7.19E+07,7.92E+07,5.93E+07,4.28E+07,0,0,4.63E+07,0
2.75E+08,4.71E+08,8.04E+07,5.03E+08,4.61E+08,2.58E+08,1.23E+08,1.06E+08,8.89E+07,7.13E+07,3.53E+07
7.26E+08,1.03E+09,0,7.37E+08,9.26E+08,9.02E+08,4.04E+08,9.64E+07,4.33E+07,9846600,0
1.18E+07,3.24E+07,7.52E+07,0,2.99E+07,4.14E+07,2.38E+08,2.40E+08,1.36E+08,1.42E+08,1.44E+08
4.29E+09,5.20E+09,3.80E+09,5.38E+09,5.74E+09,6.04E+09,4.56E+09,4.65E+09,4.34E+09,4.23E+09,3.80E+09
0,5.36E+07,0,0,2.77E+07,1.13E+08,4.38E+07,0,0,0,0
5.79E+10,6.86E+10,3.18E+10,8.21E+10,6.36E+10,6.15E+10,4.02E+10,4.72E+10,3.94E+10,4.07E+10,3.95E+10
4.32E+09,5.19E+09,4.93E+09,5.14E+09,5.08E+09,6.33E+09,6.30E+09,6.24E+09,6.69E+09,5.57E+09,4.77E+09
0,0,5.97E+07,0,0,0,0,1.72E+07,2.53E+07,7.14E+07,3.61E+07
1.51E+10,1.82E+10,2.59E+10,1.69E+10,1.94E+10,2.42E+10,2.17E+10,3.00E+10,3.12E+10,2.97E+10,2.75E+10
3.65E+07,2.68E+08,8.79E+07,3.03E+08,3.05E+08,3.01E+08,1.84E+08,4.83E+08,3.53E+08,2.23E+08,2.39E+08
5.63E+09,7.42E+09,2.88E+08,8.35E+09,7.45E+09,6.12E+09,2.70E+09,1.74E+09,8.26E+08,4.23E+08,3.11E+08
1.35E+09,1.54E+09,6.57E+08,1.56E+09,1.54E+09,1.49E+09,9.19E+08,9.60E+08,9.89E+08,8.02E+08,7.54E+08
1.39E+07,8.38E+07,1.57E+07,5.87E+07,6.06E+07,8.72E+07,2.32E+07,0,0,7456400,9976800
3.29E+09,2.56E+09,4.92E+08,4.59E+09,3.20E+09,2.82E+09,1.29E+09,1.14E+09,7.38E+08,6.29E+08,5.70E+08
0,1.96E+07,6.38E+07,0,1.44E+07,0,1.56E+08,1.62E+08,1.43E+08,1.43E+08,4.92E+07
4.04E+09,4.40E+09,1.00E+10,6.88E+09,6.56E+09,1.00E+10,8.69E+09,1.46E+10,1.47E+10,1.66E+10,1.72E+10
7.82E+08,1.15E+09,4.08E+08,9.96E+08,1.28E+09,1.17E+09,8.81E+08,6.48E+08,6.30E+08,5.23E+08,4.18E+08
1.83E+09,2.20E+09,6.28E+07,2.18E+09,1.73E+09,1.55E+09,1.05E+09,5.95E+08,2.98E+08,1.44E+08,7.63E+07
2.93E+09,4.42E+09,0,4.31E+09,4.16E+09,3.36E+09,1.43E+09,8.98E+08,2.07E+08,5.77E+07,1.91E+07
4.40E+07,0,0,0,0,0,0,0,0,0,0
6.15E+07,2.44E+07,0,4.05E+07,7.40E+07,1.94E+07,7850200,2.40E+07,0,0,0
6371800,3.68E+07,5530400,0,6603600,1.14E+07,1.12E+07,4.98E+07,8785200,0,1.11E+07
1.20E+07,3.03E+07,3890000,1.58E+07,1.38E+07,2.78E+07,1.56E+07,7973100,0,4556900,3233500
1.73E+10,2.26E+10,2.39E+10,2.43E+10,2.04E+10,2.55E+10,2.12E+10,2.56E+10,2.62E+10,2.80E+10,2.37E+10
1.79E+10,2.30E+10,1.67E+10,2.18E+10,2.37E+10,2.59E+10,2.04E+10,1.98E+10,2.21E+10,2.02E+10,2.01E+10
1.53E+07,0,0,1.99E+07,1.41E+07,1.71E+07,0,0,0,0,0
1.06E+10,1.33E+10,3.43E+07,1.50E+10,1.20E+10,1.04E+10,5.17E+09,3.36E+09,1.26E+09,3.46E+08,1.17E+08
3.31E+08,4.49E+08,4.47E+07,3.53E+08,3.03E+08,2.84E+08,1.46E+08,1.41E+08,7.81E+07,5.94E+07,4.83E+07
2.59E+07,0,1.67E+07,0,0,2.36E+07,0,1.91E+07,2.15E+07,1.68E+07,1.68E+07
1.30E+09,8.91E+08,3.46E+08,9.92E+08,9.23E+08,9.34E+08,7.93E+08,7.05E+08,5.88E+08,3.06E+08,4.35E+08
7.54E+07,7.55E+07,1.13E+07,8.48E+07,1.35E+08,1.18E+08,6.91E+07,4.26E+07,0,1.38E+08,6.39E+07
7.86E+07,6.70E+07,2.76E+08,1.16E+08,1.28E+08,9.08E+07,2.47E+08,1.87E+08,2.22E+08,1.57E+08,1.38E+08
0,0,2.40E+07,0,0,0,6811900,5.08E+07,4.53E+07,5.59E+07,4.48E+07
2.36E+07,4.95E+07,0,0,1.77E+07,2.41E+07,1.12E+07,6483700,0,0,0
0,0,1.06E+07,0,0,0,0,0,1.65E+07,8205000,9158500
5.22E+07,1.46E+08,0,6.45E+07,9.90E+07,9.46E+07,3.13E+07,6.66E+07,3.97E+07,9708500,0
2.14E+07,2.39E+07,489090,4.46E+07,2.69E+07,0,6024000,4188400,0,1646800,0
2.26E+08,3.65E+08,4.52E+07,4.65E+08,3.99E+08,3.70E+08,2.07E+08,1.31E+08,6.62E+07,7.26E+07,4.72E+07
1.12E+09,8.59E+08,1.59E+08,1.53E+09,8.54E+08,1.06E+09,8.98E+08,5.89E+08,3.27E+08,2.23E+08,1.76E+08
6.31E+07,1.94E+07,2.37E+09,1.49E+08,3.55E+08,9.77E+08,1.64E+09,2.87E+09,3.25E+09,3.06E+09,3.49E+09
8.26E+07,5.23E+07,8.31E+08,1.25E+08,6.73E+07,3.60E+08,7.92E+08,1.19E+09,1.64E+09,9.99E+08,9.10E+08
4.80E+09,4.89E+09,3.61E+07,5.58E+09,5.57E+09,6.14E+09,5.18E+09,3.09E+09,1.47E+09,3.45E+08,1.27E+08
7.07E+09,1.21E+10,2.26E+07,1.01E+10,8.91E+09,8.80E+09,4.30E+09,2.16E+09,7.16E+08,2.53E+08,7.07E+07
4.06E+08,6.34E+08,1.11E+08,5.58E+08,6.90E+08,1.06E+09,3.04E+08,1.23E+09,1.74E+09,1.56E+08,1.16E+08
6.69E+09,7.82E+09,4.67E+08,1.02E+10,9.14E+09,8.44E+09,4.01E+09,3.30E+09,2.07E+09,9.46E+08,4.62E+08
1.82E+07,0,9201900,9.84E+07,6.48E+07,2.60E+07,1.91E+07,1.33E+07,7207900,8410700,7036900
1.94E+08,1.02E+08,1863800,8.29E+07,1.98E+08,1.86E+08,5.28E+07,4408600,4313000,1.24E+07,1.19E+07
2.08E+09,2.29E+09,1.44E+09,2.74E+09,2.57E+09,2.15E+09,8.07E+08,1.56E+09,1.18E+09,7.70E+08,7.73E+08
6.56E+07,1.93E+08,0,6.28E+07,2.19E+08,1.50E+08,5.57E+07,1.57E+07,4161400,0,0
1.23E+09,8.23E+08,3.29E+07,8.18E+08,9.15E+08,1.82E+09,1.59E+09,1.03E+08,3.08E+07,4.22E+07,3.60E+07
7.38E+08,1.08E+09,4.32E+07,8.45E+08,1.02E+09,1.11E+09,7.76E+08,2.94E+08,2.16E+08,1.11E+08,1.04E+08
1.27E+07,0,0,0,1.53E+07,1.56E+07,2.38E+07,1.88E+07,2.00E+07,1.71E+07,2.55E+07
1.54E+07,0,0,0,0,0,0,0,0,0,0
1.74E+07,2.47E+07,2.48E+07,2.76E+07,2.05E+07,2.09E+07,2.90E+07,1.87E+07,3.28E+07,0,8658300
0,0,2.34E+07,0,3.44E+07,3.09E+07,0,4.46E+07,3.57E+07,3.02E+07,1.86E+07
4.69E+08,2.92E+08,9749100,2.95E+08,2.26E+08,3.33E+08,2.74E+08,9.84E+07,6.23E+07,5.33E+07,5.47E+07
2.79E+07,8.25E+07,6.69E+07,2.49E+07,2.38E+07,5.07E+07,6.35E+07,7.52E+07,6.88E+07,6.58E+07,5.25E+07
0,0,5.81E+08,0,0,2.08E+07,4.80E+07,3.71E+08,4.12E+08,5.36E+08,4.59E+08
1.04E+09,1.71E+09,5.85E+08,9.13E+08,1.28E+09,1.52E+09,9.88E+08,6.82E+08,6.70E+08,4.97E+08,4.62E+08
2.01E+08,3.37E+08,1.46E+08,3.49E+08,1.66E+08,2.40E+08,2.42E+08,1.69E+08,1.46E+08,2.26E+08,7.17E+07
1.95E+08,2.67E+08,0,2.27E+08,1.89E+08,2.13E+08,1.36E+08,1.19E+08,1.15E+08,5.84E+07,0
1.40E+07,2.40E+07,8267000,1.73E+07,1.16E+07,0,0,0,0,0,8.13E+08
0,0,1.62E+07,0,0,0,9134000,2.23E+07,3.57E+07,2.23E+08,1.50E+08
2.14E+08,2.82E+08,4.52E+07,3.32E+08,2.96E+08,2.55E+08,1.49E+08,4.72E+07,5.33E+07,5.15E+07,4.09E+07
7.94E+08,4.09E+08,5.03E+07,3.44E+08,3.63E+08,3.69E+08,2.81E+08,1.65E+08,7.59E+07,6.72E+07,3.07E+07
1.97E+08,9.51E+07,1.43E+07,2.52E+08,1.22E+08,1.66E+08,4.60E+07,2.59E+07,2.98E+07,2.59E+07,1.55E+07
4.81E+07,5.10E+07,4693000,5.09E+07,8.12E+07,4.99E+07,0,2.40E+07,7850900,1.42E+07,0
0,1.25E+07,0,8950600,1.06E+07,1.26E+07,5718100,0,3168300,0,0
2.60E+07,0,0,2.81E+07,0,0,1.80E+07,0,0,0,0
2.50E+08,2.09E+08,1.63E+07,3.97E+08,8.21E+08,4.17E+08,9.11E+07,2.05E+08,1.96E+08,5.61E+07,3.95E+07
0,0,0,1.10E+08,1.68E+07,4.46E+07,8803200,3995600,0,0,0
8.72E+08,1.09E+09,1.09E+08,8.45E+08,9.96E+08,9.21E+08,4.91E+08,2.57E+08,2.70E+08,1.11E+08,9.19E+07
2.73E+08,4.06E+08,0,2.65E+08,2.93E+08,1.74E+08,1.26E+08,4.54E+07,3.20E+07,2.73E+07,0
7.65E+08,1.01E+09,0,9.90E+08,9.33E+08,8.37E+08,5.02E+08,2.53E+08,1.19E+08,8.79E+07,1.41E+07
2.80E+07,5.40E+07,7.63E+07,3.94E+07,5.90E+07,7.87E+07,5.58E+07,6.41E+07,5.57E+07,4.64E+07,9.19E+07
2.19E+09,3.17E+09,5668000,3.28E+09,1.47E+09,2.47E+09,1.31E+09,5.79E+08,1.24E+08,1.16E+08,2.21E+07
3.87E+09,4.89E+09,9.71E+07,4.45E+09,4.95E+09,4.24E+09,2.05E+09,1.07E+09,5.22E+08,1.28E+08,6.91E+07
8.28E+08,1.67E+09,6.42E+07,1.13E+09,1.56E+09,1.16E+09,4.89E+08,3.30E+08,1.83E+08,6.44E+07,5.42E+07
1.12E+08,1.05E+08,4907200,1.24E+08,1.03E+08,7.89E+07,1.33E+08,4108900,7437900,6814400,3848500
5.78E+09,6.82E+09,2.51E+07,6.88E+09,6.38E+09,5.44E+09,3.14E+09,1.47E+09,1.01E+09,4.18E+08,9.90E+07
2.71E+07,3.59E+07,4.34E+09,1.28E+08,4.17E+08,1.29E+09,2.49E+09,3.63E+09,3.73E+09,3.95E+09,4.19E+09
1.09E+08,8.09E+07,4.26E+08,2.72E+08,1.93E+08,2.40E+08,1.99E+08,3.28E+08,5.34E+08,4.22E+08,4.45E+08
4.36E+08,6.01E+08,2.27E+07,3.92E+08,5.30E+08,5.73E+08,5.59E+08,9.27E+07,2.71E+07,4.80E+07,1.24E+07
6.39E+09,6.93E+09,5.30E+08,8.63E+09,7.42E+09,7.37E+09,3.08E+09,2.34E+09,1.10E+09,1.19E+09,8.49E+08
1.29E+08,3.58E+09,9.69E+08,4.84E+08,3.02E+08,4.86E+08,2.18E+08,2.49E+09,7.36E+08,2.05E+09,1.69E+09
6.07E+08,7.32E+08,1.01E+07,6.39E+08,4.50E+08,3.26E+08,1.67E+08,8.58E+07,3.68E+07,3.70E+07,0
4.06E+09,5.32E+09,0,4.86E+09,4.42E+09,3.91E+09,2.39E+09,9.52E+08,4.23E+08,9.22E+07,2763300
1.72E+09,1.98E+09,1.97E+08,2.50E+09,2.11E+09,2.27E+09,1.14E+09,4.30E+08,2.27E+08,1.21E+08,2.63E+08
3.53E+08,5.58E+08,0,4.42E+08,4.33E+08,4.13E+08,2.16E+08,1.39E+07,0,0,6595100
1.48E+09,1.86E+09,1.18E+09,2.78E+09,2.40E+09,2.37E+09,1.74E+09,1.79E+09,1.23E+09,1.69E+09,1.62E+09
2.94E+07,1.02E+08,3259300,2.28E+07,2.83E+07,3.15E+07,1.61E+07,3482200,6577800,3528000,4236500
9044400,1.90E+08,0,2.54E+08,1.23E+08,1.66E+08,1.42E+08,1.09E+08,8.19E+07,6.36E+07,6.98E+07
9649000,2.43E+07,4101900,1.56E+07,1.08E+07,1.34E+07,8711800,0,0,0,2841100
9337100,2.89E+07,0,6.74E+07,2.80E+07,3.24E+07,0,1.18E+07,3518600,1400100,0
4.91E+07,0,6.16E+09,1.48E+08,6.63E+08,1.98E+09,4.46E+09,6.57E+09,6.80E+09,6.95E+09,4.69E+09
1.02E+11,1.12E+11,1.70E+09,1.16E+11,1.17E+11,1.13E+11,6.96E+10,4.66E+10,1.59E+10,6.49E+09,2.63E+09
3.99E+08,3.96E+08,1.03E+08,6.10E+08,5.85E+08,4.26E+08,2.48E+08,2.42E+08,1.56E+08,5.02E+07,6.04E+07
2.89E+07,4.68E+07,5.44E+07,4.14E+07,4.02E+07,4.86E+07,7.65E+07,7.40E+07,1.11E+08,1.03E+08,7.91E+07
