Intensity Brain1,Intensity Brain2,Intensity Brain3,Intensity Liver1,Intensity Liver2,Intensity Liver3,Intensity Muscle1,Intensity Muscle2,Intensity Muscle3
9.89E+08,1.34E+09,1.65E+09,1.03E+08,3.06E+07,6.73E+07,0,1.51E+07,931500
9.82E+07,1.12E+08,1.06E+08,0,0,0,0,0,0
4678100,2.07E+07,2.16E+07,0,0,3.43E+07,2.93E+08,1.23E+08,2.27E+08
1.71E+08,1.70E+08,1.94E+08,0,0,0,5.56E+07,1.49E+07,1.82E+07
7.26E+08,6.24E+08,1.10E+09,1.54E+07,4485100,7221500,8766800,1.05E+07,9255100
2.79E+08,1.26E+08,1.88E+08,0,0,0,0,0,0
2.47E+08,0,1.72E+08,0,0,0,3.62E+07,3.21E+07,3.07E+07
1.86E+08,4.21E+07,1.52E+08,0,7517100,6482000,2.24E+07,0,2.85E+07
0,1.59E+07,0,8.09E+07,8.52E+07,3.48E+08,2.80E+07,1.86E+07,2.89E+07
2.74E+10,1.97E+10,2.60E+10,1.01E+07,2.33E+07,7.63E+07,2.63E+07,1.91E+08,1.89E+08
6.99E+07,2.00E+07,1.00E+08,0,0,0,5738100,0,0
0,0,0,0,6.49E+07,0,0,0,0
1.60E+08,8.82E+07,6.20E+07,1.37E+07,0,2.48E+07,0,0,6413300
0,0,0,0,0,0,0,0,0
3.17E+08,1.91E+08,1.74E+08,0,0,0,2.59E+08,1.14E+08,3.88E+08
2.51E+08,0,2.28E+07,1.67E+09,1.76E+09,1.44E+09,7.15E+07,2.35E+08,1.08E+08
2.76E+07,0,9.89E+07,0,0,0,0,0,0
0,592850,0,4.17E+07,3.46E+07,4.92E+07,0,0,0
3.15E+07,2.10E+07,2.79E+07,0,0,0,0,0,0
7.45E+08,4.32E+08,8.76E+08,4557300,0,6.85E+07,0,0,0
2.72E+08,4.70E+08,7.03E+08,2.09E+09,4.87E+08,1.37E+09,0,1.32E+07,0
1.53E+08,9.64E+07,1.16E+08,5548600,0,0,0,0,0
0,0,0,0,0,0,1.72E+08,9.74E+07,1.56E+08
7.69E+08,6.46E+08,7.93E+08,1.88E+07,6866300,5.38E+07,1.32E+08,9.45E+07,9.21E+07
1.12E+07,1.26E+07,1.42E+07,0,2.61E+08,1.90E+08,0,0,0
0,0,2.76E+07,0,0,2.72E+07,0,2.30E+08,1.04E+08
2.64E+07,0,0,1.98E+07,4.43E+07,4.83E+07,8.50E+07,6.46E+07,7.39E+07
0,4508100,0,0,0,0,0,4.31E+07,5667900
1.27E+08,6.20E+07,1.28E+08,9.81E+07,0,1.05E+08,0,1.17E+07,1.38E+07
0,2.02E+08,0,0,0,0,0,0,0
1.93E+08,2.29E+08,2.90E+08,1.40E+07,5.47E+07,4.98E+07,0,0,1.38E+07
1.14E+09,4.55E+08,8.24E+08,3.34E+08,4.76E+08,3.82E+08,4.33E+08,6.97E+08,4.69E+08
1.11E+08,6.85E+07,9.36E+07,0,0,0,4.76E+07,4.57E+07,2.72E+07
0,0,0,0,0,0,1.84E+07,1.63E+07,5.71E+07
0,0,0,1.42E+08,1.73E+08,8.58E+07,0,0,0
3.07E+08,1.46E+08,2.65E+08,0,5.60E+07,8.51E+07,0,0,0
1.74E+07,2.36E+07,0,3.45E+07,1.67E+07,2346100,4.67E+07,4.64E+07,5.85E+07
2.30E+09,2.39E+09,3.23E+09,4.52E+07,3.62E+07,5.74E+07,0,1.96E+07,5.97E+07
6298500,4.67E+07,2.08E+07,0,7.00E+07,1.08E+08,6.79E+07,2.51E+07,2.09E+08
0,1.34E+08,0,2.98E+08,1.88E+08,1.48E+08,3345000,0,6335700
3.56E+07,4.66E+07,3.38E+07,0,0,0,0,0,1.49E+07
9.73E+07,1.29E+07,1.22E+07,6.15E+09,5.31E+09,4.64E+09,4826200,1967200,2026000
1.54E+08,1.53E+08,1.67E+08,5.46E+07,5699800,5517800,1583500,7992800,0
0,0,0,5.94E+08,6.37E+08,6.56E+08,0,0,0
1.16E+10,9.34E+09,1.09E+10,7.04E+10,6.25E+10,5.72E+10,8.15E+09,8.59E+09,9.25E+09
9.40E+07,2.00E+07,3.50E+07,0,0,0,0,0,0
3.20E+08,3.05E+08,6.59E+08,3.51E+08,2.28E+08,8.60E+07,0,0,0
8.43E+09,7.01E+09,1.17E+10,1.83E+10,1.42E+10,1.48E+10,2.60E+08,3.07E+08,3.43E+08
6.13E+08,3.10E+08,5.72E+08,0,0,4876500,0,0,0
8.38E+07,1.76E+08,2.27E+08,0,1.27E+07,0,6884500,9878700,0
0,0,2.74E+07,4717500,2.62E+07,1.42E+07,0,0,0
3.99E+07,0,3.93E+07,0,0,0,0,0,0
0,1.57E+07,0,4.96E+07,7.33E+07,5.25E+07,0,2.30E+07,2.12E+07
6.66E+08,9.78E+08,7.29E+08,1.21E+10,9.37E+09,1.29E+10,2.80E+08,2.24E+08,1.28E+08
6.40E+09,1.58E+09,6.96E+09,4692100,0,7031800,0,2646100,1.95E+07
1.16E+09,6.46E+08,1.16E+09,0,1.21E+07,1.40E+08,0,1210600,0
0,0,0,6.29E+07,2.98E+07,0,0,0,0
0,0,0,0,0,0,1.31E+08,7.24E+07,1.00E+08
8106100,1145800,5325100,0,0,0,0,0,0
2.89E+09,2.38E+09,3.32E+09,1.76E+08,2.29E+08,1.45E+08,5516800,6838000,3511900
1.83E+08,1.73E+08,1.69E+08,1.73E+08,1.74E+08,9.58E+07,6.09E+08,5.87E+08,5.55E+08
3.28E+08,2.09E+08,4.72E+08,8346300,4.31E+07,9302500,0,1647200,2.35E+07
1.63E+07,1.50E+07,2.43E+07,0,6.20E+07,8504800,0,0,0
4.39E+07,7.47E+07,9.94E+07,5.88E+08,0,0,0,0,4.48E+07
0,0,9086800,1148000,1658700,5948000,1.48E+09,5.01E+08,4.82E+08
4.88E+07,4.83E+07,4.71E+08,0,1.68E+07,9438900,0,6733900,1.26E+07
1.31E+08,7.75E+08,1.16E+09,9.77E+08,1.25E+09,8.81E+08,6.26E+07,8.48E+07,5.03E+07
2.59E+07,1.84E+07,3.21E+07,1.02E+07,1.04E+07,7585100,0,0,0
0,0,1716300,0,3.04E+07,4.38E+07,0,0,0
9.17E+09,6.40E+09,7.48E+09,7.85E+08,7.87E+08,5.63E+08,2.90E+09,2.03E+09,2.58E+08
1.91E+07,2.29E+07,3.08E+07,0,0,0,0,0,0
8.92E+08,1.10E+09,1.72E+09,3.15E+07,8.66E+07,5.78E+07,3.98E+09,2.92E+09,1.88E+09
2.46E+08,3.83E+08,2.74E+08,0,0,0,0,0,0
1.49E+07,7.28E+07,1.00E+08,1.36E+08,1.67E+08,7.12E+07,0,0,0
5.34E+08,6.38E+08,6.43E+08,1.11E+08,4.46E+07,1.02E+08,1.43E+08,1.95E+08,7.05E+07
1.97E+07,4.47E+07,4.80E+07,0,0,0,0,0,0
7.23E+07,2.82E+07,7.82E+07,0,0,1.11E+07,4.85E+07,6.88E+07,4.66E+07
0,9596700,0,4.35E+08,2.43E+08,1.09E+08,0,0,0
1.81E+08,1.69E+08,1.73E+08,4.30E+08,4.20E+08,3.73E+08,7.53E+07,2.88E+07,5.65E+07
5.87E+07,7.96E+07,1.02E+08,0,0,0,5.39E+07,0,6.39E+07
2.62E+08,3.48E+08,3.63E+08,1.59E+10,1.81E+10,1.51E+10,1.60E+09,1.51E+09,2.29E+09
7.80E+09,4.39E+09,6.88E+09,7.39E+08,1.03E+09,1.17E+09,1.45E+09,1.90E+09,1.87E+09
1.50E+08,1.42E+08,1.44E+08,2.05E+09,2.75E+09,2.06E+09,7.32E+07,7.00E+07,2.45E+07
0,0,1.45E+07,6.49E+07,8.96E+07,5.06E+07,0,0,0
7.87E+07,2.59E+07,6.99E+07,0,0,0,0,0,0
2.91E+09,2.33E+09,2.44E+09,3647000,3.67E+07,5.02E+07,4.82E+08,0,0
9.06E+07,7.57E+07,8.10E+07,0,0,2.03E+07,2839300,6961400,4302100
0,2602300,1.98E+07,5.12E+08,7.02E+08,2.01E+08,0,0,0
1.60E+08,5.60E+07,1.58E+08,0,0,9583200,1.62E+07,0,0
0,0,0,0,0,0,1.94E+08,4.11E+08,0
1.96E+08,1.21E+08,2.39E+08,0,0,1.60E+07,1.45E+08,1.97E+08,1.65E+08
6.18E+07,2.64E+07,0,0,0,0,0,0,0
0,0,0,7.02E+08,5.45E+08,2.54E+08,0,3.65E+07,0
6025900,1.10E+07,0,3.58E+07,3.15E+07,2.31E+07,0,0,0
0,0,0,1.09E+08,8.94E+07,1.35E+08,0,0,0
1.55E+07,1.39E+07,6674200,0,0,0,9.25E+07,4.09E+07,1.35E+08
1.56E+09,1.11E+09,1.48E+09,9.71E+07,1.24E+08,9.31E+07,1.54E+07,4.51E+07,2.32E+07
3.37E+07,1.52E+08,3.60E+08,0,0,0,4.33E+07,3.14E+07,3.88E+07
0,0,0,9597400,3.60E+07,2.22E+07,0,0,0
2.90E+07,2.98E+07,3.60E+07,0,0,0,0,0,0
3.75E+08,1.37E+08,3.55E+08,6.63E+09,5.70E+09,5.31E+09,8488700,4.22E+07,4.41E+07
3.76E+08,5.82E+08,5.43E+08,0,0,0,0,0,0
1.86E+07,8.24E+07,3.41E+07,0,0,0,0,0,0
2.64E+08,1.32E+08,2.78E+08,9.64E+07,2.20E+08,7.35E+07,2890100,0,4826700
8490500,6244200,1.16E+07,3.54E+07,4.50E+07,2.76E+07,0,0,0
4.86E+08,3.89E+08,5.25E+08,1.78E+07,3.33E+07,0,1.50E+07,3.67E+07,4556800
2.07E+07,0,0,0,0,3463600,0,0,3200900
0,0,5.35E+07,9.03E+08,5.88E+08,3.85E+08,0,0,0
4.03E+08,0,0,0,3.72E+08,4.50E+08,0,0,5.12E+07
6.40E+09,5.25E+09,6.21E+09,4.22E+08,4.99E+08,1.07E+08,6.44E+08,1.20E+09,9.26E+08
8.52E+07,6.33E+07,4.61E+07,0,0,0,0,0,0
5978400,2457400,0,3.32E+07,0,0,0,0,0
1.36E+08,1.74E+08,2.82E+08,2.80E+07,5.38E+08,8.56E+08,1.15E+10,1.07E+10,1.26E+10
0,0,1.61E+07,5457000,1.39E+08,3.86E+07,5.82E+07,2.79E+08,3.00E+08
1.30E+09,8.72E+08,1.13E+09,1.38E+08,2.66E+08,3.00E+08,5.08E+08,2.47E+09,2.53E+09
1.20E+09,1.23E+09,1.75E+09,1.15E+08,1.58E+08,3.29E+07,2.07E+07,0,1.25E+07
4.53E+08,5.56E+08,4.34E+08,0,0,8656700,1.76E+07,5.79E+07,3.67E+07
2.05E+08,7.69E+07,2.29E+08,0,0,2.68E+07,0,0,0
9.52E+07,7.70E+07,1.52E+08,2.84E+08,5.68E+08,4.61E+08,2.39E+07,2.98E+07,4.16E+07
3.51E+08,1.89E+08,4.35E+08,0,0,0,0,0,0
3.53E+08,2.90E+08,2.87E+08,3.57E+09,5.14E+09,2.39E+09,3.82E+08,3.56E+08,3.88E+08
0,0,6.58E+08,8.40E+08,8.53E+08,4.40E+08,0,1503900,0
1.00E+07,1.79E+07,3.30E+07,0,8.33E+07,0,0,0,0
7.61E+07,3.87E+07,9.10E+07,0,0,9.56E+07,0,0,0
4.72E+08,2.72E+08,6.76E+08,6.77E+08,7.08E+08,4.72E+08,6.41E+09,4.52E+09,5.25E+09
5.02E+07,3.57E+07,3.44E+07,0,0,0,0,0,0
2.25E+10,1.83E+10,2.23E+10,2.25E+08,2.61E+08,2.78E+08,8.50E+07,1.26E+08,1.58E+08
1.54E+08,8.44E+07,1.62E+08,1.80E+08,5.42E+07,5.78E+07,0,0,1672800
1.32E+08,4.97E+07,8.33E+07,0,0,1.99E+07,0,0,0
1.10E+10,1.44E+10,1.46E+10,7.93E+10,6.03E+10,4.58E+10,1.27E+09,1.25E+09,1.50E+09
1.94E+07,0,0,0,0,0,9.10E+07,8.43E+07,5.26E+07
3.57E+08,3.58E+08,4.00E+08,0,1.18E+08,0,1.96E+07,4.19E+07,6621800
1.40E+08,3.19E+07,7.09E+07,3723400,4.75E+07,3028100,1.39E+09,9.70E+08,1.64E+09
7.01E+09,6.66E+09,6.84E+09,3.46E+09,2.27E+09,2.53E+09,3.30E+08,1.97E+08,2.98E+08
3.39E+07,2.47E+07,3.47E+07,1.16E+07,2.14E+08,4.77E+08,1.37E+07,2.04E+07,4122100
2.05E+08,2.18E+08,4.71E+08,0,0,0,0,2.86E+07,0
3.69E+07,3.55E+07,3.43E+07,0,0,0,1.22E+07,4393200,3688000
0,0,0,0,0,0,1.96E+07,1.50E+07,7312300
5.15E+08,3.98E+08,5.31E+08,0,0,0,0,0,0
0,0,2.21E+07,1.25E+08,1.10E+08,9.80E+07,0,0,7151400
5.20E+09,4.63E+09,5.65E+09,8.08E+07,7.40E+07,3.63E+07,2.76E+07,1.41E+08,5.48E+07
6.05E+07,0,0,0,9.51E+07,1.31E+08,0,7424500,0
1.29E+08,1.15E+08,1.65E+08,0,0,0,0,0,0
2.13E+08,3.98E+08,5.07E+08,6.96E+07,2.64E+08,1.24E+08,8.00E+07,1.44E+07,0
7.31E+07,9.50E+07,1.67E+08,6.52E+07,1.12E+08,2.53E+08,2.70E+07,3.33E+07,5585700
0,0,0,6.75E+07,5.25E+07,3.89E+07,0,0,0
1.32E+07,0,1.30E+07,2.61E+07,3.09E+07,1.48E+07,9252800,0,0
4099200,0,0,0,1.86E+08,1.13E+08,0,0,0
4011400,0,4599900,1.82E+07,7.03E+07,6.52E+07,0,0,0
2.19E+09,5.52E+08,2.33E+09,0,0,0,0,0,0
1.84E+08,6.89E+07,5.89E+07,5.75E+07,8993800,6761500,0,0,0
6.62E+07,2.81E+07,0,0,0,0,2.15E+07,1.63E+07,8188300
6.50E+07,3.58E+07,5.70E+07,0,0,0,0,0,3187800
1.34E+07,2.24E+07,0,1.54E+08,3.55E+07,0,1.38E+09,7.45E+08,1.78E+09
4.39E+08,1.44E+08,4.43E+08,2.13E+07,1.12E+08,3.28E+07,0,8792700,0
1.43E+08,1.15E+08,1.91E+08,6510000,0,0,0,0,0
8.55E+07,4.47E+07,6.30E+07,0,0,0,0,0,0
6.49E+09,4.92E+09,5.24E+09,9.03E+08,1.83E+09,1.77E+09,4.49E+09,2.80E+09,4.79E+09
1.26E+09,1.17E+09,1.31E+09,0,0,2.23E+07,3.92E+08,3.44E+08,1.93E+08
3.75E+07,5.44E+07,4.83E+07,8.41E+07,4.43E+07,1.41E+07,1.35E+08,4.98E+07,9.46E+07
5923800,6.62E+07,7.16E+07,1.21E+08,1.56E+08,3.36E+08,0,0,0
2.48E+07,1.69E+07,1.30E+07,7223100,0,6976000,1.56E+07,1.31E+07,2.36E+07
1.35E+09,1.01E+09,1.30E+09,4.81E+07,1.26E+08,5.11E+07,3.23E+07,0,0
3.26E+09,2.82E+08,4.05E+08,3.38E+08,2.81E+08,3.60E+08,1.76E+08,1.76E+08,5.20E+08
1.03E+09,7.26E+08,9.72E+08,7.48E+07,5.77E+08,2.21E+08,5.09E+07,7.89E+07,4.59E+07
2.71E+08,2.22E+08,3.18E+08,7205200,4041800,1.30E+07,0,0,0
5.35E+07,4.57E+07,3.50E+07,4.39E+07,5.05E+07,0,2.18E+07,1.14E+08,1.96E+08
6.49E+09,5.39E+09,6.65E+09,1.33E+07,4.00E+07,2.53E+07,5.25E+07,1.62E+07,5416600
8.57E+09,7.06E+09,7.59E+09,8.72E+09,9.22E+09,8.17E+09,2.27E+09,9.32E+08,1.48E+09
0,0,0,0,0,0,7.09E+07,1.84E+07,6.84E+07
1.18E+08,9.84E+07,1.47E+08,0,0,0,0,0,0
3.27E+08,2.31E+08,1.01E+08,0,0,0,1.84E+08,7.58E+07,3.24E+07
0,0,0,3.63E+08,4.35E+08,2.37E+08,0,0,0
4.94E+09,4.50E+09,6.15E+09,2.28E+08,5.50E+07,2.61E+08,3.76E+08,5.49E+08,5.21E+08
0,0,0,0,0,0,1.78E+07,0,0
3.04E+07,2.32E+07,3.22E+07,2.88E+07,4.82E+07,3.53E+07,0,0,0
8.36E+07,5.45E+07,7.32E+07,6.23E+07,1.00E+08,7.02E+07,1189700,0,485930
3.71E+07,2.06E+07,3.47E+07,0,0,0,2704400,7.21E+07,7.29E+07
1.69E+08,1.41E+08,2.21E+08,2.06E+07,2.26E+07,6.76E+07,0,0,1250000
2.90E+09,1.71E+09,2.43E+09,1.81E+09,1.92E+09,1.37E+09,2.56E+08,4.48E+08,3.57E+08
8.04E+08,6.84E+08,8.04E+08,0,1.72E+07,0,0,0,1.01E+07
1.06E+10,1.10E+10,1.51E+10,1.08E+09,2.13E+09,1.73E+09,3.87E+08,1.65E+08,1.78E+08
1.09E+09,5.40E+08,6.37E+08,1.00E+09,3.42E+09,2.84E+09,6.42E+07,6.61E+07,1.92E+08
2.15E+09,2.17E+09,2.12E+09,2.89E+10,2.82E+10,2.17E+10,2.59E+09,2.86E+09,2.84E+09
2.39E+07,1.83E+07,2.97E+07,0,0,0,0,0,0
5.18E+07,0,2.88E+07,8.72E+07,1.14E+08,6.82E+07,0,0,0
7953700,0,2.15E+07,1.19E+08,8122100,1.10E+08,0,0,0
0,0,0,8.56E+07,2.86E+08,1.62E+08,0,0,0
3.49E+08,3.07E+08,5.28E+08,2.12E+09,1.91E+09,1.25E+09,6.10E+08,6.32E+08,1.05E+09
1.33E+09,1.13E+09,1.20E+09,1.36E+09,3.23E+09,1.62E+09,1.61E+09,5.22E+08,6.12E+08
8.40E+07,2.24E+07,6.65E+07,7.48E+07,1.13E+08,6.25E+07,1.37E+07,0,0
1.91E+08,7.94E+07,2.17E+08,6.22E+07,9.74E+07,7.77E+07,4.07E+07,2.53E+07,2.63E+08
0,0,0,0,1.56E+07,0,0,0,0
4.89E+07,3.74E+07,5.22E+07,0,0,0,0,0,0
2.09E+09,1.18E+09,2.02E+09,7.60E+09,7.37E+09,6.89E+09,4.69E+08,3.17E+08,5.30E+08
3.62E+09,3.02E+09,4.35E+09,1.44E+10,1.32E+10,1.23E+10,3.17E+09,2.38E+09,2.73E+09
0,1.57E+09,2.29E+09,0,0,0,0,0,0
0,0,0,1.47E+07,0,7958900,0,2323400,0
9765000,7.71E+07,5.31E+07,4297200,2.00E+07,0,1.39E+09,1.85E+09,2.14E+09
7.44E+07,3.84E+07,6.43E+07,0,3.40E+07,2.46E+08,0,0,8.30E+07
0,0,0,0,1.04E+07,0,0,1.06E+07,1.04E+07
0,0,0,0,5.71E+07,0,0,0,0
3.88E+07,2.14E+07,3.44E+07,0,0,0,0,9.03E+07,6.31E+07
5.35E+07,5.32E+07,9.35E+07,0,3.22E+07,0,0,0,0
1.01E+09,8.22E+08,1.12E+09,1.82E+10,1.84E+10,1.21E+10,1.01E+08,8.60E+07,1.02E+08
1.54E+08,7.12E+07,1.89E+08,0,0,0,0,0,0
5.46E+08,4.77E+08,7.55E+08,3.93E+08,6.53E+08,5.28E+08,3.83E+07,4.67E+07,7.01E+07
0,0,1.55E+07,5.92E+08,3.18E+08,3.57E+08,1.30E+08,1456800,0
1.76E+09,1.38E+09,1.03E+09,2.89E+09,2.64E+09,1.89E+09,9.16E+07,4645000,5.05E+07
0,0,0,0,3.61E+08,0,0,0,0
1.50E+09,2.64E+09,1.62E+09,7.63E+07,7.00E+07,3.44E+07,0,1.34E+07,2.11E+07
1.62E+08,1.25E+08,2.22E+08,0,3.16E+07,0,0,0,0
6.14E+08,3.87E+08,7.59E+08,1.54E+07,5.96E+07,2.15E+08,1.63E+08,2.42E+08,1.94E+07
2.66E+08,0,1.71E+08,1.97E+07,3.22E+07,2.13E+07,1.65E+07,0,0
2.22E+09,1.20E+09,1.64E+09,2.66E+08,3.87E+08,7.59E+08,1.43E+09,1.72E+08,5.94E+07
5.63E+08,2.33E+09,3.03E+09,0,0,1.36E+07,0,3.28E+07,1.30E+08
8.55E+07,0,1.54E+08,1.15E+07,0,5.11E+07,1.93E+07,0,0
1.12E+07,2.38E+07,3.77E+07,2392100,0,0,0,0,0
1.55E+07,0,7.64E+07,2.31E+09,2.25E+09,2.44E+09,4.61E+07,3.42E+07,1.08E+08
2.64E+08,3.21E+08,3.78E+08,7.95E+08,1.20E+09,4.59E+08,9.26E+07,7.41E+07,5.62E+07
7.35E+07,5.13E+07,9.00E+07,0,1.27E+07,6.40E+07,1.10E+07,0,0
5.58E+08,2.61E+08,4.91E+08,2.23E+09,2.00E+09,1.27E+09,1.31E+08,2.77E+08,3.86E+08
3.04E+08,4.36E+08,3.64E+08,2.99E+08,2.80E+08,2.37E+08,3.06E+07,0,0
6.80E+07,4.42E+07,7.34E+07,0,0,0,5.43E+07,5.06E+07,4.41E+07
1.46E+09,2.16E+09,3.12E+09,0,1.76E+09,3.18E+09,1.13E+10,2.73E+09,3.62E+09
2.29E+10,1.08E+10,1.79E+10,6.98E+07,2.24E+08,2.09E+08,1.00E+09,7.69E+08,9.21E+08
5.43E+08,4.98E+08,6.49E+08,4.75E+08,3.67E+08,1.80E+08,5.48E+07,6.22E+07,2.26E+07
4.10E+08,1.93E+09,1.34E+09,6.10E+09,6.40E+09,5.79E+09,2.52E+07,3.43E+07,1.82E+07
4.62E+07,4344600,9951300,4.50E+08,4.80E+08,4.22E+08,5.41E+08,0,0
7.77E+07,8.92E+07,1.32E+08,1.73E+07,4.81E+07,4.29E+07,0,0,0
2.76E+07,1.55E+07,0,0,2.32E+07,0,2.75E+08,3.14E+08,2.98E+08
1.29E+09,1.14E+09,1.67E+09,5.23E+07,1.86E+08,1.67E+08,5.63E+07,2233200,8.11E+07
7829800,0,0,3.43E+07,3.85E+07,1.87E+07,2643600,2109200,0
2.38E+07,3676200,1.46E+07,0,0,0,0,0,0
2.04E+08,1.39E+08,1.51E+08,0,0,0,0,0,0
4448400,0,0,0,0,0,1.03E+07,2.18E+07,9929700
2.01E+09,1.18E+09,1.88E+09,1.93E+09,1.52E+09,9.04E+08,3.92E+07,2.95E+07,6092000
2.81E+07,5.06E+07,3.58E+07,0,0,0,9.71E+07,2.92E+08,1.69E+08
1.18E+08,7.02E+07,9.54E+07,4.42E+07,4.87E+07,6.02E+07,0,1.18E+08,7.24E+07
2.11E+08,1.76E+08,1.37E+08,1.62E+07,4.69E+07,6.29E+07,3.10E+07,4.48E+07,8.57E+07
2.72E+07,2.25E+07,0,0,0,0,0,0,0
6.87E+08,5.35E+08,8.78E+08,2.13E+07,5023900,4315600,7.08E+08,1.50E+08,2.11E+08
2.22E+08,1.79E+08,2.32E+08,2.58E+07,3.15E+07,0,0,0,0
1.46E+09,1.13E+09,2.31E+09,5.45E+09,5.47E+09,4.57E+09,3.46E+08,4.53E+08,4.29E+08
3.31E+08,4.47E+08,4.08E+08,2.23E+07,2.48E+07,6180100,0,0,1688000
0,0,0,1.89E+07,1.99E+07,0,0,0,0
7.63E+09,5.79E+09,6.81E+09,3.02E+10,2.23E+10,2.20E+10,9.15E+08,1.37E+09,7.69E+08
0,0,0,8.09E+08,1.16E+09,1.76E+09,0,0,0
1.02E+08,4.84E+07,1.54E+08,8.38E+08,7.16E+08,4.85E+08,1106800,6.59E+07,9.23E+07
1.73E+07,2.47E+07,5.82E+07,0,0,3.81E+07,7.15E+08,7.90E+08,1.18E+09
2.98E+09,1.79E+09,2.51E+09,9.82E+07,6.46E+08,3.72E+08,2.34E+08,1.14E+08,2.26E+08
0,0,0,8.64E+08,7.74E+08,3.65E+08,0,0,0
0,0,0,0,1.39E+08,2.49E+08,5920900,0,3952100
6.85E+08,5.61E+08,4.41E+08,0,0,0,0,2542900,0
2.41E+09,2.14E+09,2.42E+09,5.43E+08,4.94E+08,3.48E+08,7.42E+08,9.23E+08,9.12E+08
4.15E+07,3.09E+07,6.67E+07,0,9135000,0,0,0,0
2.58E+08,2.32E+08,3.09E+08,7.06E+07,6.37E+07,0,6.07E+07,7.89E+07,8.44E+07
4.80E+07,0,3.78E+07,1.56E+07,9924900,1.28E+07,6.51E+07,1.49E+08,5.86E+08
0,0,0,5.00E+07,1.13E+08,7.80E+07,0,0,0
0,0,7.51E+07,0,0,0,0,0,5.95E+07
3.87E+09,2.20E+09,2.76E+09,9885500,4.12E+07,1.70E+08,5.31E+08,8.90E+08,6.77E+08
8.64E+07,7.47E+07,9.14E+07,0,7730700,9072100,1.39E+07,1.20E+07,3040700
1.27E+08,1.67E+08,1.72E+08,1.79E+08,1.89E+08,1.48E+08,0,8466900,2.46E+07
4.04E+08,3.35E+08,4.67E+08,2.65E+08,9.56E+07,3.80E+07,3.02E+07,9.34E+07,6.70E+07
3.13E+07,3.97E+07,2.48E+07,0,0,0,0,1.28E+07,4.01E+07
1.55E+09,1.07E+09,1.83E+09,1.09E+09,1.17E+09,1.20E+09,8.16E+07,1.16E+08,8.97E+07
0,0,0,1.34E+08,3.45E+08,2.48E+08,1662300,1.37E+07,1.90E+07
1.43E+08,8.29E+07,1.30E+08,0,0,0,0,0,3429100
8.56E+07,4.95E+07,7.78E+07,0,0,9470400,0,0,8810600
7.36E+08,5.54E+08,4.44E+08,0,4.59E+07,6.78E+08,0,2073100,0
2.56E+08,1.48E+08,2.84E+08,0,2.25E+07,5.17E+07,1.43E+07,1.18E+07,1.92E+07
6.95E+07,3.41E+07,5.20E+07,0,0,0,0,3.18E+07,4.95E+07
6.10E+07,2.15E+08,2.30E+08,4.86E+07,2.41E+08,1.45E+08,1.68E+08,2.18E+08,1.12E+08
7.60E+07,6.97E+07,6.02E+07,2.56E+08,1.50E+08,9.92E+07,0,0,4.98E+07
1.02E+08,5.72E+07,4.27E+07,8.46E+07,3.11E+07,2.15E+07,0,7073000,1.27E+07
0,0,0,3.14E+07,3.12E+07,4.23E+07,0,0,0
6.23E+08,7.41E+08,7.67E+08,1.03E+08,1.41E+08,1.06E+08,1.72E+07,2.51E+07,7624200
4.88E+09,4.11E+09,7.26E+09,0,2.73E+07,2.10E+07,4.88E+07,0,0
0,0,0,0,0,2.64E+07,0,1.07E+07,0
1.90E+07,1.55E+07,2733400,4.39E+08,8.71E+08,5.33E+08,1.29E+07,1.34E+07,3.48E+07
4.33E+07,7.08E+07,2.68E+07,0,0,0,4.14E+07,0,0
2.81E+10,1.95E+10,1.96E+10,5.28E+10,5.73E+10,4.18E+10,2.55E+10,2.61E+10,2.51E+10
1015800,0,0,5150800,3.98E+07,0,8.62E+07,2.20E+07,2.70E+07
6.50E+08,4.13E+08,6.67E+08,0,2.10E+07,2997800,5.47E+07,7.40E+07,2.79E+07
1.28E+08,4.78E+07,1.44E+08,5.21E+08,4.84E+08,7.85E+08,0,0,0
3.69E+08,1.25E+08,3.02E+08,3.03E+07,5.75E+07,4.03E+07,3.32E+07,1.92E+07,4.98E+07
2.21E+08,1.35E+08,3.53E+08,680140,7892600,2.58E+08,3.98E+09,3.57E+09,3.72E+09
3.03E+07,0,1.65E+07,0,0,2.02E+07,4.32E+07,1.42E+07,3.18E+07
2.91E+09,1.99E+09,2.42E+09,5.93E+07,1.03E+08,7.06E+08,2.76E+08,9.49E+07,5.72E+07
3.45E+07,4.96E+07,4.92E+07,2.73E+07,2.06E+07,1.14E+07,0,8469400,5935200
5.76E+09,3.61E+09,5.30E+09,0,3739700,1.54E+07,4514700,4.96E+07,1.71E+07
4.50E+07,0,6.05E+07,9.98E+07,7.22E+07,1.66E+07,5013000,2626400,2743100
3.38E+10,3.37E+10,3.89E+10,1.37E+11,1.34E+11,9.66E+10,8.75E+10,6.13E+10,6.46E+10
5.61E+08,1.26E+08,5.06E+08,4.95E+07,1.11E+08,5.97E+07,0,0,0
0,0,0,3.82E+08,2.57E+08,1.06E+09,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2.08E+07,1.59E+07,3.08E+07,0,0,0
2.32E+09,1.16E+09,1.82E+08,9.41E+07,7.51E+07,5.21E+07,0,0,3.62E+08
