2A,3A,4A,5A,6A,7A,8A,9A,10A,1B,2B,3B,4B,5B,6B,7B,8B,9B
0,9281822.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,669821.4688,0,0,0,0,0,0,669821.4688,0,0,0,0,0,0,0,0,0
0,3952285.883,0,0,0,0,0,0,3692627.625,0,0,0,0,0,0,0,0,0
0,1780636.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,848124.75,0,593357.8203,0,1342628.891,0,0,928037.1538,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,947270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,756233.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7046144.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2180412.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3499222.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4668289.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008402,0,1109827.5,2040183.75,0,0,438600.75,4089511.367,0,0,0,0,0,0,0,0,0
0,854968.6719,0,0,0,0,0,1173216.055,1722409.26,0,0,0,0,0,0,0,0,0
0,571879.0781,0,0,0,0,0,0,571879.0781,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25160069.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8931384.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1439504.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1032171.5,0,3101895.969,0,3124673.313,0,0,4007979.813,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1247972.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,867628.3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2651905.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,571299.7188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1365492.906,0,0,0,0,0,0,386318.541,0,0,0,0,0,0,0,0,0
0,594790.7344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,555080.2109,478729,0,694989.8516,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,392455.3438,0,0,0,0,0,0,392455.3438,0,0,0,0,0,0,0,0,0
0,1189223.406,0,0,0,0,0,0,1169621.859,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1096117.188,0,0,1768554.484,2796685.625,0,1668667.625,4226362.5,0,0,0,0,0,0,0,0,0
0,26211.0752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8294997.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61224528.25,0,0,0,13124363,0,0,0,0,0,0,0,0,0,0,0,0
0,610057.7031,0,0,0,1606925.344,0,792748.0625,2527329.023,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1989356.984,0,0,0,1989356.984,0,0,0,0,0,0,0,0,0,0,0,0
0,1233185.398,0,0,0,0,0,890889.0234,2503830.969,0,0,0,0,0,0,0,0,0
0,2521307.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1532652.922,0,0,0,0,995313.625,0,0,0,0,0,0,0,0,0,0,0
0,2783444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11884420.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1069544.859,0,0,0,0,0,1142917.133,1216289.406,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3425400.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,871590.3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1311916.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1979499.625,0,0,0,1979499.625,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,569745.2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1185049.75,0,0,0,0,0,0,1185049.75,0,0,0,0,0,0,0,0,0
0,12822961.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3402833.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4095657.625,0,0,0,0,0,0,4095657.625,0,0,0,0,0,0,0,0,0
0,100886.4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,535509.1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1431993.906,0,0,0,7164516.406,0,0,0,0,0,0,0,0,0,0,0,0
0,393468.0156,0,0,0,0,0,0,393468.0156,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,257406.0469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213652.8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3350449.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1740098.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1625551.5,1625551.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,93869.14063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,224444.6484,0,0,0,0,0,224444.6484,0,0,0,0,0,0,0,0,0
0,0,3671000.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,50873.54199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1184311.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2055264.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1670950.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4968325.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8789939.297,0,0,0,0,0,610765.0781,0,0,0,0,0,0,0,0,0
0,0,4056087.5,3871989.531,2406691.188,0,0,3444922.74,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,126376.4121,0,0,0,2378443.531,0,0,0,0,0,0,0,0,0,0,0
0,0,1939766.026,0,0,2453910.06,0,0,2968054.094,0,0,0,0,0,0,0,0,0
0,0,398979.9844,0,681172.7892,0,0,333747.8672,1310790.516,0,0,0,0,0,0,0,0,0
0,0,1841032.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,44972.99414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3197230.164,0,2695233.625,12154217.19,1527194.563,0,0,0,0,0,0,0,0,0,0,0
0,0,2415015.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,280199.1445,0,0,0,0,0,280199.1445,0,0,0,0,0,0,0,0,0
0,0,1178806.344,0,0,0,0,0,1178806.344,0,0,0,0,0,0,0,0,0
0,0,1860741.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1640569.5,0,0,0,0,0,1640569.5,0,0,0,0,0,0,0,0,0
0,0,28300921.41,0,0,0,0,0,493275.1953,0,0,0,0,0,0,0,0,0
0,0,8206275.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,257876.4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1676511.688,1374687.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63924.4707,68298.2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7984673.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,427059.9609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1541472.063,1541472.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3653118.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,592085.5781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2566231.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,133052.4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1073155,650764.2188,0,0,0,861959.6094,0,0,0,0,0,0,0,0,0,0
0,0,1643629.906,6661451.75,0,21184756.38,0,0,14996662.88,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,314833.0273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,250926.7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,78877.43359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3391929.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,615557.6172,0,0,862868.9375,0,368246.2969,0,0,0,0,0,0,0,0,0,0
0,0,1541124.281,4782650.063,0,0,0,0,3342613.25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1678495.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,69873.25781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2796899.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,190093.2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,777326.375,0,777326.375,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1929184.688,0,1949706.594,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,629014.8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1946973.375,0,0,1946973.375,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1410772.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,697865.3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4963858.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4700863.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,445233.9531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,907586.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,580928.8906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,119392009.1,119392009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,157407.8242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1871069.125,0,7743775.828,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3332887.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1589903.266,0,0,0,0,0,6665148.93,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2609661.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2655493.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1900712.838,0,0,832413.3789,0,0,2969012.297,0,0,0,0,0,0,0,0,0
0,0,184925.2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,178707.293,0,0,0,0,0,178707.293,0,0,0,0,0,0,0,0,0
0,0,1063754.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,107789.1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,124913276.6,124913276.6,0,0,0,0,124913276.6,0,0,0,0,0,0,0,0,0
0,0,0,7141948.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1000507.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3641769.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,330868.1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4535507.719,0,0,0,0,231700.957,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,612194.8906,0,0,0,0,612194.8906,0,0,0,0,0,0,0,0,0
0,0,0,1032880.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6461117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,422296.0938,0,0,0,0,1056107.391,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1913455.352,0,2485605,0,0,1341305.703,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,510137.6094,0,0,0,292808.2969,401472.9532,0,0,0,0,0,0,0,0,0
0,0,0,1843478.773,0,0,0,0,1843478.773,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,435831.2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7926468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,537982.3281,0,0,0,0,3309792.906,0,0,0,0,0,0,0,0,0
0,0,0,5631854.375,0,763781.9375,0,1134261.938,1533863.219,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1550564.063,0,1550564.063,0,0,1550564.063,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3894474.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1283886.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,448123.6094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1618056.93,0,1618056.93,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19553839.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2325896.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6267741.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16088620.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1679792.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,581428.5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6538541.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1180409.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,52631.30664,0,0,0,0,52631.30664,0,0,0,0,0,0,0,0,0
0,0,0,328041.5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,77148181.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33186779.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6791571.25,0,5128943.219,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,746726.7813,0,0,0,0,746726.7813,0,0,0,0,0,0,0,0,0
0,0,0,554878.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2851866.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,303737.2969,0,0,0,0,303737.2969,0,0,0,0,0,0,0,0,0
0,0,0,989379.7734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,40376.81055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,248167.2285,1235241.047,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9056430.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,43898500.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14937098.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6244018.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1884780.844,0,0,0,0,2369928.797,0,0,0,0,0,0,0,0,0
0,0,0,976180.8516,0,0,0,0,976180.8516,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1399533.375,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3528106,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1386331.969,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2794455.281,0,0,0,1269695.188,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1246869.19,1151938.109,0,800597.6489,1788071.813,0,0,0,0,0,0,0,0,0
0,0,0,0,1928149.797,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2822033.828,5689334.677,2583280.125,3247401.203,11318822.48,0,0,0,0,0,0,0,0,0
0,0,0,0,1758268.875,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1831656.938,0,0,0,1528246.727,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,831635.2813,0,0,0,4378676.313,0,0,0,0,0,0,0,0,0
0,0,0,0,2281974.727,0,0,354512,1357620.036,0,0,0,0,0,0,0,0,0
0,0,0,0,3564666.829,0,0,3471231.063,3658102.594,0,0,0,0,0,0,0,0,0
0,0,0,0,12724288.49,0,0,0,2033115.438,0,0,0,0,0,0,0,0,0
0,0,0,0,4655355.969,0,0,1893742.375,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10444776.22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1283609.625,1690266.438,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,283702.1797,0,0,0,283702.1797,0,0,0,0,0,0,0,0,0
0,0,0,0,2347074.578,0,0,2145688.656,2548460.5,0,0,0,0,0,0,0,0,0
0,0,0,0,1972308.297,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,877736.8984,567766.1719,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4260066.57,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2636558.625,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,40290580.66,0,0,0,122262614,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2898890.516,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,581309.5664,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2116197.188,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3984169.313,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3446832.719,584129.4688,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1374806.031,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4229549.125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1793668.625,0,0,497222.3594,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14535020.41,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,433607.7734,0,0,0,433607.7734,0,0,0,0,0,0,0,0,0
0,0,0,0,27667503.09,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2365666.313,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1569062.125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,325270.9766,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2233668.164,0,0,0,2233668.164,0,0,0,0,0,0,0,0,0
0,0,0,0,18113899.81,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,749465.4883,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2295728.573,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,479060.8438,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2724273.813,0,0,0,2215588.359,0,0,0,0,0,0,0,0,0
0,0,0,0,46616210.47,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2480168.578,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3074048.375,0,0,0,2710681.75,0,0,0,0,0,0,0,0,0
0,0,0,0,1378268.438,0,0,347356.1289,1277356.621,0,0,0,0,0,0,0,0,0
