380-1,380-2,380-3,800-1,800-2,800-3,380-1P,380-2P,380-3P,800-1P,800-2P,800-3P,380-1Fe,380-2Fe,380-3Fe,800-1Fe,800-2Fe,800-3Fe,380-1FeP,380-2FeP,380-3FeP,800-1FeP,800-2FeP,800-3FeP
2.7084,2.777,0.89868,2.6151,2.7752,1.9899,1.9881,3.1236,2.8903,3.2519,1.4095,6.0268,2.8244,2.2137,2.3335,5.3175,3.9328,5.3739,5.1861,2.7552,5.9608,2.8696,0.89549,3.7461
4.514,1.8514,4.4934,4.3585,3.7002,3.9797,1.9881,3.1236,1.9269,3.2519,2.819,3.6161,3.7659,4.4274,2.3335,3.1905,6.8823,3.2243,3.1117,2.7552,0.99347,5.7392,3.5819,3.7461
21.667,16.662,16.176,21.793,21.276,19.899,16.899,17.7,16.379,23.847,22.552,18.08,21.654,22.137,21.001,26.587,28.513,22.57,25.93,28.47,27.817,23.913,21.492,19.667
19.862,19.439,17.075,16.562,19.426,18.904,19.881,20.824,19.269,14.091,23.962,15.67,21.654,19.923,22.168,22.333,25.563,25.795,16.595,18.368,15.896,21.044,20.596,17.794
5.4168,3.7027,2.696,2.6151,3.7002,0.99493,0.99403,0,0,1.084,0,1.2054,3.7659,5.5343,3.5002,4.254,5.8991,4.2991,2.0744,2.7552,2.9804,2.8696,2.6865,2.8096
13.542,12.959,13.48,12.204,11.101,12.934,9.9403,9.3708,8.671,8.6716,9.8666,8.4375,10.356,11.069,15.168,9.5714,9.8319,7.5234,7.2605,10.102,8.9413,10.522,10.746,11.238
6.3196,5.5541,3.5947,6.102,5.5503,6.9645,1.9881,0,3.8538,0,0,3.6161,4.7074,4.4274,4.667,4.254,6.8823,6.4487,3.1117,2.7552,3.9739,2.8696,4.4774,3.7461
36.112,37.953,39.542,37.483,34.227,34.822,28.827,35.401,27.94,33.602,32.419,32.545,33.893,35.419,35.002,32.968,32.445,33.318,26.968,25.715,27.817,22.957,26.865,29.033
6.3196,2.777,5.3921,7.8454,3.7002,6.9645,4.9702,5.206,6.7441,3.2519,2.819,1.2054,4.7074,2.2137,3.5002,5.3175,6.8823,5.3739,10.372,9.1839,7.9478,10.522,8.9549,8.4288
36.112,27.77,29.656,30.51,36.077,34.822,22.863,32.277,24.086,28.183,36.647,30.134,33.893,40.954,38.502,35.095,42.277,32.243,32.154,32.144,27.817,30.609,30.447,28.096
29.792,32.399,33.251,34.868,32.377,33.827,56.66,42.689,48.172,46.61,53.562,49.42,38.601,39.847,37.336,63.809,70.79,65.561,56.01,55.104,64.576,42.087,34.924,37.461
20.764,18.514,14.379,18.306,18.501,20.893,19.881,23.948,19.269,18.427,21.143,19.286,19.771,22.137,18.668,14.889,19.664,18.271,22.819,24.797,27.817,23.913,20.596,22.477
235.63,246.23,246.24,240.59,245.14,248.73,213.72,219.69,209.07,224.38,255.12,227.81,250.43,327.63,303.35,326.49,313.64,335.33,236.49,230.52,235.45,255.39,235.51,245.37
3.6112,7.4054,3.5947,5.2302,3.7002,2.9848,3.9761,2.0824,3.8538,4.3358,2.819,4.8214,6.5904,4.4274,3.5002,4.254,4.916,3.2243,6.2233,3.6736,3.9739,4.7826,6.2684,4.6827
3.6112,2.777,1.7974,4.3585,3.7002,2.9848,2.9821,4.1648,4.8172,3.2519,4.2286,3.6161,6.5904,5.5343,4.667,3.1905,5.8991,6.4487,5.1861,2.7552,7.9478,6.6957,5.3729,5.6192
21.667,24.068,25.163,31.381,26.826,22.883,26.839,20.824,20.232,23.847,12.686,19.286,28.244,21.03,31.502,27.651,33.429,26.869,32.154,24.797,24.837,29.652,29.551,29.969
8.1252,6.4797,7.1894,8.7171,5.5503,4.9746,6.9582,4.1648,8.671,6.5037,8.4571,6.0268,5.6489,12.175,4.667,10.635,8.8487,7.5234,6.2233,10.102,7.9478,7.6522,3.5819,7.4923
23.473,21.291,27.859,21.793,24.051,18.904,13.916,14.577,16.379,16.259,12.686,15.67,23.537,24.351,18.668,20.206,21.63,17.196,19.707,20.205,17.883,23.913,23.283,22.477
31.598,37.953,35.049,28.766,27.752,28.853,53.678,43.731,55.88,45.526,53.562,47.009,45.191,53.129,51.337,28.714,22.613,35.468,50.824,43.164,45.7,37.305,35.819,37.461
4.514,3.7027,2.696,3.4868,7.4004,2.9848,10.934,12.494,10.598,13.007,5.6381,9.6429,2.8244,1.1069,3.5002,9.5714,9.8319,9.673,10.372,15.613,10.928,7.6522,9.8504,5.6192
11.736,12.034,10.784,11.332,12.951,8.9543,6.9582,5.206,5.7807,6.5037,9.8666,6.0268,15.064,12.175,11.667,11.698,10.815,12.897,11.409,10.102,7.9478,13.391,15.223,11.238
4.514,5.5541,4.4934,4.3585,5.5503,2.9848,2.9821,2.0824,1.9269,2.1679,1.4095,1.2054,2.8244,1.1069,3.5002,1.0635,0.98319,0,4.1489,0.91839,3.9739,2.8696,2.6865,3.7461
9.028,10.182,6.2908,6.9737,5.5503,7.9594,6.9582,4.1648,8.671,4.3358,7.0476,4.8214,8.4733,9.9617,7.0004,8.5079,8.8487,10.748,12.447,9.1839,6.9543,10.522,5.3729,4.6827
32.501,27.77,27.859,30.51,31.452,38.802,34.791,34.36,38.538,35.77,32.419,36.161,34.835,38.74,32.669,40.413,38.344,40.841,34.228,26.633,33.778,35.392,28.656,26.223
23.473,24.993,21.568,22.664,23.126,29.848,26.839,22.907,24.086,27.099,31.009,30.134,21.654,25.458,26.835,23.397,22.613,27.944,26.968,22.041,24.837,23.913,20.596,22.477
27.084,22.216,21.568,27.895,22.201,23.878,12.922,20.824,19.269,18.427,23.962,16.875,27.303,19.923,21.001,23.397,18.681,19.346,24.893,18.368,18.876,27.739,29.551,27.159
13.542,11.108,8.0881,8.7171,11.101,9.9493,13.916,14.577,13.488,15.175,16.914,13.259,15.064,8.8549,14.001,13.825,18.681,16.122,16.595,13.776,16.889,13.391,15.223,17.794
5.4168,7.4054,6.2908,6.102,7.4004,5.9696,9.9403,10.412,11.561,9.7556,9.8666,7.2322,7.5318,6.6412,7.0004,6.3809,6.8823,8.5982,11.409,9.1839,6.9543,10.522,8.9549,6.5557
61.391,72.203,62.908,74.095,73.079,82.579,57.654,51.019,52.99,49.862,63.428,61.473,77.201,59.77,73.505,97.841,90.454,113.93,64.307,66.124,61.595,67.913,78.803,81.478
15.348,16.662,14.379,11.332,14.801,15.919,11.928,11.453,7.7076,8.6716,8.4571,12.054,11.298,5.5343,3.5002,18.079,16.714,18.271,25.93,29.389,21.856,20.087,17.014,19.667
31.598,29.622,27.859,23.536,32.377,32.833,61.63,57.266,58.77,58.533,46.514,55.447,32.952,32.099,33.835,46.794,50.143,50.514,64.307,76.227,65.569,47.826,50.147,48.7
16.25,13.885,13.48,12.204,14.801,15.919,11.928,7.2884,4.8172,6.5037,4.2286,10.848,11.298,11.069,12.834,13.825,8.8487,9.673,9.335,6.4287,9.9347,10.522,9.8504,9.3653
4.514,5.5541,6.2908,5.2302,9.2505,4.9746,2.9821,6.2472,4.8172,4.3358,1.4095,4.8214,9.4148,6.6412,11.667,14.889,9.8319,9.673,13.484,15.613,13.909,9.5653,11.641,14.048
17.153,22.216,16.176,22.664,18.501,14.924,19.881,16.659,19.269,22.763,19.733,19.286,22.595,21.03,18.668,23.397,22.613,20.421,19.707,21.123,23.843,24.87,26.865,26.223
29.792,29.622,26.96,29.638,29.602,29.848,31.809,32.277,27.94,33.602,29.6,37.366,32.952,33.206,31.502,37.222,38.344,37.617,37.34,33.062,35.765,27.739,32.238,31.842
3.6112,1.8514,2.696,1.7434,1.8501,1.9899,2.9821,3.1236,2.8903,2.1679,4.2286,3.6161,3.7659,3.3206,3.5002,3.1905,3.9328,3.2243,3.1117,4.592,2.9804,0.95653,1.791,1.8731
5.4168,5.5541,3.5947,4.3585,5.5503,2.9848,3.9761,5.206,3.8538,5.4198,4.2286,3.6161,5.6489,5.5343,4.667,4.254,5.8991,4.2991,4.1489,6.4287,4.9674,5.7392,3.5819,3.7461
6.3196,5.5541,7.1894,6.102,8.3255,3.9797,5.9642,7.2884,5.7807,5.4198,8.4571,7.2322,6.5904,4.4274,8.1672,5.3175,5.8991,4.2991,6.2233,4.592,4.9674,5.7392,6.2684,4.6827
22.57,24.068,22.467,27.023,22.201,26.863,24.851,23.948,20.232,27.099,26.781,25.313,22.595,27.671,25.668,22.333,21.63,22.57,20.744,22.041,25.83,22,25.074,25.286
9.9308,8.3311,7.1894,10.46,10.176,9.9493,10.934,11.453,7.7076,14.091,11.276,10.848,12.239,12.175,10.501,10.635,11.798,11.823,10.372,10.102,14.902,10.522,11.641,11.238
21.667,28.696,24.264,22.664,22.201,23.878,20.875,16.659,17.342,18.427,22.552,15.67,23.537,26.565,24.502,23.397,26.546,26.869,20.744,16.531,17.883,20.087,18.805,22.477
34.306,33.324,32.353,33.997,40.702,29.848,31.809,28.113,31.794,30.351,29.6,32.545,32.01,35.419,35.002,31.905,25.563,32.243,32.154,27.552,31.791,38.261,30.447,38.398
2.7084,3.7027,8.0881,2.6151,5.5503,1.9899,1.9881,0,1.9269,0,0,0,3.7659,4.4274,4.667,4.254,1.9664,3.2243,5.1861,2.7552,4.9674,7.6522,5.3729,2.8096
9.9308,10.182,11.683,13.076,9.2505,10.944,8.9463,12.494,9.6345,11.923,8.4571,12.054,8.4733,13.282,10.501,6.3809,8.8487,10.748,11.409,10.102,9.9347,8.6088,9.8504,8.4288
2.7084,3.7027,3.5947,0.87171,3.7002,3.9797,3.9761,2.0824,2.8903,2.1679,1.4095,3.6161,5.6489,6.6412,5.8337,4.254,5.8991,2.1496,2.0744,4.592,2.9804,4.7826,4.4774,6.5557
19.862,19.439,13.48,17.434,20.351,14.924,10.934,11.453,11.561,13.007,19.733,10.848,16.947,18.817,17.501,17.016,17.697,17.196,14.521,9.1839,13.909,11.478,13.432,16.858
18.959,21.291,20.67,20.921,21.276,21.888,35.785,37.483,26.977,29.267,31.009,31.339,29.186,30.992,30.335,31.905,34.412,25.795,44.6,38.572,40.732,28.696,31.342,36.525
4.514,6.4797,3.5947,4.3585,3.7002,3.9797,6.9582,5.206,4.8172,5.4198,5.6381,4.8214,6.5904,9.9617,3.5002,6.3809,6.8823,6.4487,13.484,16.531,18.876,11.478,8.9549,11.238
8.1252,6.4797,5.3921,6.9737,9.2505,5.9696,5.9642,8.3296,6.7441,5.4198,4.2286,4.8214,5.6489,9.9617,8.1672,15.952,9.8319,11.823,10.372,13.776,11.922,13.391,8.9549,8.4288
2.7084,2.777,2.696,0,1.8501,0.99493,3.9761,5.206,0.96345,2.1679,1.4095,1.2054,3.7659,3.3206,5.8337,3.1905,3.9328,2.1496,3.1117,3.6736,4.9674,2.8696,1.791,3.7461
30.695,27.77,26.96,30.51,32.377,31.838,33.797,22.907,32.757,26.015,29.6,27.723,24.478,27.671,26.835,30.841,30.479,26.869,36.303,38.572,33.778,27.739,26.865,27.159
19.862,22.216,20.67,18.306,19.426,18.904,12.922,13.536,18.306,14.091,18.324,18.08,24.478,17.71,25.668,11.698,18.681,16.122,21.782,22.96,18.876,23.913,19.701,25.286
4.514,2.777,4.4934,6.102,3.7002,2.9848,1.9881,2.0824,2.8903,2.1679,2.819,2.4107,2.8244,5.5343,3.5002,6.3809,4.916,3.2243,2.0744,1.8368,3.9739,3.8261,3.5819,2.8096
294.31,289.74,325.32,307.71,282.14,293.5,346.92,281.13,293.85,280.74,304.46,278.44,281.5,369.69,270.68,292.46,269.39,317.06,304.94,286.54,262.28,266.87,282.97,280.02
9.028,6.4797,7.1894,11.332,10.176,10.944,7.9523,8.3296,6.7441,4.3358,9.8666,7.2322,14.122,6.6412,12.834,10.635,9.8319,12.897,9.335,13.776,13.909,10.522,11.641,8.4288
22.57,27.77,27.859,27.023,27.752,28.853,14.91,15.618,18.306,14.091,12.686,21.696,29.186,35.419,31.502,29.778,25.563,26.869,22.819,24.797,23.843,29.652,30.447,28.096
18.056,20.365,20.67,16.562,17.576,17.909,21.869,22.907,20.232,14.091,19.733,15.67,22.595,21.03,24.502,11.698,10.815,10.748,16.595,22.96,19.869,21.044,17.91,19.667
9.028,9.2568,11.683,7.8454,7.4004,7.9594,6.9582,8.3296,8.671,10.84,8.4571,12.054,7.5318,11.069,7.0004,10.635,6.8823,11.823,11.409,11.021,10.928,12.435,10.746,9.3653
0,0,0,0,0,0,9.9403,6.2472,7.7076,7.5877,1.4095,3.6161,0,0,0,0,0,0,10.372,11.021,9.9347,2.8696,1.791,0
7.2224,7.4054,8.9868,6.9737,9.2505,10.944,6.9582,5.206,5.7807,9.7556,4.2286,8.4375,13.181,8.8549,12.834,11.698,12.781,5.3739,5.1861,11.021,9.9347,5.7392,7.1639,8.4288
3.6112,2.777,2.696,2.6151,2.7752,3.9797,3.9761,3.1236,2.8903,2.1679,4.2286,2.4107,3.7659,2.2137,2.3335,4.254,1.9664,3.2243,4.1489,4.592,1.9869,3.8261,1.791,2.8096
10.834,11.108,8.0881,9.5888,10.176,11.939,12.922,12.494,11.561,8.6716,8.4571,9.6429,7.5318,8.8549,11.667,7.4444,6.8823,7.5234,7.2605,10.102,5.9608,6.6957,6.2684,4.6827
3.6112,5.5541,5.3921,6.102,5.5503,3.9797,3.9761,2.0824,4.8172,6.5037,8.4571,4.8214,4.7074,7.748,9.3339,11.698,7.8655,7.5234,5.1861,5.5104,6.9543,8.6088,6.2684,7.4923
32.501,31.473,33.251,28.766,31.452,27.858,32.803,38.525,30.83,35.77,38.057,33.75,46.132,48.702,42.003,40.413,39.328,37.617,52.898,55.104,43.713,43.044,51.938,51.509
9.9308,10.182,9.8855,9.5888,11.101,12.934,14.91,14.577,18.306,11.923,14.095,14.464,11.298,9.9617,9.3339,12.762,9.8319,12.897,13.484,15.613,16.889,10.522,10.746,12.175
8.1252,9.2568,6.2908,6.9737,9.2505,6.9645,6.9582,7.2884,8.671,8.6716,9.8666,4.8214,11.298,11.069,11.667,9.5714,10.815,13.972,11.409,7.3471,8.9413,8.6088,9.8504,7.4923
6.3196,7.4054,8.9868,8.7171,8.3255,7.9594,4.9702,7.2884,4.8172,8.6716,8.4571,6.0268,9.4148,15.496,11.667,11.698,12.781,12.897,10.372,10.102,9.9347,5.7392,9.8504,10.302
1.8056,0.92568,1.7974,0.87171,3.7002,0.99493,0,2.0824,0,1.084,0,0,4.7074,4.4274,4.667,5.3175,4.916,6.4487,2.0744,2.7552,4.9674,4.7826,5.3729,2.8096
3.6112,3.7027,5.3921,3.4868,4.6253,1.9899,1.9881,2.0824,1.9269,1.084,1.4095,1.2054,4.7074,3.3206,4.667,5.3175,5.8991,4.2991,3.1117,2.7552,3.9739,3.8261,5.3729,6.5557
3.6112,1.8514,1.7974,5.2302,2.7752,1.9899,2.9821,3.1236,2.8903,2.1679,4.2286,3.6161,1.883,2.2137,1.1667,4.254,3.9328,2.1496,3.1117,1.8368,1.9869,2.8696,1.791,4.6827
7.2224,10.182,7.1894,12.204,9.2505,8.9543,8.9463,6.2472,9.6345,9.7556,7.0476,9.6429,7.5318,4.4274,4.667,6.3809,7.8655,7.5234,8.2977,4.592,6.9543,9.5653,5.3729,7.4923
10.834,8.3311,9.8855,10.46,6.4754,8.9543,6.9582,9.3708,7.7076,7.5877,9.8666,7.2322,11.298,8.8549,12.834,15.952,14.748,10.748,9.335,9.1839,8.9413,5.7392,8.9549,7.4923
5.4168,8.3311,7.1894,9.5888,7.4004,8.9543,5.9642,8.3296,5.7807,4.3358,8.4571,8.4375,7.5318,6.6412,7.0004,4.254,7.8655,6.4487,7.2605,4.592,5.9608,6.6957,8.0594,8.4288
9.028,9.2568,8.9868,7.8454,9.2505,7.9594,4.9702,5.206,7.7076,3.2519,2.819,2.4107,8.4733,7.748,7.0004,7.4444,7.8655,6.4487,5.1861,4.592,7.9478,8.6088,8.9549,9.3653
61.391,59.243,56.617,54.046,54.578,57.706,60.636,60.39,63.588,56.365,64.838,65.089,64.962,73.053,66.504,63.809,57.025,60.187,70.531,66.124,64.576,54.522,63.58,53.382
9.028,7.4054,11.683,13.076,12.026,7.9594,8.9463,9.3708,12.525,9.7556,5.6381,9.6429,10.356,8.8549,10.501,6.3809,9.8319,10.748,10.372,11.939,6.9543,11.478,13.432,11.238
8.1252,6.4797,5.3921,6.9737,7.4004,6.9645,10.934,9.3708,9.6345,7.5877,5.6381,8.4375,7.5318,5.5343,9.3339,5.3175,7.8655,5.3739,8.2977,5.5104,8.9413,10.522,8.9549,9.3653
16.25,12.034,16.176,14.819,18.501,14.924,13.916,11.453,17.342,20.595,14.095,13.259,16.947,12.175,11.667,9.5714,14.748,16.122,16.595,12.857,11.922,15.304,16.119,14.985
12.639,11.108,9.8855,13.076,13.876,15.919,11.928,15.618,11.561,11.923,11.276,12.054,16.947,14.389,18.668,11.698,11.798,9.673,13.484,14.694,13.909,14.348,15.223,13.111
4.514,1.8514,1.7974,2.6151,1.8501,1.9899,0.99403,2.0824,0.96345,0,2.819,1.2054,5.6489,3.3206,3.5002,6.3809,3.9328,4.2991,3.1117,3.6736,0.99347,2.8696,0,1.8731
13.542,16.662,17.974,13.076,15.726,15.919,6.9582,7.2884,7.7076,9.7556,5.6381,7.2322,16.947,24.351,17.501,15.952,12.781,16.122,12.447,11.939,13.909,10.522,15.223,13.111
8.1252,6.4797,7.1894,5.2302,5.5503,2.9848,3.9761,5.206,3.8538,1.084,0,2.4107,2.8244,5.5343,3.5002,8.5079,3.9328,5.3739,5.1861,10.102,5.9608,7.6522,4.4774,2.8096
3.6112,5.5541,4.4934,6.9737,6.4754,3.9797,2.9821,4.1648,4.8172,3.2519,5.6381,4.8214,5.6489,5.5343,4.667,3.1905,4.916,4.2991,4.1489,5.5104,4.9674,4.7826,4.4774,4.6827
6.3196,8.3311,6.2908,9.5888,7.4004,7.9594,2.9821,3.1236,3.8538,2.1679,2.819,2.4107,0,0,0,0,0,0,0,0,0,0,0,0
16.25,13.885,15.278,17.434,19.426,18.904,18.887,23.948,20.232,16.259,18.324,14.464,14.122,12.175,14.001,15.952,16.714,10.748,13.484,17.449,17.883,14.348,16.119,17.794
14.445,14.811,13.48,10.46,12.026,13.929,10.934,11.453,14.452,10.84,14.095,10.848,10.356,16.603,12.834,8.5079,6.8823,7.5234,15.558,15.613,12.915,11.478,9.8504,12.175
13.542,10.182,16.176,20.049,16.651,20.893,16.899,17.7,15.415,21.679,16.914,22.902,16.947,16.603,21.001,12.762,14.748,13.972,17.633,13.776,15.896,14.348,17.91,16.858
3.6112,2.777,2.696,4.3585,1.8501,2.9848,4.9702,2.0824,5.7807,7.5877,5.6381,4.8214,3.7659,6.6412,2.3335,3.1905,4.916,5.3739,9.335,8.2655,6.9543,7.6522,3.5819,4.6827
2.7084,4.6284,1.7974,13.076,6.4754,7.9594,0.99403,1.0412,0.96345,2.1679,4.2286,2.4107,10.356,5.5343,5.8337,18.079,13.765,17.196,5.1861,3.6736,4.9674,15.304,11.641,14.985
5.4168,4.6284,4.4934,6.102,6.4754,3.9797,5.9642,6.2472,2.8903,5.4198,9.8666,7.2322,5.6489,5.5343,9.3339,6.3809,4.916,8.5982,9.335,6.4287,5.9608,9.5653,8.0594,11.238
2.7084,6.4797,0.89868,3.4868,2.7752,4.9746,0.99403,2.0824,0,1.084,2.819,1.2054,2.8244,3.3206,2.3335,6.3809,2.9496,1.0748,2.0744,3.6736,0.99347,3.8261,4.4774,2.8096
15.348,19.439,17.974,16.562,18.501,14.924,17.893,13.536,16.379,19.511,16.914,16.875,13.181,14.389,16.334,24.46,28.513,24.72,18.67,16.531,19.869,20.087,15.223,16.858
8.1252,5.5541,9.8855,6.9737,7.4004,5.9696,7.9523,5.206,3.8538,8.6716,7.0476,4.8214,12.239,7.748,15.168,10.635,6.8823,5.3739,5.1861,11.939,10.928,9.5653,8.0594,10.302
0.9028,0.92568,1.7974,1.7434,0.92505,0,1.9881,0,0.96345,1.084,1.4095,2.4107,2.8244,2.2137,0,3.1905,3.9328,5.3739,8.2977,3.6736,5.9608,3.8261,3.5819,3.7461
5.4168,2.777,3.5947,4.3585,3.7002,5.9696,2.9821,2.0824,1.9269,2.1679,2.819,3.6161,5.6489,3.3206,5.8337,7.4444,4.916,5.3739,4.1489,3.6736,5.9608,5.7392,4.4774,5.6192
25.278,21.291,23.366,20.921,24.976,26.863,33.797,35.401,34.684,29.267,26.781,30.134,27.303,25.458,28.002,36.159,38.344,34.393,24.893,35.817,35.765,32.522,33.133,40.271
8.1252,8.3311,8.9868,6.9737,6.4754,7.9594,6.9582,10.412,7.7076,6.5037,5.6381,3.6161,6.5904,9.9617,5.8337,11.698,9.8319,11.823,7.2605,4.592,7.9478,7.6522,7.1639,8.4288
4.514,6.4797,5.3921,3.4868,7.4004,3.9797,4.9702,4.1648,4.8172,6.5037,2.819,3.6161,8.4733,9.9617,9.3339,6.3809,3.9328,6.4487,7.2605,5.5104,5.9608,3.8261,5.3729,4.6827
8.1252,2.777,4.4934,6.102,6.4754,3.9797,10.934,10.412,8.671,6.5037,8.4571,8.4375,6.5904,4.4274,7.0004,5.3175,4.916,4.2991,8.2977,9.1839,7.9478,5.7392,8.0594,6.5557
27.987,32.399,31.454,33.125,30.527,30.843,27.833,32.277,32.757,28.183,25.371,31.339,29.186,28.778,31.502,27.651,28.513,23.645,32.154,41.328,37.752,37.305,40.297,35.588
4.514,3.7027,2.696,4.3585,3.7002,3.9797,1.9881,3.1236,1.9269,3.2519,5.6381,4.8214,3.7659,5.5343,2.3335,3.1905,2.9496,3.2243,5.1861,4.592,4.9674,5.7392,5.3729,3.7461
36.112,35.176,36.846,31.381,35.152,34.822,25.845,32.277,33.721,29.267,32.419,26.518,38.601,36.526,44.336,30.841,30.479,35.468,30.079,26.633,25.83,37.305,36.715,37.461
0.9028,1.8514,2.696,1.7434,0.92505,1.9899,4.9702,7.2884,5.7807,4.3358,4.2286,7.2322,0.94148,0,1.1667,0,0,0,2.0744,5.5104,5.9608,3.8261,4.4774,2.8096
4.514,5.5541,5.3921,6.102,5.5503,2.9848,4.9702,4.1648,2.8903,4.3358,2.819,4.8214,6.5904,5.5343,5.8337,6.3809,5.8991,8.5982,7.2605,3.6736,4.9674,7.6522,6.2684,6.5557
1.8056,1.8514,1.7974,2.6151,2.7752,0.99493,4.9702,1.0412,0.96345,2.1679,1.4095,2.4107,4.7074,2.2137,2.3335,1.0635,1.9664,3.2243,4.1489,2.7552,2.9804,5.7392,6.2684,5.6192
7.2224,5.5541,4.4934,5.2302,6.4754,8.9543,5.9642,7.2884,4.8172,7.5877,2.819,3.6161,2.8244,5.5343,4.667,9.5714,5.8991,4.2991,4.1489,5.5104,5.9608,2.8696,3.5819,2.8096
2.7084,1.8514,3.5947,2.6151,1.8501,1.9899,1.9881,3.1236,3.8538,5.4198,2.819,2.4107,3.7659,4.4274,5.8337,5.3175,4.916,4.2991,4.1489,5.5104,4.9674,4.7826,3.5819,5.6192
19.862,20.365,17.075,16.562,11.101,14.924,7.9523,12.494,8.671,9.7556,11.276,13.259,23.537,21.03,17.501,20.206,15.731,23.645,13.484,9.1839,10.928,16.261,18.805,14.048
16.25,12.959,12.582,7.8454,14.801,15.919,12.922,10.412,11.561,13.007,12.686,6.0268,16.005,14.389,18.668,17.016,18.681,16.122,9.335,12.857,13.909,16.261,15.223,14.985
0.9028,3.7027,2.696,2.6151,0.92505,1.9899,3.9761,3.1236,2.8903,3.2519,1.4095,3.6161,1.883,2.2137,1.1667,2.127,3.9328,3.2243,2.0744,1.8368,1.9869,3.8261,2.6865,2.8096
56.876,57.392,62.009,54.046,48.103,54.721,66.6,63.514,59.734,63.953,66.247,63.884,62.138,66.412,64.171,54.238,52.109,54.814,59.121,55.104,57.621,62.174,66.266,62.748
16.25,17.588,9.8855,10.46,15.726,8.9543,9.9403,11.453,8.671,8.6716,8.4571,8.4375,18.83,15.496,21.001,13.825,19.664,19.346,11.409,12.857,10.928,18.174,20.596,14.985
9.028,9.2568,9.8855,13.947,12.026,11.939,10.934,9.3708,11.561,14.091,15.505,13.259,13.181,6.6412,11.667,9.5714,16.714,12.897,15.558,11.021,15.896,11.478,15.223,11.238
2.7084,0.92568,3.5947,4.3585,6.4754,3.9797,0,2.0824,1.9269,3.2519,2.819,3.6161,8.4733,5.5343,5.8337,2.127,5.8991,4.2991,8.2977,4.592,4.9674,7.6522,5.3729,8.4288
83.058,82.385,95.26,88.042,84.18,95.513,94.433,98.915,86.71,85.632,98.666,81.964,84.733,92.976,82.839,115.92,92.42,108.55,74.68,77.145,78.484,82.261,80.594,82.415
58.682,61.095,51.225,52.302,53.653,62.68,72.564,63.514,59.734,66.121,62.019,66.295,63.079,56.45,60.671,69.127,63.907,74.16,68.456,62.451,58.615,69.827,68.057,63.684
12.639,11.108,9.8855,11.332,12.951,15.919,30.815,19.783,31.794,28.183,26.781,24.107,16.947,17.71,15.168,14.889,18.681,11.823,23.856,22.96,25.83,22.957,23.283,24.35
25.278,21.291,25.163,25.28,24.976,27.858,28.827,26.03,26.013,22.763,23.962,26.518,28.244,26.565,26.835,28.714,28.513,30.094,20.744,26.633,25.83,21.044,19.701,20.604
17.153,17.588,14.379,14.819,15.726,17.909,16.899,19.783,22.159,21.679,16.914,21.696,17.888,19.923,14.001,26.587,23.597,23.645,21.782,24.797,24.837,19.131,17.91,20.604
20.764,20.365,21.568,24.408,17.576,21.888,14.91,14.577,15.415,14.091,11.276,16.875,26.361,29.885,22.168,25.524,27.529,18.271,21.782,29.389,22.85,23.913,23.283,18.731
31.598,35.176,43.137,37.483,36.077,33.827,32.803,34.36,32.757,32.519,32.419,34.955,37.659,36.526,35.002,41.476,36.378,38.692,31.117,22.96,31.791,34.435,34.924,36.525
9.028,7.4054,7.1894,10.46,7.4004,7.9594,7.9523,9.3708,7.7076,7.5877,8.4571,8.4375,10.356,14.389,5.8337,8.5079,9.8319,9.673,14.521,8.2655,9.9347,8.6088,10.746,7.4923
5.4168,5.5541,6.2908,3.4868,6.4754,5.9696,1.9881,4.1648,3.8538,2.1679,2.819,1.2054,5.6489,6.6412,2.3335,2.127,3.9328,3.2243,4.1489,3.6736,1.9869,1.9131,4.4774,4.6827
6.3196,6.4797,6.2908,6.102,5.5503,7.9594,7.9523,6.2472,3.8538,4.3358,7.0476,6.0268,8.4733,9.9617,3.5002,9.5714,6.8823,6.4487,8.2977,7.3471,10.928,6.6957,8.9549,6.5557
45.14,48.135,48.529,42.714,39.777,44.772,47.714,45.813,46.245,50.946,56.381,54.241,40.484,53.129,52.503,32.968,34.412,40.841,54.973,50.512,50.667,35.392,34.924,36.525
12.639,13.885,18.872,13.076,8.3255,13.929,8.9463,10.412,10.598,4.3358,9.8666,8.4375,18.83,18.817,15.168,17.016,14.748,15.047,16.595,11.021,10.928,13.391,20.596,24.35
19.862,18.514,18.872,17.434,13.876,9.9493,18.887,17.7,19.269,17.343,14.095,18.08,16.947,13.282,17.501,13.825,20.647,25.795,16.595,17.449,17.883,19.131,17.91,14.985
9.028,9.2568,8.9868,8.7171,9.2505,10.944,11.928,10.412,9.6345,9.7556,12.686,10.848,13.181,11.069,12.834,12.762,12.781,11.823,12.447,9.1839,14.902,9.5653,14.328,15.921
8.1252,4.6284,4.4934,6.9737,4.6253,2.9848,1.9881,3.1236,3.8538,3.2519,2.819,2.4107,6.5904,3.3206,5.8337,6.3809,3.9328,6.4487,6.2233,5.5104,3.9739,7.6522,6.2684,4.6827
42.432,37.027,40.441,39.227,35.152,37.807,44.731,45.813,39.501,41.19,45.105,39.777,33.893,28.778,37.336,15.952,17.697,19.346,34.228,39.491,28.811,40.174,38.506,30.906
6.3196,6.4797,5.3921,4.3585,5.5503,2.9848,1.9881,4.1648,4.8172,5.4198,4.2286,2.4107,8.4733,11.069,4.667,7.4444,12.781,16.122,15.558,14.694,15.896,18.174,20.596,16.858
