Intensity Normal1,Intensity Normal2,Intensity Normal3,Intensity Normal4,Intensity Normal5,Intensity Normal6,Intensity Normal7,Intensity Normal8,Intensity Cancer1,Intensity Cancer2,Intensity Cancer3,Intensity Cancer4,Intensity Cancer5,Intensity Cancer6,Intensity Cancer7,Intensity Cancer8
5858400,792440,1880700,2265000,2355800,1578300,146880,0,8992500,2225300,1233800,1606000,1.76E+07,1173000,0,0
558230,0,241740,0,307930,466990,0,0,373670,1839200,0,0,789130,324400,0,0
0,0,987440,0,402120,0,0,0,428160,0,523680,0,0,0,0,0
0,0,0,352770,0,0,0,24990,960060,1835700,508190,477910,3557300,188760,218160,0
1603900,7310200,6559200,0,0,0,0,0,5831900,8828500,1956200,0,0,0,0,0
3.12E+08,2.10E+08,3.63E+08,2.43E+08,1.54E+08,2.44E+08,1.79E+08,9.19E+07,4.18E+08,1.53E+08,8.33E+08,1.94E+08,3.00E+08,1.52E+08,1.41E+08,3.33E+07
9584200,1591700,1083100,0,0,0,1656900,0,1.05E+07,2560800,6933200,0,0,0,0,0
421740,0,0,426090,0,632190,0,0,1180900,690830,511480,0,844990,207870,0,0
651150,199550,4377400,123250,0,789790,350770,0,0,0,1237000,638880,567010,189230,602730,0
3.19E+07,4843900,2.09E+07,6.27E+07,9.03E+07,2.26E+07,1.55E+07,1744800,4356500,5854900,1.57E+07,2.86E+07,2.89E+07,3540700,5183300,777820
3394800,1192200,1849500,733050,1259600,322210,288800,147960,1760600,3697600,247270,2104800,3112700,577200,291980,137110
1427800,3428000,1.62E+07,1871700,3311500,5594400,718200,1782700,1.16E+07,3954600,9850300,1213300,1.00E+07,8793900,675250,4357000
418960,1267200,2695800,7559100,4599700,0,0,1196800,1463200,2886700,595430,4064000,0,0,820550,2740500
2.94E+07,9151900,2.34E+07,2.36E+07,1.26E+07,2.56E+07,1.02E+07,5917000,2.77E+07,5.81E+07,1.28E+08,4.48E+07,6.36E+07,2.59E+07,1617900,2051900
5.41E+07,5.59E+07,1.21E+08,6.31E+07,6.73E+07,6.70E+07,4.42E+07,8914500,6.03E+07,1.73E+08,1.01E+08,1.40E+07,9.41E+07,4.29E+07,2133800,3115200
4.64E+07,1.48E+08,1.98E+08,6.74E+07,4.33E+07,4.05E+07,3.08E+07,7694100,4.57E+07,1.99E+07,6.80E+08,1.47E+08,3.73E+07,7.94E+07,1.56E+07,2.91E+07
2074300,1.86E+07,5415200,1416700,0,0,0,1054100,6918200,2.48E+07,3948200,0,1.04E+07,0,14982,1065600
408440,1.92E+07,3055800,336140,674200,1330000,1067700,50680,1.10E+07,1.78E+07,1166500,9364300,1.06E+07,0,0,211920
4473700,2.46E+07,8390900,3146300,3544600,8617100,1920600,1044300,9720000,1.89E+07,1.84E+07,1692400,3225100,6239300,1534100,686460
2.44E+07,1.01E+07,2.44E+07,2.42E+07,2.35E+07,1.22E+07,1.08E+07,2946500,5.64E+07,3.90E+07,2.05E+08,2.25E+07,5.04E+07,9888800,8067600,5185200
0,0,0,0,0,0,0,0,0,0,0,0,3275000,0,3200500,0
0,503360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05E+07,4.17E+07,1.00E+08,3.39E+07,4.14E+07,3.83E+07,3.49E+07,4566600,1.40E+08,1.04E+08,8.68E+07,2.71E+07,6.93E+07,7.08E+07,1.73E+07,6977200
4.61E+09,3.62E+09,4.49E+09,3.24E+09,4.87E+09,5.12E+09,2.30E+09,1.56E+09,1.09E+10,2.57E+09,5.88E+08,1.34E+08,1.41E+08,8.87E+08,4.45E+09,2.43E+08
3.01E+08,4.35E+08,3.77E+08,3.09E+08,2.15E+08,2.32E+08,1.19E+08,7.14E+07,2.81E+08,3.12E+08,2.62E+07,5110800,1223200,7261000,1.94E+07,71720
2.99E+07,3413600,5684900,1056600,1.38E+07,7485800,5955600,3509100,4.26E+07,2.98E+07,3.74E+07,4.35E+07,4.36E+07,3.16E+07,2.06E+07,2072900
2.55E+07,4823500,5369800,2169400,1.69E+07,2679100,0,243150,1864200,1.02E+07,3.14E+08,6345400,3.86E+07,8763600,261870,0
1.16E+07,4283800,1514900,6650200,2483100,6965500,5655700,986790,3590200,1040200,0,0,0,0,55118,336980
8.38E+07,5.04E+07,8.99E+07,4.92E+07,2.62E+08,2.49E+08,1.90E+08,8.05E+07,5.42E+07,1.39E+08,3.36E+07,1.04E+07,1.10E+08,4.24E+07,3.55E+07,5428500
6.89E+08,4.22E+08,7.12E+08,4.29E+08,3.90E+08,3.49E+08,2.57E+08,9.64E+07,1.20E+09,1.29E+09,1.45E+09,1.14E+09,1.41E+09,1.48E+09,1.14E+08,1.44E+08
7376100,5377400,3860700,0,1.10E+07,7378500,4404000,405120,1.04E+07,1.55E+07,1.56E+07,0,510000,0,0,0
1.72E+08,8.58E+07,1.91E+08,8.87E+07,1.67E+08,2.57E+08,1.41E+08,2.75E+07,2.38E+08,5.98E+07,8.42E+07,2.61E+07,2.00E+07,2.11E+07,9708900,2206600
7.15E+08,2.76E+09,2.28E+09,4.44E+08,1.35E+09,1.91E+09,1.28E+09,3.50E+08,4.45E+09,1.35E+09,7.47E+08,1.98E+08,2.50E+08,3.07E+08,6.51E+08,8.72E+07
1.24E+07,2084700,1759800,4390200,2.05E+07,2545200,3340700,312850,7540800,3341600,2.10E+07,387150,1.34E+07,8072300,1261200,441480
7.48E+07,2.60E+07,8.89E+07,1.68E+08,1.93E+08,5.11E+07,4.19E+07,1.34E+07,3.06E+08,4.64E+08,1.55E+08,2.03E+08,3.65E+08,1.70E+08,5.65E+07,3.09E+07
9.67E+07,1.62E+07,2.93E+07,2.33E+07,1.79E+07,1.54E+07,2.79E+07,1.31E+07,8.28E+07,3.58E+07,6.26E+07,1.29E+07,1.13E+07,1.51E+07,1.19E+07,3310500
825860,0,2086500,2738800,4668400,3603700,1266400,304970,5907700,4634900,2266100,4234800,5234900,3461300,321970,225290
1.35E+07,1.91E+07,1.76E+07,1.33E+07,2.16E+07,2092800,6055700,2250600,1.34E+07,2228200,4717900,771100,2915300,0,746950,0
1332000,274320,829970,0,300560,125120,0,0,963260,3887400,1486100,481180,3532700,0,74382,0
7.11E+08,6.65E+08,6.28E+08,3.89E+08,3.18E+08,3.87E+08,3.08E+08,1.67E+08,6.53E+08,6.54E+08,2.29E+09,8.46E+08,1.10E+09,3.37E+08,2.48E+08,1.30E+08
3953000,165800,6917600,781780,615550,1471800,1311000,0,956740,0,864830,381480,6757800,2016200,1170100,0
0,1.95E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9232300,1.21E+07,1.22E+07,1.32E+07,1.15E+07,8969500,8025100,529310,4.81E+07,3.80E+07,5182100,8.64E+07,1941100,3635300,5058500,4325000
0,0,0,0,0,0,0,0,654850,0,730910,138770,0,515630,0,0
0,0,0,0,0,0,0,0,0,0,0,581380,0,1127400,0,0
7.21E+07,6.30E+07,1.25E+08,8.86E+07,4.91E+07,4.08E+07,7.82E+07,1.60E+07,2.73E+08,2.13E+08,1.28E+08,1.18E+08,1.32E+08,1.14E+08,6.65E+07,2.78E+07
2.29E+07,3.61E+07,6.21E+07,2.77E+07,3.06E+07,2.72E+07,1.63E+07,8905200,1.35E+08,9.30E+07,4.08E+07,3.07E+07,3.58E+07,3.38E+07,4.83E+07,1.05E+07
1.09E+07,1.90E+07,2.33E+07,1.79E+07,1.87E+07,2.02E+07,1.23E+07,4858300,4.04E+07,5.40E+07,3.63E+07,4.32E+07,9.24E+07,4.08E+07,3.60E+07,2864100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,975700,0
3.65E+07,5775200,1.26E+08,4.20E+07,3.42E+07,4.90E+07,5.06E+07,5116000,4.38E+08,2.66E+08,1.98E+08,8.74E+07,2.22E+07,6682300,5.81E+07,5024600
3.29E+08,5.84E+08,6.56E+08,4.61E+08,4.13E+08,5.34E+08,3.72E+08,1.48E+08,5.53E+08,6.38E+08,1.72E+09,5.33E+08,1.08E+09,4.95E+08,1.69E+08,1.46E+08
2.33E+08,2.37E+08,3.00E+08,3.38E+08,1.67E+08,1.83E+08,2.18E+08,7.42E+07,1.62E+08,2.29E+08,6.79E+08,4.30E+08,2.68E+08,2.02E+08,2.88E+07,8.30E+07
4.68E+07,1.72E+07,4.42E+07,5.53E+07,3.87E+07,1.94E+07,1.96E+07,9514700,2.37E+08,4.94E+07,1.55E+08,5.37E+07,2.56E+07,8.56E+07,70606,2.13E+07
0,0,670960,1836400,4072400,1975000,927720,407340,0,0,228520,404170,1178900,0,1302500,127860
7473100,1.08E+07,1.78E+07,1.44E+07,1.39E+07,1.10E+07,1.69E+07,4604900,2.21E+07,3.31E+07,3.79E+07,6.18E+07,3.87E+07,3.99E+07,2.13E+07,701300
1112700,572780,836440,265530,386220,1095200,0,0,590230,2014600,2202200,0,573040,0,0,0
0,0,0,0,0,0,0,0,0,252540,0,0,0,2775500,0,0
2941900,6202900,6239000,323750,2689300,1787500,1188500,76056,1.86E+07,1.42E+07,9253400,231320,790130,338970,850860,261940
994180,442000,0,0,131450,223990,135640,167620,307570,2645900,726880,0,0,248030,233960,82344
1574400,1448500,5278300,2139500,2959700,445890,698580,88789,2912800,1436600,2522300,1094300,4447500,3350700,224100,295430
172930,0,925860,1411900,300710,992660,132600,250330,2423500,0,0,0,0,0,0,0
2332100,3180300,6147600,2549000,4862700,3040600,1219700,365490,1.29E+07,2.06E+07,1.05E+07,7931600,8555000,2987200,8148800,1515400
1431600,1952300,4022500,1108500,1699700,1957200,1398800,130430,6122900,1.47E+07,1.02E+07,4420600,4514000,6260400,6243700,581050
2140400,2728900,1.09E+07,1.37E+07,5187600,9747000,889850,1401100,7792400,5295400,8597400,0,847730,2414400,1240000,4989.7
6.05E+08,1.84E+09,4.84E+08,8.24E+08,8.53E+08,7.24E+08,4.43E+08,1.48E+08,1.45E+09,6.26E+08,2.63E+08,3.61E+08,1.19E+09,3.89E+08,4.51E+08,9.76E+07
1.72E+08,7.13E+07,1.96E+08,9.31E+07,1.49E+08,8.24E+07,9.94E+07,2.55E+07,1.85E+08,9105000,7.61E+07,1.30E+07,1.04E+07,1.33E+07,2142500,48512
9.69E+07,2.64E+09,2.33E+08,3.62E+07,3.36E+07,1.64E+08,1.61E+08,6477900,1.71E+08,9036700,1.46E+07,356290,0,1696700,290680,0
274940,2476900,2762600,616880,2046600,246550,194210,0,627860,737690,0,0,1050900,790010,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752800,0
4.37E+08,1.48E+09,6.15E+08,5.23E+08,7.05E+08,5.69E+08,6.13E+08,1.17E+08,4.74E+08,1.72E+08,1.21E+08,4.25E+08,3.68E+08,1.10E+09,1211000,1.19E+08
0,0,0,0,0,0,0,0,0,0,0,0,0,3195500,0,26553
3.16E+08,4.48E+08,4.84E+08,2.39E+08,3.19E+08,2.51E+08,1.62E+08,8.70E+07,4.29E+08,1.53E+08,4.08E+08,8.83E+07,1.45E+08,1.90E+08,1.07E+08,3.10E+07
3.12E+07,4.30E+07,5.05E+07,3709800,1.45E+07,4487700,3533700,5407900,3.95E+07,0,2.02E+07,1452300,3612500,3266700,1927500,4780400
1.76E+08,8.08E+08,3.39E+08,7.94E+07,1.19E+08,9.16E+07,1.15E+08,3.22E+07,3.11E+08,4.69E+07,2.04E+08,3604600,1.58E+07,1.81E+07,4.93E+07,2.22E+07
7233100,2517700,7445800,4672300,7190700,1903000,2002200,997530,3.06E+07,1.58E+07,6161000,1.06E+07,7457600,3676200,3348000,1776600
301460,535140,1086300,365260,0,0,0,0,2969200,1316100,2266800,0,179910,6904400,0,0
256960,191630,978460,135340,2000800,836840,68006,50926,958800,6600400,4099600,1293100,1875500,2275400,214890,342850
2662700,2051000,229990,3301300,7653900,106090,181240,0,6401700,8620700,3650300,7135200,1.08E+07,7418500,906090,11925
8.77E+07,3.22E+07,7.23E+07,5.30E+07,5.00E+07,3.88E+07,3.23E+07,2105600,4.93E+07,6.65E+07,1.02E+08,1.77E+07,4.24E+07,1.87E+07,7253400,5645300
3.41E+10,1.33E+10,2.35E+10,6.63E+09,1.05E+10,1.34E+10,1.12E+10,6.12E+09,3.21E+10,2.48E+10,3.81E+10,7.29E+09,1.11E+10,7.89E+09,6.82E+09,2.97E+09
3837300,6364600,4867900,8225800,1.18E+07,6555400,1228300,717550,1.91E+07,2.58E+07,2.92E+07,1.20E+07,2.27E+07,7043000,2852100,574720
5.82E+07,5.32E+07,4.03E+07,2.47E+07,2.28E+07,2.73E+07,3.63E+07,5016500,6.63E+07,4.89E+07,8961800,1.14E+07,4.27E+07,1.56E+07,2.37E+07,1108400
2.69E+08,7.82E+08,3.08E+08,1.25E+08,1.67E+08,2.22E+08,1.07E+08,4.21E+07,6.47E+08,7.94E+08,1.27E+09,6.64E+08,1.60E+09,3.97E+08,6.86E+07,6.35E+07
7.00E+08,2.28E+09,5.62E+08,3.94E+08,4.27E+08,3.97E+08,1.86E+08,6.40E+07,3.59E+08,1.70E+07,2.02E+07,2.73E+08,9.87E+08,5.04E+08,7.57E+07,1.17E+07
1210700,299190,1872100,3402300,2492100,2944900,8436500,1668700,4785500,4.15E+07,4792600,5789500,4533000,2766900,3488400,5503200
8147500,9669200,1186800,263700,0,516000,0,860040,2846000,0,1755800,119010,0,0,0,0
4.19E+08,7.19E+07,4.45E+08,1.82E+08,2.68E+08,1.91E+08,1.46E+08,3.28E+07,1.90E+08,7.70E+08,9.44E+08,2.64E+08,1.46E+08,6.75E+07,5.06E+07,9.10E+07
3.58E+08,1.81E+07,5.74E+07,1505800,3471500,1.74E+07,5339300,3047200,2.47E+08,1.64E+08,4954500,899460,3.06E+07,0,496120,0
4.02E+07,1655100,7334200,1996900,2285600,2643300,1224400,192570,3606200,0,1347400,613330,240720,0,0,38712
2.70E+09,2.38E+09,1.95E+09,1.51E+09,1.42E+09,1.91E+09,1.23E+09,3.00E+08,4.02E+09,2.32E+09,5.90E+09,1.24E+09,1.72E+09,1.20E+09,4.39E+08,3.61E+08
449660,0,8648900,1.05E+07,190580,0,3873400,780620,1552800,8165700,4.59E+07,0,5152500,0,1.93E+07,0
1.10E+08,2.23E+08,1.26E+08,8.80E+07,8.61E+07,7.09E+07,1.13E+08,1.30E+07,9.95E+07,6.57E+07,1.86E+08,3.20E+07,5.01E+07,9774700,3.11E+07,4369500
1001100,0,1388400,807700,1051000,665360,1051100,0,0,0,0,728170,671040,0,0,0
1.07E+07,2439800,2.15E+07,2.06E+07,5944400,735050,1.16E+07,3377100,2.33E+07,5.78E+07,8.64E+08,5.08E+07,2.86E+07,1.86E+08,576610,1.16E+08
5.95E+07,2.45E+07,5.53E+07,7.65E+07,2.38E+07,1.59E+07,1.07E+07,1.90E+07,5.39E+07,2.04E+07,2.55E+08,1.39E+08,5.00E+07,2.60E+07,7022200,1.54E+07
4.27E+08,3.13E+08,3.57E+08,2.95E+08,1.29E+08,2.42E+08,1.00E+08,5.51E+07,1.99E+08,2.74E+08,4.96E+08,4.24E+07,8.43E+07,2.21E+07,1.70E+07,1.51E+07
4.24E+08,1.98E+08,3.08E+08,3.54E+08,1.97E+08,2.06E+08,2.03E+08,8.86E+07,2.62E+08,1.38E+08,4.68E+08,3.18E+08,4.99E+08,3.59E+08,2.08E+07,9.62E+07
5.57E+08,6.29E+08,5.34E+08,5.45E+08,5.09E+08,4.60E+08,3.76E+08,2.15E+08,4.82E+08,4.88E+08,6.74E+08,4.01E+08,4.07E+08,2.02E+08,1.27E+08,8.49E+07
2.96E+09,2.34E+09,3.79E+09,2.70E+09,3.50E+09,1.61E+09,2.24E+09,8.15E+08,8.89E+09,5.85E+09,1.98E+09,1.65E+09,4.60E+09,1.45E+09,2.66E+09,1.09E+09
2.06E+08,8.65E+09,2.08E+07,5597200,0,4.49E+07,1908500,0,9.54E+07,3888700,9333300,401330,161360,3319700,141120,4738200
3.40E+08,9.29E+08,3.19E+08,4.19E+08,4.28E+08,2.11E+08,1.98E+08,8.45E+07,9.51E+08,3.99E+08,2.61E+08,2.35E+08,6.44E+08,1.92E+08,3.81E+08,6.52E+07
8145600,2383700,1.60E+07,9207200,1.95E+07,6862800,7349700,3284100,3.30E+07,3.40E+07,1.35E+07,2841400,7573900,7462900,5041800,421290
0,675370,1048100,0,0,0,0,0,897210,8832800,2864600,0,0,0,0,26984
4836700,2989800,3072400,899300,2730600,3419400,0,302370,3399200,1.47E+07,7099000,1348900,1.01E+07,2016700,796240,0
5926200,1878500,842020,0,324380,388990,0,43390,1131800,2131800,1311800,0,651540,0,95807,136700
2762500,4941600,4309400,1.52E+07,5294200,1.69E+07,889370,1005700,7349600,3.30E+08,8317500,1406700,2407600,3.20E+07,485480,423900
2.31E+07,9438300,1.82E+07,1.20E+07,2.58E+07,9554200,5956300,1198800,5.25E+07,2.63E+07,6592200,3684700,4744800,118180,4434400,383280
4987200,3935400,8258800,302190,2163200,2820400,1035400,84188,1.27E+07,1.29E+07,6157000,578480,1.02E+07,1881600,640430,49309
1.95E+07,1.77E+07,7658700,1.91E+07,1.74E+07,4.73E+07,2.42E+07,1.18E+07,4.46E+07,2.86E+07,2.51E+07,2.81E+07,3.98E+07,4.96E+07,3.33E+07,5693400
2599900,3962700,5700300,0,0,0,0,0,1.05E+07,6176900,9593200,0,0,0,0,0
1171500,683750,1427000,0,0,0,0,0,2015500,3135000,2392500,0,0,0,0,0
0,0,0,0,0,1196200,0,306310,0,5082200,0,0,4656300,3042600,0,486130
0,0,0,0,0,0,0,0,0,1505000,0,334730,0,165700,0,0
0,0,0,0,0,0,0,0,0,0,0,617700,526320,0,0,0
230190,1549300,279290,0,3766000,2840700,0,422940,5384000,6616500,4292200,0,2786200,2652300,1306700,290580
4685700,4270200,3608400,2142400,1358300,688220,1566300,707530,4210200,2330100,5119400,1497600,2037100,758360,1049800,0
0,0,0,107270,146470,0,0,0,0,0,0,115860,226350,193800,0,0
1.09E+07,3178800,1.68E+07,2.93E+07,1.03E+07,6488500,2752800,2231100,1.46E+07,4930900,2965200,1.55E+07,2.83E+07,1351700,1262600,0
871350,3337400,6219400,49085,1632600,1341200,440200,16753,0,0,76419,31612,0,0,103380,0
1.09E+07,3778900,4885100,1677000,1439100,515910,4252400,907940,3420300,1234300,4697300,1793300,0,560600,420550,0
3.31E+07,3.17E+07,1.70E+07,1.83E+07,1.96E+07,4621700,2340400,3667700,1.46E+07,0,2.90E+07,1740500,2.05E+07,1.13E+07,1225300,773090
4477400,0,0,0,0,1573400,0,0,0,0,0,0,0,0,0,0
1.32E+07,2.07E+08,1.12E+07,0,0,0,117520,3642300,648160,1.36E+07,1875400,0,1.79E+07,0,0,1782100
1073800,181210,357500,0,140320,62676,49617,0,413470,0,424990,0,0,0,0,0
479080,468500,0,0,0,0,0,0,1138000,564830,0,0,266240,0,0,0
0,0,0,101860,207910,296720,166280,88193,0,0,0,134560,0,124960,314200,45042
5.37E+07,1.46E+08,2.67E+08,1.14E+08,1.45E+08,9.84E+07,9.14E+07,4.61E+07,2.79E+08,5.18E+08,2.00E+08,2.09E+08,2.88E+08,1.57E+08,1.62E+08,3.39E+07
0,1349100,1910400,7.22E+07,7.65E+07,4.47E+07,5.59E+07,1.12E+07,0,1.22E+07,0,7.63E+07,1.39E+08,1.04E+08,7.14E+07,8316300
1.96E+07,7974700,2.45E+07,6029800,2384100,2.92E+07,1.04E+07,2647300,5.84E+07,4.02E+07,3.49E+08,1.77E+08,1.05E+07,1.17E+08,2450600,3.45E+07
2.96E+07,1600600,1.10E+07,5482400,3.96E+07,4.54E+07,1.21E+07,4894400,1.06E+07,1.57E+07,1.86E+07,1.15E+07,1.79E+07,1.45E+07,9616500,0
0,0,0,0,0,0,0,0,0,261860,0,106480,0,0,0,0
1506400,2007900,1359000,948160,2548300,2632200,227760,498720,1764700,0,0,170960,2047800,944910,2163600,0
124580,183480,773190,155660,0,0,73623,0,0,0,0,0,0,0,0,0
0,9918700,0,0,0,0,0,289630,148800,0,0,0,0,0,0,0
0,0,0,1.06E+07,1195800,923030,28984,0,191860,306150,0,1.07E+07,1.64E+07,2635400,0,0
3.10E+07,4928800,1.58E+07,1.16E+08,2.48E+07,6.48E+07,2.96E+07,6628100,6.16E+07,1.95E+07,3.61E+07,1.83E+07,5.92E+07,2.68E+07,1.62E+07,39083
2705000,679210,0,686140,1338600,1260500,365160,333020,2227400,1339000,2033300,364350,0,817810,186980,114580
2.06E+07,4462700,4.49E+07,2.83E+07,8444600,7779100,7144900,1.19E+07,5870800,4.77E+07,6575100,8010200,0,162390,0,5338300
3538200,1.82E+08,1.05E+07,2.46E+07,1.02E+07,8451600,3218200,476960,1.01E+07,525050,1.52E+07,1273100,2675600,2303700,0,458650
0,4.07E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78064,2168500,0,0,0,0,0,0,216360,0,783380,0,0,0,0,0
7333400,1008100,4780300,0,0,0,0,0,4654800,967840,1.30E+07,0,0,0,0,0
0,0,0,0,101020,0,0,0,0,322200,549500,407540,0,0,373720,0
2272600,1151700,1.47E+07,1756100,99028,4145800,2402300,603630,7040500,2.96E+07,2.07E+07,5478200,6262800,3572000,2278300,0
0,0,358330,553090,0,0,0,0,0,0,1015000,0,2477400,174140,0,0
0,0,0,0,0,0,0,0,0,1164000,1569700,0,0,0,25632,0
0,0,0,294360,0,0,0,0,0,0,101970,82709,84907,164760,0,0
253540,70345,0,30810,479730,381570,365200,54059,0,2926300,571500,1565900,917410,510750,573260,58976
2376900,223060,2509800,567710,1655900,1711500,544890,126800,4945400,1.37E+07,1.26E+07,3848500,1.05E+07,3372200,1439100,187680
695180,4077700,0,0,236650,351270,197660,0,0,1.04E+07,0,3461100,6119100,219290,1945100,0
1873300,1714900,1113500,0,1106400,5245900,579300,202440,3371600,3352900,6755300,1348400,1.10E+07,5947300,3908400,0
1.54E+07,1.54E+07,1.99E+07,2.28E+07,3.92E+07,1.35E+07,4635000,6531500,1.55E+07,1.32E+07,1.10E+07,1448600,2592400,441120,198330,34117
0,0,0,0,0,0,0,0,0,0,2431300,0,0,0,0,0
8608700,609440,630020,0,3268100,815910,5881400,0,2952200,77965,578460,97346,184760,0,85071,0
1.71E+07,5.45E+07,3.51E+07,5130500,9934900,9900100,7448200,2819500,1.57E+07,4.20E+07,5.85E+07,1.22E+07,1.71E+07,8767200,1887300,590360
1.75E+07,1.94E+07,3.45E+07,1.09E+07,1.65E+07,1.84E+07,8357300,2356300,3.13E+07,2.61E+07,1.50E+07,5771500,1.22E+07,5901300,4783900,187830
810260,1183400,2461000,472720,1989300,1355600,2577600,140090,3037500,2035300,1830900,1572600,2282300,8901500,1800100,0
0,0,0,0,0,0,0,0,0,2201200,0,0,0,0,0,0
2.32E+08,1.23E+08,858560,72446,0,0,0,0,2019100,4498100,2252800,149980,1795300,0,40079,1.74E+08
584530,0,4247200,3078000,1822200,1502700,1236900,325480,501820,0,1460300,1089300,0,0,291700,0
0,0,0,0,0,113670,97903,0,0,0,0,237070,0,331320,892430,47648
0,0,0,0,0,0,0,0,200300,363220,1316800,0,0,0,0,34675
947250,592140,6241400,2178200,1818200,1416800,1403400,105090,627450,1710600,4961500,896660,0,876990,0,0
2130300,2368800,6296200,1498600,2873200,3420300,1122900,282530,7734600,8480700,5942500,4333300,1.67E+07,3682600,2746100,14257
5885200,0,1.13E+07,1180500,2.17E+07,7018300,4970000,2505200,3.99E+07,1.13E+07,4162000,2.33E+07,1.96E+07,4684700,1.21E+07,45523
0,0,1261900,0,0,0,721990,0,730180,2549200,3387300,383850,0,686320,0,846730
1660200,2255100,7557700,873130,1078700,1682300,818400,286780,8682100,1.05E+07,5141500,930800,1536900,1785700,224380,63307
238300,349950,393770,458140,0,180090,0,0,0,0,0,325800,579840,0,0,0
0,0,0,6.49E+07,450070,4757100,0,0,0,0,596830,995730,3328700,2379900,594040,106280
118640,21212,752300,425380,3426600,1494200,2055700,611350,0,171340,301280,1468400,2835200,2697300,1991200,7235800
588670,87504,2239700,237300,0,0,75824,0,790850,2762500,1406300,88910,393750,0,0,0
549520,5.94E+07,3.30E+07,1.68E+07,8819900,1.88E+07,8379800,1653700,3.69E+07,4.18E+07,7551400,4305800,457290,9964200,0,676780
135180,1886400,3433400,76772,0,0,53122,0,9774900,8789800,4852500,461060,1209800,2576100,85016,0
0,0,0,0,0,0,0,0,0,889610,0,502420,0,0,0,0
0,0,0,0,0,0,0,0,0,459140,0,0,0,0,406270,0
2.96E+07,4.08E+07,2.65E+07,5322100,1.17E+07,1.37E+07,1.25E+07,4787700,3.65E+07,8176800,8037100,1128600,6004700,7065700,6736100,317880
345540,1704100,378320,80172,934100,291570,30352,0,3507900,1256200,4982000,1388200,3088500,1607300,294860,0
1457100,3804700,1523600,160920,0,2763800,1954900,0,0,54446,72361,296520,729360,0,122730,0
3.81E+08,3.00E+08,3.70E+08,2.83E+08,2.36E+08,1.56E+08,1.20E+08,3.83E+07,7.24E+08,1.09E+09,6.73E+08,1.82E+08,6.10E+08,2.29E+08,7.87E+07,6.07E+07
5.84E+07,5.21E+07,1.11E+08,1.81E+07,291400,2.22E+07,903920,175820,1.26E+08,4.19E+08,1.09E+08,7.27E+07,6.33E+07,4.18E+07,3.80E+07,1.58E+07
2.49E+07,3.12E+07,1.53E+07,6552300,3735800,1760200,1313600,112020,1.13E+08,6.30E+07,8.85E+07,5485700,5.85E+07,1.15E+07,1108000,316890
2.51E+08,4.92E+09,1.13E+08,1.59E+07,3.27E+07,2.26E+07,2.87E+07,3329500,7.10E+07,4.14E+07,7.25E+07,1.33E+07,2.64E+07,1.01E+07,5240600,55126
2540300,1292600,3594400,2349500,2807300,3763600,1455900,357690,8558400,1047600,2974200,0,531350,0,535380,74609
6.05E+08,3.12E+08,5.35E+08,4.55E+08,3.55E+08,2.47E+08,1.80E+08,6.01E+07,5.22E+08,9.78E+07,1.27E+08,2.20E+08,5.07E+08,3.36E+08,5.87E+07,1.07E+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73E+07,0
5.09E+08,3.34E+08,3.82E+08,3.42E+08,4.36E+08,3.77E+08,2.62E+08,9.62E+07,5.26E+08,7.26E+08,2.78E+08,2.94E+08,6.02E+08,3.29E+08,5.57E+07,4.18E+07
1.33E+08,6.11E+08,2.68E+08,1.27E+08,8.07E+07,1.33E+08,2.59E+07,3.29E+07,3.98E+07,4.29E+07,2.01E+08,1.47E+07,3.14E+07,1.27E+07,1.15E+07,8902300
6.64E+09,6.85E+09,6.48E+09,4.19E+09,4.90E+09,4.55E+09,3.18E+09,1.29E+09,1.61E+10,4.42E+09,4.10E+09,2.74E+09,3.99E+09,2.38E+09,3.46E+09,7.84E+08
4.49E+08,1.18E+08,1.67E+08,2.11E+08,2.17E+08,2.72E+08,1.04E+08,6.47E+07,7.19E+08,8.06E+08,5.85E+08,7.01E+08,3.77E+08,3.36E+08,5.41E+08,1.76E+08
1.55E+09,3.53E+09,1.52E+09,1.30E+09,1.16E+09,1.16E+09,6.78E+08,2.80E+08,3.29E+09,1.85E+09,4.55E+09,1.30E+09,1.48E+09,1.27E+09,1.60E+08,5.10E+08
5.50E+07,1.96E+08,4.75E+07,3819700,2105700,557230,1918200,178350,8.43E+07,9.50E+07,2.98E+08,142470,961340,200450,0,0
0,0,0,0,0,195290,159230,0,0,0,0,0,207870,258800,0,79994
2.57E+09,9.64E+08,1.66E+09,8.44E+08,1.98E+09,1.11E+09,6.00E+08,1.90E+08,2.04E+09,7.22E+08,9.66E+08,9.11E+08,2.82E+09,8.53E+08,7.94E+08,1.77E+08
1.42E+09,3.81E+08,7.69E+08,3.31E+08,4.16E+08,3.07E+08,3.07E+08,6.39E+07,5.78E+08,6.36E+07,1.08E+09,5.29E+08,6.95E+08,5.51E+08,1.60E+08,1.60E+08
