Rep1,Rep2,Rep3,Rep1,Rep2,Rep3
0.3852,ND,ND,ND,ND,ND
0.1692,0.3683,-0.0256,0.0221,0.2002,-0.0069
-0.1171,0.1836,0.0842,ND,ND,ND
0.1984,ND,ND,ND,ND,ND
0.3543,0.4086,-0.0092,ND,ND,ND
0.0868,0.3767,-0.0159,-0.0303,0.1054,ND
0.1432,0.2216,-0.0789,0.5324,0.4955,-0.0178
0.3307,ND,0.0195,ND,ND,ND
0.1822,-0.0232,0.1112,0.0818,0.0917,-0.0053
ND,-0.0624,ND,0.1463,ND,0.1929
0.284,-0.1231,ND,0.1888,-0.0509,0.2008
0.1826,0.0022,0.1654,0.1074,0.09,0.1634
-0.7673,-0.1447,0.4501,ND,ND,ND
ND,ND,ND,ND,0.1047,ND
0.0915,0.0714,0.0623,0.0366,0.1575,0.0595
ND,ND,ND,ND,ND,-0.0677
ND,ND,ND,0.2957,-0.9443,0.8578
0.2864,ND,-0.0583,ND,0.0575,-0.0006
0.1558,0.0131,0.0807,0.0346,0.0668,0.0966
ND,ND,ND,ND,ND,ND
ND,-0.381,0.3101,0.2218,-0.0236,0.1453
0.1457,-0.0769,0.1477,0.1127,-0.1049,0.2145
ND,ND,ND,ND,ND,-0.1368
ND,ND,ND,0.3711,ND,ND
0.2478,0.0241,0.0816,0.2412,ND,ND
0.0425,0.3606,-0.0483,ND,ND,ND
ND,ND,-0.7766,0.0373,-0.1102,ND
0.2467,0.0946,0.1976,-0.0739,0.1898,ND
ND,ND,ND,0.2241,0.0766,0.1076
ND,ND,ND,ND,0.1316,-0.0479
ND,-0.0353,0.4769,ND,0.091,0.3006
0.2137,ND,0.2048,ND,ND,ND
ND,ND,ND,ND,0.1418,ND
0.5375,-0.1423,0.3929,0.0104,ND,0.7392
