Control_1_F670,Control_13_F823,Control_14_100565,Control_15_100291,Control_17_F796,Control_18_100649,Control_19_101928,Control_21_F821,Control_22_G461,Control_26_101060,Control_29_G114,Control_31_F699,Control_34_102333,Control_35_F675,Control_36_E701,Control_38_102300,Control_39_D681,Control_4_100448,Control_40_F824,Control_41_F305,Control_44_D751,Control_46_F026,Control_47_F104,Control_5_100369,Control_51_F320,Control_53_E696,Control_57_101582,Control_58_G777,Control_7_G274,Control_9_F644,T1D_10_F797,T1D_11_F789,T1D_12_F403,T1D_16_100905,T1D_2_G419,T1D_20_F717,T1D_23_100682,T1D_24_F780,T1D_25_102069,T1D_27_F769,T1D_28_F734,T1D_3_F835,T1D_30_D728,T1D_32_F468,T1D_33_F688,T1D_37_D702,T1D_42_F646,T1D_43_F249,T1D_45_D841,T1D_48_F124,T1D_49_D654,T1D_50_F433,T1D_52_F842,T1D_54_F311,T1D_55_F829,T1D_56_100749,T1D_59_F371,T1D_6_F817,T1D_60_F525,T1D_8_100980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612741,498644,590992,474096,487204,576301,469564,583295,485258,584886,536316,653782,717270,615011,643305,690574,708911,335526,732856,485761,589963,623816,573742,574370,606676,609555,712661,666935,634776,502332,522012,460262,571778,502278,656222,571673,440068,361684,450630,491803,546126,514693,440298,620305,651080,596502,580748,821351,897789,577786,574445,661280,707403,639495,481459,685323,568326,626298,625609,504437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256842,275865,209665,242495,207130,258992,209136,242640,206790,249549,223157,236287,216342,200511,229604,220511,285215,273385,260152,228849,210445,237438,209651,254078,279370,315601,253371,223958,223628,229344,273344,203660,222429,221418,208168,235819,217874,237218,154624,248314,234127,211668,239757,233716,215064,201286,286735,200249,260135,208780,272897,208271,332994,251070,253480,219404,219071,269989,233135,258489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129208,121340,134904,132790,139866,139377,168329,150057,196771,140684,162120,134761,147996,143417,159783,129386,146675,124055,132147,136242,140931,122083,133322,153716,123070,179581,129349,143235,116075,140182,112121,167935,139019,121557,133776,164501,140272,147933,213641,110732,160082,150952,146863,153417,155188,152966,118581,122827,113719,199379,132024,183012,133530,156575,134909,138932,143555,114261,124025,133074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200654,229100,89773,137891,113412,885270,153670,307351,275181,130018,480190,126535,117006,474609,215466,189111,192800,276799,215161,212583,106556,142844,133964,292962,165008,352255,77692,132938,88057,141106,293807,137066,122499,199570,156007,305619,345361,363825,247220,132245,172840,159636,191750,206168,260292,167603,373364,238095,258433,240954,136183,221265,239301,206424,323703,192826,291056,428282,212494,226931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20627,21892,17894,19569,20286,26401,18797,25672,24488,17150,16441,15519,17943,18894,20268,16521,23218,21502,18850,21223,14451,26511,20771,18510,17795,22719,19199,20052,14964,17675,24772,17719,12329,14663,22795,27335,14877,19927,24583,13538,17488,18346,14646,18675,19376,17302,22099,17766,26725,28694,24060,23428,19115,23993,22856,18869,20941,24410,14707,20302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748696,2367373,2284210,1384374,2380244,4065297,2001106,3034425,3735747,2568130,2361152,2088110,1508228,2302196,2364662,2391759,2160938,1876459,3067989,2436796,1847486,2859320,2268498,2482870,1946753,3304021,1492637,1794496,2260027,1721627,2438843,2608554,2237482,1832948,1260267,3024616,2380961,2374623,4009643,2098239,1620340,2685479,1545366,3372683,3084651,2222315,4166300,2149817,1568167,2122872,875955,3530762,2518388,1992486,2012656,2908318,2653813,2676005,1535948,1775219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8412495,9105167,7815905,9716893,7789406,9197013,7282338,8066567,5579633,7663247,7631361,8229941,9297490,7839058,6721971,7916074,8879715,8420536,8395683,8555577,7378745,7944120,7433128,7615254,8919355,6588480,8516828,6540225,8332831,7868454,9173992,7203023,7869873,7859311,6175166,8075751,7320219,8071247,5679452,10528654,9405395,6838709,9228720,8900456,7103674,6595919,10174478,6698387,7884334,7188664,8082864,5924009,8533934,6935940,4075360,7681249,8058991,9444019,7529698,7960445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13191,6897,19763,22917,12731,15843,14111,17746,8922,10683,9501,5006,4734,16857,18804,5791,7814,15599,3585,3758,15228,13741,15950,11548,19245,7568,15023,12474,16936,12156,14260,14676,18446,1991,7574,14073,35557,7705,20932,4049,5556,15095,5437,4967,20217,15611,44415,13828,3615,34027,22110,18123,17451,4958,8413,12756,5387,9582,17228,17997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215993,47177,109132,78919,128780,237309,133075,30931,463596,19289,302636,28357,453682,1276191,439855,334684,151917,15834,137787,13294,20940,436277,162285,15417,41967,40443,86928,275315,1142909,28189,140103,57995,82363,32237,332747,7435,336716,8883,57431,44989,1456533,120518,58359,160915,1572756,76154,28245,293541,482455,530444,394054,99271,442727,1268977,46008,63680,17909,352693,79257,309693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127449,62251,152085,174957,44302,317387,46275,80028,235954,220016,41048,120005,66695,102721,61680,112999,59587,146972,60401,35239,84887,205907,129854,166253,170667,78589,103704,81988,128053,38438,320618,45905,207298,47162,100128,337939,377550,257099,155425,35042,212523,77347,241945,185591,166247,128359,303675,86979,52226,222523,114519,124263,214431,48891,140450,128110,107265,228736,94156,174056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21224,21438,24941,19781,28962,38567,23396,30186,43111,29376,26298,22057,17678,24834,28760,31873,25924,22802,26974,29319,19991,31183,26034,25701,22312,25907,22428,22079,22448,20173,30397,32422,22487,23548,23222,38663,28910,31315,57910,27149,25584,32039,18834,40975,37633,30459,40472,26485,20071,16672,11033,35170,30579,26574,30539,29835,30343,27203,10629,22440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21106,19201,28031,19067,21712,22237,19789,23189,24562,22389,20016,16742,17578,18175,19423,18866,22740,22704,19491,17063,19587,18191,15987,24860,21119,27718,23812,22076,19925,21999,23665,23076,25233,22767,21871,25834,14794,17436,19077,16785,21107,21643,16476,21388,22880,18326,24563,23342,22533,16224,19180,24519,19977,19159,27346,20914,19213,20958,17896,19024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,3507,4776,2762,1821,1,2438,801,3419,2351,4557,3337,2539,3251,2007,4453,3347,2486,3282,4454,3693,3873,2238,3020,114,3106,5008,3966,4034,2591,293,2975,460,3515,530,2486,3976,317,4306,2807,3194,4040,2416,3737,3040,3569,23,3706,2726,1648,2148,4723,2977,3816,4138,4688,4122,1789,2667,3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13998,17964,9975,12661,12817,13268,10146,10856,4728,12217,15275,17205,10628,17528,12041,13003,17912,14887,12216,14028,17592,15869,16051,7427,16287,14052,10746,15893,13326,15790,9615,12963,16260,14448,7786,8201,11552,8207,10947,10044,15041,11270,17941,14485,15090,17296,6806,6697,10693,12525,9550,11272,16207,15255,15932,17394,8562,10615,9998,12268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66899,59071,31591,29385,37263,143543,56673,61586,86486,25893,18623,14844,29682,61477,30584,21614,55286,62124,26475,38843,26922,30775,34595,36350,45454,175203,24860,30959,18731,27272,42404,35326,39985,38786,52683,96245,45935,64648,35018,24174,23587,48070,23215,24012,54044,17018,49144,28225,42418,56280,62800,37408,28520,50795,80128,26168,29103,66241,19366,56202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90686,97168,54818,33654,55824,158990,88800,79059,107135,61198,66973,85248,105024,42670,109143,62298,89703,81490,120784,331829,48015,85282,48316,102229,80762,105912,96467,48147,66239,87881,42259,249104,42896,51747,77102,79434,42251,137162,71549,46399,132630,94560,77522,99641,54216,67744,138041,64802,130551,45686,90560,35199,135428,86400,127882,493349,112394,33078,131732,287826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39993,154665,37344,40763,42702,42158,39903,45018,42357,51694,31361,187424,39678,38666,41334,42438,44853,172523,40620,37708,31857,37461,48638,40408,41897,46236,48273,38577,42420,36402,48610,41921,29880,36495,30496,54262,33431,45247,52338,224369,56814,34332,55555,53144,46651,38941,44178,33882,115909,117575,30339,50489,210418,38126,25822,38502,41020,42763,38961,33264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98602,125113,121235,137694,107434,123899,93326,107476,129047,116177,150418,94036,93957,111776,342337,108464,340622,127856,128105,135314,115703,103675,91756,100835,91511,156904,111699,112161,96560,119050,87168,120359,107235,107170,112393,125689,129015,92824,126921,112133,106469,129857,99594,112097,130518,106699,109359,111360,91354,134160,104092,120075,103403,361001,121842,124772,346135,327007,112695,110390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140313,166858,163810,192162,209139,195788,193468,191797,197813,194376,125555,201216,164997,198561,43947,197324,151163,203157,177291,161256,154957,149728,185278,147449,201362,140423,214717,179126,155690,132043,241904,169167,132963,139023,134448,166804,211579,232121,185780,273409,226556,172881,237252,201839,139735,220913,206195,154552,121894,126644,181041,145357,216359,176343,17938,183600,170693,251314,212322,159197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330282,1610692,1932022,2654683,2116669,2593299,1526204,1888946,1726863,1728927,858261,1428372,2269711,2560824,1317785,1633903,1915780,1761484,1812576,1204882,1605390,1403519,1986077,1114322,1887606,1246101,2099003,1787210,1853948,1014984,3380028,2008530,1369398,1667373,1292476,2264288,1692897,2974595,1802844,2982635,2391260,1411780,2032344,2608236,1292023,1545251,3659451,1854415,1289949,1044464,1383080,1082132,1616962,1462880,249242,1344149,1686519,3433133,2935803,1469976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33484,73144,9290,14920,20666,77903,10054,38041,51998,15194,23366,13869,30338,28115,112197,41790,48866,33776,18843,55899,18158,18772,18962,107421,85108,55661,13147,19858,13904,20125,31407,26582,21226,17566,87819,35292,12980,19551,22826,13786,24918,50795,13267,32517,21802,21342,407990,26097,47651,30896,11634,19829,55494,27959,27888,14608,48234,36798,22649,24824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309531,239207,293161,298639,264486,245321,206437,329181,188069,298766,171943,266477,336654,301517,243589,265120,289252,299597,290156,214405,269591,279535,284878,184811,367238,255808,343471,298747,263131,215032,325551,236302,259273,235309,238248,217318,223101,283186,168980,272069,277839,212116,232494,262414,204382,250283,890037,301338,324392,212444,275252,190668,342136,269759,81182,197353,223634,320991,316293,304714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676120,867231,694337,868834,748355,889246,666700,747209,641863,720595,637367,661014,802132,723111,713346,747299,705528,833675,789784,659855,600492,759579,715909,662634,734920,714415,702628,663775,779006,709539,1051179,609323,742844,794530,557036,725438,753678,831499,587391,782632,734217,617491,733248,786256,607840,578825,1299549,704452,823410,571073,701883,574573,684429,686027,329262,695361,591399,1114509,829805,730392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195603,182093,233622,192512,187318,238637,192871,269828,185658,221006,182532,206250,254103,242879,216858,210645,183501,180517,246741,212224,243483,242910,230727,197791,203475,212816,236216,217743,220342,183205,292712,174049,242475,194385,144104,247792,170634,250715,175955,190911,217358,168686,186506,227570,212957,200903,339363,306955,247066,185388,208634,225850,209140,178354,105705,208007,182793,273326,221791,178999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952109,835747,962654,961605,992512,1030782,982343,1190646,755032,1363908,987152,1123469,1190532,1035428,1160856,1087178,950081,993916,946919,1007834,1197348,1054593,1033407,864268,1171782,1225231,1155160,1007412,1039320,1125034,1102087,862248,1127771,1030189,972568,1036935,867534,880439,1003515,934063,1107366,810679,865298,904307,968962,1001554,960683,1105962,1348306,1253078,946368,866998,1273714,908974,1064349,794151,958547,813260,920787,1150769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164670,135486,197077,167166,196526,216031,185271,214697,244699,201890,163357,172767,229872,129695,185233,159424,179478,168526,187831,136526,156904,161995,143219,142462,178448,201070,170602,149562,181012,151246,203804,219098,168858,177110,130319,225321,180420,188118,245474,151519,154599,192905,160615,229954,193421,179723,229036,169262,167628,126258,96571,171284,184661,148915,108471,177828,176138,196551,157836,171844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58786,52019,68083,73861,68304,85603,55600,70196,61975,62702,60283,60539,69900,62029,62994,58988,59397,67542,80481,73830,67989,59143,73651,54329,72493,66399,74938,63298,68109,49810,79292,63007,67237,68697,48509,74208,55265,62836,61086,60938,60860,62588,52181,59231,55261,63851,102031,91696,76273,40611,56266,76340,85499,56202,20545,68458,55457,79306,58905,77731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19758,27044,15216,24321,20109,27013,20283,22863,3874,20956,18044,17617,3232,18240,20556,18718,22186,24720,17809,24329,14451,23169,19244,20106,19835,22484,17329,20952,18010,18895,4575,19313,20226,20037,2231,24162,23693,20756,21777,23262,19487,19185,22354,19590,21435,17263,22730,15050,19099,24195,22060,18264,23869,21252,18090,17486,24904,22980,20887,21480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103752,94227,100132,117378,92379,110506,101231,102695,89911,103219,95240,99417,115290,77385,90552,74729,88082,114541,85618,78876,101244,81181,100568,93863,100751,87616,100884,86593,103234,95419,102859,92369,98713,87850,85761,114785,86949,107069,76722,84310,100511,95183,92123,99913,81145,89463,128682,107641,101240,90716,94736,75341,92459,82468,57982,93765,85079,124104,90181,101199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79130,78293,116751,77880,57439,102974,83153,93930,111302,97812,104544,106625,2618,124942,80091,103282,79132,49972,107377,75663,112126,112341,145300,78163,112147,110914,102018,105035,129061,80304,83629,78093,97409,21502,84488,84740,140106,96304,92109,73431,76480,84325,55549,61999,125159,112236,73646,126937,95148,116994,92839,94552,96058,90221,98886,81800,61604,77205,100270,101633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43769,40712,42805,36802,62917,76320,43512,49519,72450,43372,44812,34919,30819,44693,46730,47702,37235,44553,42285,40668,38306,35648,38318,46385,42173,163421,36610,43838,28810,38981,55789,51099,40240,50460,46025,72217,47801,96773,84589,46859,59249,43325,46179,85959,79043,87746,80507,38802,44032,48995,39194,48039,30415,43706,69898,33097,49446,45882,27934,31772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535670,1555235,1591371,1570403,1669795,2236896,1871869,2078533,1905209,1744207,1510534,1578293,1890635,1516164,1832468,1675522,2071262,1981330,1537318,2024198,1503402,2049279,1707605,1319789,1888196,1974932,1427183,1680767,1318868,1485881,1706899,1532345,1775470,1716946,1571307,2348206,1666886,1811826,1548223,1384457,1356466,1482009,1838770,1405902,1393909,1343743,2026249,1363534,2168954,2386843,1947776,1419422,1768859,2049295,1810029,1550363,1944971,1730150,1815586,1936258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,2052,1305,2702,2410,1077,2084,1064,597,2391,2209,2197,1258,1881,1714,1283,1568,1326,2060,3072,1922,1176,1846,2566,2560,1340,1817,1947,1518,2847,1124,2053,1510,1500,1823,1138,1581,1411,1251,2140,2294,1465,2798,3245,47131,1198,1121,1941,1166,2235,2126,786,1457,2729,96871,2110,2083,12413,2478,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118448,106501,27158,93499,214972,97808,27631,28808,198541,236527,143180,224332,30456,182262,139430,39253,222267,30860,40786,73988,22472,133395,32679,147287,237956,297072,110847,24771,26966,236253,169751,193599,166741,163925,139780,123418,196280,256065,209744,135514,154337,149433,212553,248576,134982,30298,128695,104036,117151,279669,324491,175130,164045,80379,280071,185379,217150,170166,112440,40590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34161,37979,36787,32810,34000,28202,28659,30094,55537,31051,52925,39401,34982,54756,65366,67922,47822,30876,38925,29267,46351,137876,34755,39267,38431,57853,51996,52281,42988,34273,32318,28483,178278,38458,40170,27408,59893,41364,32395,31523,38583,37165,59123,58319,185844,41990,28131,49862,35531,25840,45220,46923,30547,44464,33829,41411,221629,20995,59585,35480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37576,63385,52269,63590,54543,40092,40605,44961,27902,34486,37893,45333,41017,40419,48010,49055,50572,13711,38071,44763,49593,41387,31178,41109,37593,34998,57590,67910,32254,39798,46291,53963,54086,41278,40924,42018,25992,26260,29864,44033,39309,44350,48752,49808,32691,39338,41762,51088,43624,46904,36060,33884,33008,54386,47976,62459,73415,36161,54972,27004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41668,353154,83412,12854,13885,30125,60029,298207,517108,399004,13558,138861,149852,453107,68627,11545,359476,48017,153442,17029,10151,17947,71965,42075,297691,19146,11364,368620,14340,353892,24487,22595,13747,13497,263704,464729,241611,24300,28391,20609,17178,16532,352138,493978,542718,19121,22045,14100,333636,204085,282058,24772,467945,283103,118937,18965,69109,197860,281275,13319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884135,746194,460697,679595,591487,927173,670680,701820,914866,836770,686110,566023,741721,654607,686111,599921,1041501,1627534,618430,496579,449719,807621,627423,837734,757209,952049,430686,462220,515116,530916,788514,522051,620349,436900,920116,1003770,548888,903847,495738,582151,608387,598987,831197,716473,784549,577680,1294956,541817,517489,588465,547619,467192,829614,754499,1344519,526844,712944,994417,454323,804771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151672,88980,166503,93272,168899,30915,162607,208926,61952,45533,175165,129521,154480,163261,145705,110687,129409,141893,156527,134892,124047,130054,131400,134416,100132,147041,142149,169967,13790,147226,121617,118416,143391,159001,98850,198698,27144,142549,49349,96723,130771,35842,124442,169646,142952,148268,26410,17785,103677,99812,102847,145023,106043,158277,185440,167268,137626,129202,141729,114312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99873,83729,105774,121628,110999,155309,106425,127258,180826,119175,101224,113299,156150,157930,122791,126900,113600,120390,137098,87661,104439,114315,124194,107630,115753,120433,121543,124383,116718,93515,188062,131658,106867,116332,99481,150632,109023,154568,169293,137683,127962,135035,107338,181455,122348,144144,206469,148963,112880,96256,101346,154178,148307,126866,75821,124562,128569,173758,145772,116387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31585,36659,65718,54383,27143,18070,89433,33784,71884,75050,17561,60069,64897,35801,106913,65732,68642,60451,62884,27801,65207,57154,86013,117470,38532,70604,72440,72938,57755,47302,21207,72057,74096,161362,37610,27878,26593,114165,36249,38233,40521,79974,34204,37602,35950,65731,8928,69196,65521,139760,127927,80276,63105,59961,31001,78437,59127,119850,112016,29781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771186,626946,726414,657457,727871,666872,650068,915182,858565,855999,876053,1090077,843581,576605,908840,775463,619340,798316,967280,534233,807519,913702,12288,767876,1125529,899683,1046972,1263257,888252,820225,718076,787828,862373,949521,528291,820467,840589,795423,1127830,730155,802973,960511,753180,892011,783527,792514,760384,864026,769518,628634,938022,1136000,1124937,576680,313539,876958,752123,922591,1065073,963505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738617,135181,97663,153628,139253,144101,1378591,1132884,490511,85231,237759,455824,1085076,1061920,120601,1103211,170354,138539,1138203,130476,99689,263774,536141,1090385,103981,550997,97466,109076,695836,238887,1325162,1112496,1391743,1238996,146571,282087,99997,672715,580702,169729,673332,107998,174547,100328,241888,240412,107797,77460,1028259,1024228,141872,263349,760273,127571,145909,88177,1214936,117347,270343,1044870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29620,32186,28478,26290,30046,22075,17529,27735,34380,27522,31053,22831,25750,28645,33975,28514,29069,27866,27097,37403,28874,28706,27456,28877,32619,47849,27762,34671,27700,29773,28356,27169,24210,19262,26780,61702,22160,20070,34320,27530,30453,27717,25227,25548,27870,29779,20657,29352,29292,32120,33116,28876,20962,37979,30439,35224,34453,27221,30441,28551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48213,63369,58482,50605,57989,79458,65719,70621,83058,70544,60622,62783,73608,70310,71329,67676,76633,72168,69977,72826,62401,74763,71177,50112,69651,82719,57513,51447,58761,52544,78063,59623,56064,68853,64403,74611,60701,64156,71345,58568,60210,49354,61461,62937,65658,70558,62934,71322,86359,82292,68577,68808,70770,59447,66361,52812,54448,62092,50970,68950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417318,420033,576046,394080,454099,446233,495521,483398,532706,575786,557043,560301,553733,507549,598749,531477,513939,442167,539776,434185,517095,566573,551778,459609,539878,671410,539719,543429,478187,477596,382311,525242,540252,544312,466011,559130,499641,434937,480299,426017,470972,503579,451362,498288,467082,592307,392130,536471,545718,548799,462485,602497,523923,547297,564357,493984,510377,407007,551999,478117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287136,43734,22116,196382,16128,307786,81760,28058,31584,80119,82480,11279,35063,311966,29152,21594,18995,241462,39338,21275,9399,363766,13817,40554,53400,23018,11352,84031,15582,19387,19061,15780,27872,26795,39612,24884,25319,24853,54473,40121,62099,28887,248808,41923,55132,297448,271499,15664,44810,139810,50028,15180,300226,20053,225296,22591,34627,17054,60205,33642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29274,22226,22391,29877,12723,56726,25006,35283,51197,10488,5384,7547,21226,30317,6452,20607,24059,87341,16690,10637,12166,12225,23344,10073,11514,4377,12965,11931,15828,16085,23211,16336,21639,22103,22084,26195,20371,40690,30204,18407,10812,33685,13540,21469,9379,17686,6303,21885,22103,3641,42292,18853,14497,19054,18820,2266,8938,31685,8676,34898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230259,254384,8805,206167,85703,24005,11303,263835,300428,11820,269642,269660,191660,166477,255471,215940,66681,137953,147258,11877,12865,189790,7402,233346,165378,226396,11777,11399,3885,35051,233260,39900,138302,209427,191983,258723,316205,107429,8322,2715,7779,153990,12289,189849,186233,212379,77446,9627,11969,342443,157686,237241,186546,78532,144696,117227,143710,97711,169469,172319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29662,50763,22843,45073,33511,30293,33008,28069,21008,22794,25229,23733,28473,24067,23118,26152,43867,36160,21062,39197,26089,25509,24857,34601,29366,20613,26752,27579,20249,35664,24233,29599,36143,27463,31880,22006,37866,28833,22779,39319,33463,29962,33764,30138,39369,27134,28751,19582,34740,36993,42425,21295,28556,27435,406167,21917,35657,36846,29812,31575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28910,19184,31797,27497,35096,41729,23182,37199,50868,32528,21772,34135,37765,37720,36967,32449,43795,29219,52817,24478,35516,30017,44635,22921,29186,30237,37107,33195,33388,21457,47032,40087,36627,30768,16598,47421,26356,51942,51986,28815,31520,36660,30083,54103,41992,38922,60362,46995,24991,12335,21287,42947,45071,31497,14548,38643,35985,50874,23304,26060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910720,794059,856257,992556,881223,947484,833273,948910,814614,894077,764951,918735,908900,979391,839958,1008633,806837,965368,1056247,819878,853567,921566,919056,805315,985303,667996,963749,894256,834378,788755,1026978,802450,791693,820668,645941,840053,984626,1074948,839463,1067995,949879,893493,1057507,1105790,908114,886536,978000,1001761,803661,712238,793232,841419,969911,1045254,334758,1099359,883466,1011898,1064203,896986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23248,14677,15578,24981,23682,14605,20747,17215,15924,21499,15964,15884,21050,11524,16463,18730,21555,24359,14995,15740,13683,17248,12421,15512,20702,18472,16052,15553,17881,20843,17863,17739,14074,23126,25254,12817,13302,17756,14178,16650,15903,16553,22286,15318,10272,16182,15656,14780,26770,15962,18178,12126,13924,16972,19847,14620,22984,16084,17506,15131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13537,19646,16034,24514,19642,17274,24651,14243,11692,20175,17995,18824,18040,14448,19692,15944,19317,16143,16163,19852,16421,17008,18766,14476,17807,19045,16723,20646,16712,16908,19663,17049,19291,22260,21477,12980,17611,17560,20706,19134,19207,17093,24959,20445,10613,16070,18968,18029,18537,30442,17058,14810,16121,19327,6613,14481,19727,11414,22269,16242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
