LFQ.intensity.1.2M.urea,LFQ.intensity.2.2M.urea,LFQ.intensity.3.2M.urea,LFQ.intensity.4.Std.Wash,LFQ.intensity.5.Std.Wash,LFQ.intensity.6.Stad.Wash,LFQ.intensity.7.LiCl,LFQ.intensity.8.LiCl,LFQ.intensity.9.LiCl,LFQ.intensity.10.Std.1.wash,LFQ.intensity.11.Std.1.wash,LFQ.intensity.12.Std.1.wash
23.87098312,,24.24437904,24.53919411,24.18910789,24.06890869,23.54698563,23.81889915,,24.11418152,24.34190941,24.14078712
,,,,24.29123116,23.50397301,,,,24.03237724,23.93165779,24.42188263
,,,22.11136627,,22.21620178,,,,,21.92245102,
26.52496719,27.03904724,27.17150116,28.23917961,28.06188202,28.20069504,27.63006401,27.83520889,27.77536392,28.31807709,28.27675247,28.41086388
,,,23.29347801,23.04745102,23.30938721,22.94538879,23.56139183,23.28742981,,23.21552086,22.91909027
,,,,,,21.90212822,,21.48044968,,,
,,,,,21.67305756,22.02367401,21.74923325,,,,
,,,,,,,21.46617889,20.57117081,,,
,23.49643517,23.00377655,28.8666153,28.90489197,29.15288925,30.01544762,30.21928024,29.97951126,28.22246361,28.12159157,27.76629257
24.69678497,25.12174797,25.44360542,24.40555,24.33932877,23.92578697,23.86003304,24.27220154,23.72536087,24.7590313,24.71790314,24.9579258
,,,26.15657425,26.26510048,27.0590992,26.72234154,26.97640038,27.19976044,25.32806969,25.94565582,25.56671333
,,,22.63962364,22.70596504,22.8839016,22.63129807,22.85509872,22.93908691,,22.25629234,
,,22.73917007,21.96585464,,22.74868011,,,,21.91210556,21.94102287,
,,,21.95130539,,,,22.03214264,22.44919777,,,
24.44259453,26.37261963,26.18767357,23.15994072,22.84666824,23.03967476,23.25341034,23.15642738,23.52742958,,,22.50700188
,,,22.49404335,22.15363121,,,,,,,
24.9401989,26.03743553,25.87921143,24.49838448,24.44354248,,23.34881401,23.91479111,23.88567162,24.35722923,23.93309975,24.99239349
26.29444122,26.85448074,26.74136925,,,,,,,,,
25.92392921,25.44319534,25.27138329,23.13224602,,24.83898735,,,,,,
23.22991943,23.82172394,23.49570274,22.98690224,,,22.77796173,,23.63389397,22.80583382,23.05472183,23.35836983
,,,21.76644135,21.48261642,,21.66557312,22.36279106,21.9152832,,,22.08310318
27.06537819,27.1837616,27.27150726,27.43602943,27.53066254,27.43737984,27.04635239,27.63089752,27.95858955,27.58799362,27.62519455,27.79606438
,,,23.57357597,23.20696259,,22.68886948,23.29109001,22.84057426,23.64063835,23.56639481,23.62109184
,24.24437904,24.51080894,24.41228676,,25.0453949,24.87614632,24.58394051,24.65861702,24.48646355,24.23571396,24.17432404
26.36664772,25.85611916,26.23505783,25.34719276,25.42294121,25.40785217,24.71947098,25.55461693,24.97757912,25.72751808,25.53957939,25.76306534
,,,,22.02276039,,22.8558197,23.25796127,22.72029686,,,
,25.20258331,24.20627785,25.40830612,25.23914337,25.16656876,23.82211304,25.10369682,24.90071869,25.30716324,25.30921364,26.05802536
,,,24.23928833,24.31596375,23.78586388,24.56313896,25.06993294,24.3194828,24.53569984,24.56598854,24.35790062
25.92411041,26.13335991,26.27043915,26.8365345,26.71279716,26.37188911,26.44230843,26.6205883,26.27095604,27.35287666,26.98261452,27.30234337
,24.35810089,24.56709099,,,,,,,,,
26.63754654,,26.91444778,,,,,,,,,
,22.64359283,22.59623337,22.74939728,22.63626289,,,22.45563316,22.27235794,22.55559921,22.60383606,22.57193565
,,,23.55777359,24.88962173,25.0754509,24.29935837,24.95770454,,24.87459946,24.73376083,24.82483292
27.03852463,27.43912506,26.63297844,,,,20.56402206,20.47456932,20.69939232,,,
24.99485588,24.91374016,25.14281464,25.14538193,25.24601173,24.73732567,23.95526695,24.48505211,24.7523098,25.0878849,24.92284012,25.21397209
,,,,,,21.06315804,,21.21359253,,,
,,,22.82180214,22.97312737,,,22.59411621,,22.83647728,22.65514946,22.90400314
,,,22.1788578,22.50586319,22.37734795,22.65676498,22.44914627,22.30231857,,22.96926689,22.9052906
,,,,,,22.89511681,,23.11030006,,,
,,,25.77349091,25.28259659,24.61918831,25.85723495,26.23255157,25.56406975,25.18165779,25.42707253,25.0723877
,,,22.84157181,22.29986191,,,21.81850815,22.17505455,,22.93883514,
26.33376122,,,,25.60972595,,24.87403679,25.509058,,,26.387043,26.42181778
,,,24.67400551,24.54397964,23.83258057,23.93102837,24.68260384,,,,
25.11842537,25.23761177,24.77499962,23.54745483,24.27305603,23.67691422,23.28559685,23.51135254,23.45951462,24.0878849,23.64921761,
,,,,,,24.09988976,,23.9358902,,,
,,,,,,22.26856613,22.78887367,22.2687664,,,
,23.06643105,,24.4691124,24.78166771,24.92967415,25.12880516,25.05316353,25.18472672,23.83344841,24.15468216,23.35002899
,,,,,23.65381622,24.70661926,24.79411888,24.68955231,,,
,,,23.67314339,,24.00307465,24.054739,23.72920418,24.26162529,,23.82123756,22.75352287
,,,,,21.88233566,22.75472641,22.35140419,22.65449333,22.89936447,22.56402206,
26.28234863,26.24617386,26.49864197,27.05258369,27.34002495,26.81787491,26.34387589,27.00538826,26.46110916,26.78805542,26.81994629,26.90299797
,23.94833183,,24.19535446,24.57640457,24.82735634,24.71455383,24.98706818,24.93305588,24.28566742,24.77303886,24.48750687
,22.83543587,22.81946373,21.80230904,21.7848053,,,,,,21.19646454,
,23.31132889,,24.13069153,23.99464035,,,23.66903877,,,24.52522087,
,,,,22.25490952,,22.56569672,22.5965519,22.51989365,,,22.76617813
,,,22.33429146,,22.8724308,22.13373566,21.94080734,21.59905243,23.50772858,23.61380386,23.55051231
,,,22.50382805,23.46263885,23.61369324,22.90083885,22.99441528,23.01420212,23.33265305,23.01174927,
,,,,,,21.26040459,21.93890762,21.86067772,,,
,,,,,,24.43803024,24.48290062,24.12904167,,,
,,,25.77261162,25.96199226,26.32572174,26.06451607,26.46206093,26.75926018,25.66166496,25.7823925,25.59003639
,,,,,,20.81534576,,20.69548988,,,
,,,24.09788322,24.18759727,24.41770363,,24.36305809,23.69805717,24.00624466,24.15375519,23.93624878
25.28372765,25.27983665,25.36969566,25.06513214,25.27522469,24.96798325,25.0777359,25.439394,25.10765266,25.80737305,25.52617645,25.63397598
27.78737068,28.15566635,28.35001183,29.97268105,29.93985748,29.98766518,30.94076729,30.85043144,30.92740631,29.51861382,29.52619171,29.31319809
,24.76951218,24.51472664,25.12253952,24.89282227,25.95704079,,24.81494522,25.2296772,25.85699844,26.20144272,25.8986454
,,,24.92727852,24.75913429,24.66106606,25.43961716,25.16943741,25.35605431,24.01656914,24.22787857,24.47209167
,24.96939087,25.49426842,27.36527824,27.2824192,27.31975746,28.31522942,28.41836357,28.47161865,26.87314415,26.91170883,26.79451561
,,23.30298805,,23.73778915,23.55590439,23.34028053,23.68388939,23.75399208,23.61616325,23.88259697,23.93030548
24.90462875,24.61795616,24.5806675,24.67605209,24.88441467,24.08950233,24.36111832,25.10533524,24.10445595,24.57282639,24.60614204,24.68773842
24.06940079,24.43898201,24.42867088,24.42220306,24.12494659,24.16476631,23.24785995,23.6395359,23.42406273,24.64113426,24.83552361,24.49710464
24.23600578,23.39008141,24.09014702,24.00547409,23.55812454,23.80705452,,23.34935379,23.07868004,23.56255722,23.56441879,23.85414696
,,,22.53383446,22.77356148,22.17879677,22.12332153,22.10699654,22.70457268,22.60611916,22.81878281,22.74020004
,,,25.28355026,25.24923515,,25.46920586,25.32323265,24.92261505,23.54816246,23.84575081,
,,,24.63931465,24.80999947,,25.54586601,25.02474785,25.37288666,24.46257591,24.74365616,24.80222893
,23.34624481,,,,,23.621315,,23.91570282,,,
29.90598297,29.79926491,29.99374962,29.31881142,29.20011139,29.40228844,28.47262573,28.89850616,28.56168938,29.58622169,29.53073692,29.49518394
24.24590302,24.04735184,23.59639359,23.69040489,,23.51243782,23.52504158,23.42123985,,23.55133438,23.96684074,24.05075836
,,,26.41396523,26.67033577,26.63892746,27.39574623,27.73679733,27.47954178,26.21661949,26.04460144,26.17795753
,,,23.93786621,24.02681732,24.32546616,24.13343811,24.49099922,24.43491745,23.35917473,,
,,,23.33128738,22.91885376,23.60975266,23.62878609,23.51893425,23.59012222,23.01174927,23.40639305,23.20624733
25.84385872,26.20510292,25.68118286,26.02305603,26.40781975,26.43170166,25.42598343,25.64523697,25.38511848,26.83243561,26.57123566,26.90609741
,,,,,,23.38126183,23.47506523,23.70693588,,,
27.12849045,27.47018433,27.56920815,24.82167435,24.93961525,25.85557365,24.4042511,23.66209984,24.19407654,24.00992203,24.20471191,23.94467354
22.99268723,23.07861519,23.70155144,24.03607368,24.7869606,25.1649189,25.27163315,24.85019302,25.03023148,24.62466431,24.94891167,24.69561768
,,,25.33190155,25.43233871,25.0294323,26.13698006,26.145401,26.06064606,25.05693054,25.06808853,24.91259956
,,,24.25479507,24.24706268,24.11386299,24.27873802,24.2639904,24.31001091,23.75399208,24.0606041,23.41493225
,23.89003944,23.62967682,25.68824577,25.42882919,25.61935806,25.69559097,25.94639206,25.74522209,24.68789864,24.66692734,24.85133743
,22.81536484,,,,,22.40976334,22.21809578,22.86951637,21.8434906,22.26579285,
,,,22.5558567,23.02880859,22.55749321,22.65005112,,22.98506165,,,
,,,23.42624092,23.46001434,,23.20402527,23.6568737,23.63776779,,23.07144737,23.11114311
,,,26.02643776,25.64639091,25.6996479,27.15325165,26.67384338,27.12593079,25.39786911,24.67728996,25.4054203
26.56719208,26.8047657,26.65976143,24.93526077,24.82507706,24.40820885,24.73179626,24.8766613,25.05511093,24.40321159,24.39525604,24.84282875
30.85912514,31.35347557,31.06977654,28.80079269,28.74053192,27.87923431,27.73453712,28.64364815,28.10204506,28.47371101,28.21650887,27.96068954
,22.5421505,22.37151146,,,,,,,,,
,,,26.48137665,26.68592072,27.15692139,27.57318687,27.87020683,27.67741013,26.01024246,26.38386726,26.27467346
,,,22.1076355,,,22.94638824,,23.29782104,,,
,23.5308857,23.71628189,29.35281372,29.421978,28.89888191,30.00450516,29.99860001,30.025383,28.6180687,28.77335358,28.65615082
,,,25.74129105,25.94846535,25.97035599,26.75455284,26.6552639,26.5703373,25.31406212,25.59758568,25.41037941
24.71481514,24.35009575,24.80119324,24.36105156,25.56351662,25.33902359,26.01182175,25.77959061,26.0291996,23.36733055,23.82114029,22.46985817
25.30879593,25.47255707,25.41286659,25.5897522,25.69059181,25.66522026,24.82851791,25.36011314,25.09534836,25.67817688,25.72954178,25.85205269
26.93415833,27.00013161,27.30269241,26.36704636,26.63796043,26.78892708,25.54957199,25.89235878,25.52522087,26.82043266,26.84433746,26.91820717
29.39821625,29.42834282,29.61524773,29.91798019,29.87128067,29.51803398,29.02530289,29.31930542,28.98744774,29.70183563,29.71525383,29.89275742
,,,23.65719986,,,23.77293777,24.1113987,24.06595421,,,23.36613083
,,,25.28210068,25.74386215,,,,25.35454178,25.79459,25.60665131,
,,,23.38666534,,,22.63218498,,22.30908012,,23.57473183,23.73675728
,,22.96691132,23.69752693,,,23.48173141,24.27767372,24.33490372,23.61279297,23.4708519,23.8158741
,,,22.01502037,23.16781616,,,,,23.23968124,22.97272301,23.71271896
,,,23.73044777,23.62455368,23.22652817,23.17797661,23.06844902,23.53076744,23.77535057,23.59240532,23.86448097
28.56539917,28.15523148,28.39595032,27.90190506,28.22310829,27.48991203,27.04061508,27.01913834,27.16259766,28.47510338,28.47950363,28.28339195
,24.89490318,25.20873451,25.44928551,24.81924057,,24.10285568,24.77157784,24.73773766,25.22387123,25.86688614,25.19857979
,23.49338341,,24.05274963,23.64987564,,,,,,,
,,,22.92699814,22.63129807,22.59825706,22.23195648,22.85673332,22.40093422,22.71198273,22.96849442,
,,,22.63679504,22.91858101,22.76757431,22.45736122,23.08303833,22.96024323,,22.7589817,23.22767258
25.26277161,25.53596687,25.63724327,25.52847481,25.62285233,25.82138252,24.9591217,25.54397964,25.25201797,25.41889381,25.70585442,25.48419189
,,,24.39139366,24.36932945,,24.0274086,,,24.58129883,24.5988369,24.58525848
,,,,24.31485748,,25.31482315,25.31381989,25.97215462,,,24.13288879
,23.42624092,23.799366,,,,,,,,,
27.72845268,27.65655899,27.68016434,,,,,,,,,
,,,23.20934486,,,23.9144249,23.83999634,23.54085159,,,23.12696266
26.33652306,26.64897156,26.52772903,,20.6395359,,,,,,,
,,23.09725571,23.94449425,24.30152321,24.14180183,23.27213097,,23.68634987,23.9197979,23.73871803,24.10661316
25.12707329,24.99899292,24.90127182,,,,,,,,,
,,,24.58571815,23.90811539,23.6365509,24.38436127,24.25767517,24.25904083,,,
27.16729546,27.05703354,27.11902046,26.38306046,26.44469643,26.33483696,27.41167259,27.09315491,27.37865257,26.07073021,26.54996872,26.24341583
,24.15228462,24.6352787,27.46987343,27.25772858,27.0375824,28.25759315,28.12465096,28.08856201,26.15414047,26.40394211,27.01616478
,24.36359215,23.98763275,,,,24.35292625,24.02369118,24.08310318,24.60597229,24.78026581,25.01762962
,,,24.02850533,23.52802658,23.39100075,,,,,,
,24.4225235,24.29284477,25.42892456,26.06972694,26.5749054,25.86651039,26.2202034,26.63491821,25.72197533,25.89453316,24.97132111
,,,,,24.28616142,24.69439507,24.64614296,24.92129707,,,
,,,25.51659203,25.64160347,25.72309685,26.71437073,26.52043343,26.50653267,25.27515411,25.21952057,24.84143829
26.2326622,27.28029633,26.65239334,24.739851,25.14020348,23.31741333,,,,24.97408104,24.86811256,
26.06935883,25.80552864,26.27025986,27.11733627,27.15102768,28.11807823,27.6848526,27.38837433,27.68779182,26.53122902,26.61904907,26.81921577
,23.25050735,23.66903877,24.92138863,,,22.94292068,23.17464256,,,,
27.30434608,27.06044006,27.41126823,27.30739021,27.45990562,27.92184258,27.7449646,28.13491631,27.78150558,27.10599518,27.28665543,27.36059952
,23.52910042,,24.72484016,24.35023117,24.52396584,24.96305275,24.45938873,24.67125511,24.6866703,24.54592514,24.53385925
,,,23.01937103,22.9392128,23.29879951,23.70450974,23.13708687,23.59434319,,,23.50530624
22.53366852,23.31285286,23.29361725,,,,,,,23.19721603,,
22.94811821,23.7135582,23.97945595,25.27373123,25.67828369,25.89439583,26.2545414,26.41268921,26.48657227,25.08294106,25.03515053,25.33398438
23.42034149,24.1481781,25.08865356,25.66112137,25.91294098,26.11342621,26.7039814,26.41435242,26.80919075,24.95876694,24.84450531,25.10561562
,,,,,,22.506567,22.40379715,22.60202408,,,
,24.49356651,24.90719795,,,23.89411736,,22.84615135,,,23.95757103,24.16484261
,24.82953453,24.24590302,23.73789215,23.99688148,,24.46057701,,24.36379242,23.55191994,23.76192474,23.81411362
,,,23.58279228,23.50494385,24.5793438,24.51382256,25.11561012,25.23501968,,22.9523735,24.00881195
,,,23.58083916,23.56894684,,23.41802597,24.10357666,23.44922256,24.36666298,24.04067802,24.54580688
25.42486382,26.19247818,26.00324631,,,,,,,,23.97044373,24.68158531
,,,,,,22.41069603,,22.4660778,,,
23.15749168,23.67616081,24.22707176,25.72267914,25.65149117,25.79874802,26.38304329,25.59843826,26.7359581,25.04364395,25.37560654,24.30723381
,,23.81499481,23.11516571,24.00718689,,24.50014877,25.13860321,24.52318764,23.44202423,23.3754406,23.19664574
,,,23.25868034,,,23.96146393,23.73727417,24.12801743,23.04445267,,
25.98178673,25.71978378,25.85865974,23.81313515,24.13257599,,24.95180321,,23.97561264,24.10413551,23.44947433,22.98415756
,,,,23.31202126,,,,,,23.08482361,22.87137794
,,,24.39401436,23.98294067,24.13014221,25.37062645,25.60150146,25.35487747,24.04585266,24.07422638,24.16215515
,,,,22.00829887,22.45166397,,,21.8060112,,,
24.13531876,24.50815201,24.76602745,28.11852455,27.61428261,27.74573517,28.11981201,28.76524925,28.84941864,27.31354332,26.89665985,26.97465134
23.92515182,24.10229492,23.99843216,,,,,23.42342186,,24.34671783,23.66057777,
30.93789482,30.76136971,31.00296402,30.1578598,30.14625168,29.86433029,29.58738518,29.79638863,29.54934883,30.70594406,30.65343666,30.76493263
,,,,23.49265099,24.13351631,23.93939209,23.9392128,23.85490799,,23.50700188,23.37278557
26.66478729,25.34675217,26.16386414,26.62100792,26.59063721,26.78954887,26.21491623,26.40360069,26.32175446,26.58003426,26.67640305,26.75098038
,,,22.33469963,22.25118637,,22.24405861,22.12587547,22.01478195,,22.93894386,23.30243111
,,,23.06078529,,23.27895164,22.43712997,22.79798126,22.4864769,23.55590439,23.25312233,23.26642227
,,,21.83433723,,,24.09667587,24.08237267,24.0754509,,,23.45600891
,24.55660439,24.25299072,,,,,,,,,
,23.82221031,23.88306236,24.63317299,24.55654716,24.69991112,24.44088364,23.91606712,24.21763611,25.06763649,24.79931641,25.28467941
,,,,,,,21.90359879,21.84141922,,,21.57084656
,,,24.502882,23.96384621,24.08780289,24.95619774,24.29782104,24.4063282,23.92922211,23.89059639,24.22066498
,,,,,,,23.9144249,23.99040413,,,
,,,22.13062859,,22.20251656,,,,22.0091877,,
26.57715416,26.59605217,26.60172844,25.05299759,24.93206406,23.99507141,26.44033051,26.22734642,26.22343063,25.48505211,25.26112366,25.39290047
,,,24.23571396,24.09055138,24.40613365,23.7743454,24.39296532,24.27710724,23.86589622,23.96842384,23.8233757
,22.24687386,23.47283554,26.68965912,26.66817284,27.21335983,27.92167282,27.65171051,27.77303886,25.2753315,25.60628319,25.95306969
25.3692627,25.49112129,25.81601906,27.54980659,27.36936188,28.14923477,28.83587265,28.34781647,28.51908302,27.99048042,27.9690609,27.90035057
,,,,,,21.82411575,22.14099121,22.26407623,,,
,22.3138752,22.98541069,,,,,,,,,
,,,,22.66157722,,22.75117493,23.47617722,23.42624092,,23.23224831,
28.2863903,28.17797661,28.1782608,28.10609436,28.1457901,27.6666851,27.1340847,28.01903152,27.35934258,28.07219315,28.36644745,28.24013519
,,,26.63436508,26.13186836,26.56546402,26.80057716,26.79476357,27.18801308,25.53376961,25.95153809,26.22791672
,,,,,,,23.28008461,22.54696083,,,
,,,,,22.50881577,,,,23.48394585,23.03516769,23.42265129
,,,,22.31091309,,22.85608673,22.9185257,,,,
,24.56168365,24.66378403,,,,,,,,,
24.50712204,24.50978279,24.43135071,23.58588982,23.84976387,23.64779091,23.43071365,23.14136505,23.13489532,,23.40743256,23.81977654
,23.72473526,23.99455452,24.78431702,25.05477905,24.95158195,24.38581085,24.51899338,24.72718048,24.64515495,24.61065483,25.32728195
29.52824211,29.2619915,29.35302353,28.48173904,28.48308372,28.26664543,27.72903633,27.88576508,27.45575714,28.6575489,28.50805283,28.91550255
,,,,22.7572937,,,22.25083923,22.62631416,,,
,,24.32168579,26.41286659,26.73376083,26.83508873,27.2202034,26.65225792,26.68471909,24.69821739,25.7521553,25.4159317
29.24821281,29.33078194,29.34076881,29.05483627,28.95637512,29.26156616,30.0496006,29.83305359,29.9896965,28.5384922,28.69534492,28.48742294
,,,,,,,22.61110497,22.29675674,,,
26.50868034,28.3415966,28.2866993,23.01517296,,,21.97358322,,,,,
,,,24.39878273,23.19910431,23.83557129,24.2437973,24.61453438,24.81577492,,,22.82625008
,,,22.90468407,,22.41025543,23.04641914,,,,,
,23.18943977,,25.21423149,25.56964302,25.2672081,26.25628853,26.25970459,25.97202301,24.76106262,24.7589817,25.07013702
,,,,22.57763863,,23.56104088,23.38824272,23.15455818,,,
25.41882896,25.08675194,25.03745651,,,,,,,,,
,,,22.88979912,22.92549706,23.14300156,23.01692581,23.39728165,23.09261703,23.20586014,22.98172188,22.75853348
,,,25.66440773,25.64163017,24.4526825,25.28309059,25.82653236,25.3211689,25.74552917,25.92580795,26.24617386
,26.35964394,27.12543869,27.29692841,27.48208427,27.71227264,28.01206589,28.18839073,28.44158173,26.45210075,26.97596359,26.53759575
25.26198387,24.8715477,25.07406425,25.55370903,25.66277885,25.29887009,25.3448925,25.38248253,25.17459106,25.77132607,25.8178997,26.21278381
26.60342789,27.55171585,27.73550606,28.51559067,28.69039154,28.62502098,27.7507267,28.25083351,27.88104439,28.32671738,28.53330231,28.40920639
,,,26.23200417,26.54923439,26.31274796,27.08760071,26.92569542,27.14374924,26.45567894,26.0255928,25.39345741
,,,27.83291817,27.91684151,27.67552757,28.84771729,28.77036285,28.88585281,27.22370529,27.11316872,26.86478615
,22.28624725,22.32319832,,,,,,,,,
,23.05457306,23.07404709,,,,,,,,,
27.70391655,27.893713,27.90959167,27.48208427,27.54296303,27.69072533,26.78519058,27.13721466,26.84469795,27.63740921,27.51254272,27.79166222
24.94735146,25.15479851,25.04901505,25.13703918,25.37878418,24.89175606,24.3631916,24.10661316,24.054739,25.33848,25.04163933,25.12249947
,,,24.90173149,25.18714523,25.24803925,25.49551964,25.47351646,25.76379967,23.17762756,24.72426796,24.34665108
,,,24.34048462,24.08602142,24.65086174,25.93586731,24.68779182,25.65570068,23.69540596,23.38218689,24.00650215
,,,22.79431725,22.4462719,22.83878708,,,23.02128792,,,
,,,,,,23.43974304,23.14842606,,,,
25.54833794,25.95728493,25.98908424,,,,,,,,,
,23.11321259,,,,23.33592606,22.71735001,23.45136261,22.92527962,,23.45500565,23.1293087
,,,24.63028717,25.25133133,25.35036659,25.73727417,25.81648445,25.98281097,24.0375824,24.33046532,24.9912262
25.6079483,24.79709244,24.772686,25.73505402,25.62867546,24.59080887,25.31465149,24.97127724,25.0610981,25.78974915,25.54339027,26.16086769
25.71093369,25.78339195,25.90935135,26.78668594,27.29351234,26.74829674,26.06777954,26.51465225,26.37635231,27.00420952,26.92580795,27.33133698
,,,26.29621124,26.04699707,26.89342308,27.38681412,27.70008469,26.58992195,24.49179459,23.73768616,25.65927124
25.24677277,24.95256042,24.89291382,,,,,24.07781601,,,,
,,,,,23.47010612,26.39744568,26.98956108,25.98008728,,24.49258995,24.79491234
26.11957359,25.59650612,26.12715149,25.63525009,25.70078468,25.27728462,24.49289513,25.01051903,24.7817173,25.5351944,25.4056797,25.50424576
,,,22.69627571,22.86219215,,22.81741714,,,,,
,23.19746971,22.80540085,24.52760887,24.68324661,24.78451538,23.80587387,24.24764252,23.97570038,24.32244301,24.63721466,24.3569603
,,,21.4265976,22.030056,,,,21.92168808,,,
,,,,,,22.37302589,22.11457825,22.39707375,,,
24.22206688,24.48701668,23.91597557,,,,,,,,,
,,,,,,24.73830414,24.92971802,24.71994019,,,
27.62874413,26.91319275,26.96035957,28.93117332,28.71829605,28.06177902,28.13931465,28.24458694,27.95637512,28.8699131,28.63958359,28.31932831
,,,,22.3273716,22.85247231,23.31243706,23.24754143,23.09645081,,,
23.06575584,23.03035927,23.33592606,24.53510666,24.67976189,24.26813698,23.52671432,23.64636421,23.50069427,24.50451851,24.53469086,24.23578835
24.09176254,24.25673866,24.1936264,,,,,,,,,
,,,,,,22.69189644,22.63725853,,,,
27.60250854,27.20368576,26.76862907,27.0375824,27.04687309,27.06825256,27.59405899,27.59277725,27.70133972,27.68304634,27.31682777,27.24943352
,,,25.76931,25.53572845,26.26282501,26.31589508,26.76597595,26.40948868,25.31184769,25.58626175,25.2815361
,24.15537643,24.08407593,23.77966499,24.07724571,24.1126709,23.75837135,24.49222183,24.36659622,24.65162849,24.46500778,24.49265099
,,,,,,24.02791405,24.67049789,24.26820946,,24.04042816,
,,,24.00324631,24.12249947,23.67626762,23.97570038,23.67626762,24.20910645,24.56801987,24.31285286,24.63123131
,,,,,,22.87949562,,23.01289177,,,
,,,24.464571,24.4636364,24.80232811,25.66082191,25.0509243,25.31202126,24.86759377,25.19636726,25.04021835
,23.42700768,23.68645668,23.0408287,23.01220894,,22.90765762,,22.68997765,23.60070801,23.20413017,23.72359085
,,,,,,22.09847641,22.21782875,22.05996132,,,
,,,,,,21.54543114,21.64165306,21.78232765,,,
23.68367577,,,24.13288879,24.12439346,24.20568085,24.55754089,24.41053963,24.53052902,23.49081612,23.94225883,23.36999512
27.3867321,27.90546608,27.80648804,27.30643463,27.38418007,26.99356079,26.86407852,27.29000092,26.63491821,27.85857582,27.59477043,27.90621185
,,,,24.07528877,24.13100624,24.35601997,24.28467941,24.34739494,24.1681385,,23.3730526
,,,23.90884781,23.3378334,23.79748726,22.06295967,22.96033287,,23.338377,23.14909363,23.26785278
28.13183022,28.85560989,28.97612572,27.70417976,27.91085052,27.86590767,27.96024895,28.1842804,28.36473656,28.51498985,28.51619339,28.48538971
,,,23.39702034,24.0104351,,23.30716324,23.04453468,23.3767662,23.49947929,23.45487976,23.92043495
,,,,,,23.65839958,,23.6585083,,,
,24.67222595,24.50032997,24.72982597,24.90288162,24.54403877,23.57611656,23.83422089,23.79659653,24.60059547,24.93499184,24.34739494
,,,,23.38297844,,22.65127754,,22.06454086,,,23.59582329
24.07651138,24.45945168,24.91337585,25.18181038,24.95872307,24.85452843,24.2877121,24.83648682,24.42930794,25.37563896,25.21682358,25.15278816
26.30714607,27.09968948,27.32276917,22.86638641,,23.32827568,23.22340775,23.27355385,23.22508621,,,23.59137917
,22.76571274,23.03990936,24.21029663,24.0116291,24.17873573,25.15050507,24.29817009,24.99619293,23.87567711,23.87088966,23.81137276
23.54816246,24.03330231,24.06085205,,,,,,,,,
,,,24.22169876,24.08009529,24.29101944,24.48382187,24.8368721,25.01380348,23.65665436,24.07398224,24.01350403
,,,,22.25525475,22.25767517,,,,,,
24.32202911,23.41841125,23.8961525,23.75725174,24.25983047,24.55981636,24.29312706,24.38732338,24.29151154,24.09377861,24.00213051,23.90839005
25.04084587,25.75745583,25.30945587,25.8771534,26.26585007,26.62700653,25.97716522,26.31389046,26.31553268,26.2543087,26.54343414,26.25172806
,,,22.09332657,22.26950836,,22.06926918,,22.43033028,22.01590538,22.47263718,
26.51893425,26.78131676,26.30396271,25.62823105,25.87670898,26.42223549,25.56732368,25.42659187,25.39492989,26.01618576,26.1601181,26.54139709
,,,23.26341629,23.15930939,,,,,23.43517113,23.5447464,
,25.23965263,25.22225189,26.89954376,26.8296566,26.41710854,25.89071274,26.59391594,25.98641777,27.08679199,26.91205025,26.86017609
27.32380104,26.92558289,27.0513401,28.81378365,28.658741,28.60667801,28.72832298,28.42950058,28.65481949,28.33257675,28.38212013,28.61045074
,22.69826889,,24.22184563,24.02614212,22.09960175,24.0960331,24.02250671,24.5133419,22.59977913,23.09789848,23.55520058
,,,26.11125946,26.00408173,26.48251534,27.1899929,27.20293808,27.37135696,24.86254311,24.5952549,25.09498596
27.63256264,27.88221169,28.00077629,31.39279175,31.39151192,31.24462128,31.08055305,31.44529533,31.07635498,30.96911621,30.99725342,30.97964668
29.45087051,29.99631119,29.69639015,27.20415115,26.8967762,27.23416138,26.41457748,26.51939774,26.51956367,27.45748138,27.35455894,27.46855354
29.07956123,29.15889549,29.34509087,27.68772507,27.17131042,27.35077095,28.14744186,28.24399757,28.08131599,27.17845154,27.2218647,27.44079018
,,,23.41570663,23.29963875,22.90512466,,,,,,
,22.88950157,22.93445015,,,,,,,,,
,,,22.78897285,23.17601395,22.79863548,23.74622154,23.56592941,23.64943695,,,22.94628143
,,,23.05850792,23.14754295,,22.9045372,22.89380264,23.05384445,23.34651566,22.72878838,22.89396858
26.53552055,26.33498955,26.81311035,26.91159439,27.72155952,26.66207314,26.2877655,27.50899696,27.46723366,27.40843582,27.07081223,27.22912598
,,,,,,,22.64032936,22.5243969,,,
25.98156929,26.59505463,26.48202324,24.41286659,24.40099907,24.37238884,24.98711205,,24.73050117,,,24.31851768
,,,,,,22.46373558,,,23.31520462,22.80100632,23.78905106
,,,25.86310959,25.52671432,25.75442696,26.48110008,26.65935326,26.61834908,24.82425117,25.23253441,24.87638092
,,,,23.13288879,,23.109869,,23.3467865,,,
25.89370155,26.09333611,26.37635231,25.83992577,25.05556488,24.63450241,24.45230484,24.99907875,24.4996624,25.64232063,25.48323822,25.62042046
,,,26.46695328,26.77341652,26.37961006,27.16326904,27.03642845,27.08709526,26.18343925,26.01305771,25.65780067
