LFQ.intensity.1.2M.urea,LFQ.intensity.2.2M.urea,LFQ.intensity.3.2M.urea,LFQ.intensity.4.NaCl x3 wash,LFQ.intensity.5.NaCl x3 wash,LFQ.intensity.6.NaCl x3 wash,LFQ.intensity.7.LiCl,LFQ.intensity.8.LiCl,LFQ.intensity.9.LiCl,LFQ.intensity.10.NaCl x1 wash,LFQ.intensity.11.NaCl x1 wash,LFQ.intensity.12.NaCl x1 wash
23.970,25.717,25.753,26.738,26.741,26.159,25.921,26.027,25.435,26.357,26.418,26.206
21.698,20.738,20.246,22.666,23.016,21.283,21.767,22.575,22.503,20.729,21.390,23.039
26.671,27.801,27.767,25.251,25.330,24.893,24.558,24.675,24.865,25.229,25.608,25.595
22.546,22.003,20.874,28.662,28.777,28.766,29.183,28.947,29.239,27.522,27.673,27.735
22.222,21.746,21.674,25.681,25.603,25.040,26.464,26.505,26.408,24.332,23.379,24.918
21.599,22.013,22.255,20.335,22.568,20.989,21.357,22.735,22.125,23.192,22.577,22.272
22.637,23.634,22.688,23.786,23.622,23.719,24.226,23.924,23.780,24.269,24.082,23.658
25.675,26.383,25.949,26.226,25.597,25.070,24.671,25.059,24.583,25.910,25.738,25.713
23.643,24.476,24.605,25.044,24.868,24.354,25.897,25.651,26.114,23.903,24.320,23.422
21.366,20.776,21.015,19.401,21.085,21.860,21.943,22.808,20.650,23.335,20.173,23.687
20.918,23.958,23.598,21.707,20.361,21.483,21.564,21.032,21.170,20.941,22.639,21.581
26.879,27.311,26.609,28.182,28.222,28.156,29.722,29.241,29.479,27.783,27.812,28.039
22.304,21.617,21.108,24.065,24.259,23.795,24.221,23.940,24.130,23.975,23.851,23.917
21.536,21.238,22.252,23.705,23.787,23.200,24.286,23.852,24.698,21.114,22.902,23.575
20.151,20.597,20.914,22.477,19.809,21.280,22.679,22.164,22.243,20.851,20.953,21.439
20.947,22.391,21.224,21.323,23.880,23.219,21.486,20.401,21.960,23.606,23.416,23.126
22.219,21.133,19.448,22.285,22.190,22.078,22.820,20.259,21.157,22.125,20.433,21.139
19.568,22.442,22.394,22.089,21.286,21.143,20.749,20.613,21.204,21.581,21.260,21.569
20.916,20.962,21.025,20.926,24.189,23.982,25.145,24.643,24.107,23.502,23.739,23.064
19.041,21.422,20.406,21.790,20.920,21.327,23.832,22.715,20.595,22.398,21.034,20.257
22.097,21.312,20.043,21.669,21.201,21.275,21.758,21.320,21.428,22.328,21.547,20.481
20.572,20.449,21.785,24.425,24.328,25.114,25.512,25.540,25.488,21.678,23.455,23.289
20.733,20.963,20.984,25.471,25.859,25.232,25.647,26.096,26.003,25.469,25.247,25.292
26.506,26.884,27.059,28.644,28.669,28.529,29.518,28.928,29.423,27.595,27.707,27.959
23.593,24.375,24.231,23.506,21.418,21.374,21.810,23.067,23.245,21.143,19.464,24.335
20.937,23.060,21.741,20.402,22.973,21.620,21.751,22.193,21.732,20.259,20.266,20.686
28.153,28.746,28.794,30.417,30.375,30.520,31.463,31.227,31.574,29.455,29.610,29.512
21.548,20.948,20.290,24.331,24.432,24.798,25.254,25.633,26.022,20.599,23.016,23.723
21.600,20.771,19.121,23.844,23.791,24.577,24.568,24.321,24.063,22.834,19.966,23.130
21.514,21.584,21.129,24.472,24.575,24.757,24.340,24.494,24.562,23.793,24.000,24.032
20.621,21.322,21.739,24.617,23.874,24.700,24.811,24.992,24.658,24.082,24.261,23.998
26.816,26.710,27.542,26.635,26.332,25.732,25.653,26.237,25.721,26.850,26.826,27.104
26.449,27.489,27.852,23.999,24.075,21.916,23.861,23.939,22.223,20.444,23.784,24.158
20.003,20.581,22.992,25.756,25.994,25.732,26.245,26.190,26.112,24.903,25.151,25.228
20.765,20.151,21.695,23.338,23.334,21.496,24.306,23.740,24.508,21.282,21.552,21.465
21.287,22.145,23.157,21.700,23.001,23.009,24.568,24.360,25.610,23.350,21.419,21.513
23.912,24.966,24.977,27.197,27.340,27.318,28.566,27.902,28.387,26.761,26.693,26.663
20.425,23.341,21.831,24.242,24.518,24.192,23.673,23.602,23.722,23.921,24.136,23.926
21.015,21.674,20.519,21.303,23.039,21.431,23.221,20.608,23.190,25.213,24.969,24.657
21.387,21.099,22.151,22.493,21.842,21.182,20.786,21.378,21.067,22.769,21.597,20.599
24.484,25.261,25.434,28.452,28.183,27.784,29.636,29.301,29.587,27.635,27.853,27.518
23.969,24.321,24.016,23.480,23.286,22.080,23.919,23.033,23.182,20.291,22.843,21.021
22.895,23.721,24.267,24.864,25.119,24.259,25.451,25.630,25.764,23.395,24.029,23.603
28.223,28.286,28.452,28.312,27.646,26.269,26.260,25.711,25.831,26.498,26.493,26.411
20.156,23.839,24.790,29.094,29.181,29.389,29.746,29.865,29.733,28.423,28.357,28.315
26.873,27.129,26.789,29.207,29.076,29.263,29.306,28.768,29.181,28.995,29.015,29.093
25.570,26.588,26.357,24.128,25.133,25.027,24.513,25.069,24.820,20.453,20.193,23.558
24.037,23.744,23.872,20.562,21.215,21.698,20.465,20.806,22.317,21.147,21.249,21.350
21.063,21.385,21.277,23.916,22.920,23.055,23.834,22.745,24.424,22.514,22.953,22.598
21.170,20.775,20.629,21.350,22.276,22.378,21.137,21.888,20.866,22.863,22.644,22.196
20.955,23.051,23.697,26.949,27.168,26.799,27.636,26.952,28.007,25.955,25.576,25.793
24.005,25.563,24.910,27.385,27.411,27.589,28.506,28.449,28.545,26.731,26.901,26.948
20.941,19.702,21.331,21.797,22.309,21.028,21.121,21.462,21.524,21.909,19.640,21.544
24.229,24.204,24.179,24.659,23.997,24.364,23.908,23.371,23.497,24.123,24.490,21.889
25.073,25.445,25.394,25.046,25.179,21.534,24.150,24.371,23.912,24.723,24.844,24.902
22.449,21.060,20.075,21.131,21.133,23.672,23.348,22.895,23.529,21.052,21.614,20.452
21.666,22.890,20.701,25.105,24.986,24.947,26.170,26.064,26.161,23.630,24.176,24.177
21.939,19.852,19.859,21.863,21.750,20.699,20.412,22.498,22.513,20.912,22.014,20.601
23.403,24.005,23.414,21.710,22.226,20.976,20.601,18.320,22.114,20.584,20.944,21.073
20.347,23.734,21.037,20.680,21.293,19.523,25.059,20.339,25.660,21.981,20.920,24.971
21.198,20.229,25.628,24.914,19.948,20.696,24.989,20.802,20.167,25.176,25.286,25.248
24.145,24.585,24.858,23.562,23.890,23.836,24.744,24.485,24.586,23.541,21.632,23.443
21.973,21.065,21.355,22.621,22.869,21.604,20.674,21.832,20.441,21.470,21.425,21.032
25.096,25.465,25.493,25.000,25.010,24.330,26.343,26.312,26.283,27.089,26.711,27.045
23.312,22.866,23.402,21.406,23.725,22.871,23.022,23.370,22.998,23.350,22.303,23.685
21.025,19.952,23.786,23.802,25.276,19.756,23.881,24.218,23.999,23.933,24.058,24.333
19.403,20.717,22.772,30.303,30.556,29.600,29.008,29.294,29.228,29.604,29.264,29.194
25.889,25.688,25.926,27.287,27.422,27.525,27.422,27.312,27.434,26.147,26.425,26.248
26.122,27.011,26.778,24.359,24.126,23.527,22.998,22.727,22.921,23.837,24.058,23.650
26.521,28.016,28.070,29.207,29.137,28.942,30.450,29.852,29.970,28.330,28.682,28.917
24.862,25.488,25.903,24.899,25.001,24.932,27.400,27.392,27.221,25.047,25.331,25.350
25.841,26.555,26.652,27.936,27.718,28.127,28.409,28.399,28.378,27.984,27.808,27.852
21.339,22.094,21.046,22.807,20.995,21.380,23.719,23.403,21.345,20.200,21.998,21.184
26.282,26.933,27.044,25.742,25.749,25.259,26.011,26.174,26.106,25.514,25.511,25.939
22.421,22.707,22.672,23.532,24.049,20.703,20.291,20.599,19.970,21.109,22.901,22.044
19.579,24.197,23.892,21.093,22.747,21.107,21.022,20.267,22.035,21.409,20.305,22.469
26.033,26.978,26.844,26.894,27.297,26.689,26.339,26.659,26.723,26.696,26.495,26.819
26.981,27.402,27.544,28.420,28.130,28.241,28.077,28.381,28.539,28.104,28.173,28.446
28.268,28.375,28.262,28.462,28.758,27.736,28.032,28.474,28.198,28.650,28.414,28.632
23.984,24.533,24.756,25.056,24.762,21.822,25.113,25.321,25.318,24.695,24.555,24.376
20.435,20.884,20.501,24.418,24.836,20.523,24.267,24.431,24.527,23.645,24.025,21.572
22.105,23.877,20.814,25.021,24.753,25.579,24.847,24.258,24.626,24.905,24.906,24.748
26.958,27.813,28.117,27.972,27.816,27.690,27.901,27.958,27.657,27.639,27.508,27.861
21.551,20.804,19.715,25.654,25.422,25.820,26.802,26.257,26.943,24.859,25.112,25.289
21.932,19.989,23.133,25.696,21.204,25.255,26.767,26.413,26.774,24.658,25.001,24.827
26.082,26.699,26.753,27.438,27.713,27.694,28.929,28.808,29.062,26.736,26.983,27.068
24.876,25.163,24.403,27.406,27.461,27.171,28.501,28.597,28.618,26.145,26.313,26.419
23.875,25.250,25.412,25.920,26.063,25.895,26.125,26.377,26.198,24.971,25.128,25.257
28.545,29.428,29.642,29.702,29.960,29.778,30.070,29.692,29.921,29.188,29.170,29.340
28.773,29.310,29.582,29.710,29.619,29.254,29.478,30.011,29.644,29.707,29.806,30.021
25.847,26.462,26.425,25.216,24.875,24.465,25.345,25.249,24.933,24.602,24.557,24.604
21.923,25.296,23.638,24.181,24.905,23.627,24.020,24.182,23.875,23.955,24.339,24.318
21.309,24.396,24.014,23.741,23.570,20.564,24.081,24.013,24.285,23.085,23.473,23.870
20.983,21.057,20.827,25.106,24.650,24.497,24.846,24.914,24.663,24.402,24.484,24.777
20.346,21.822,19.611,23.714,23.867,23.740,19.995,22.111,20.962,21.927,23.279,23.161
25.750,24.781,25.151,24.531,25.746,25.348,25.638,25.304,25.667,25.164,25.082,25.444
30.515,31.143,31.389,23.714,24.235,21.239,22.496,21.864,23.053,20.250,25.137,23.809
23.257,23.614,23.195,26.731,26.670,25.304,25.430,26.009,25.831,26.497,26.343,26.614
22.316,22.787,20.989,24.163,24.674,20.142,20.037,20.041,20.842,24.069,24.121,24.260
21.104,23.245,22.371,23.628,24.004,23.717,23.398,23.159,23.298,22.590,23.822,23.591
20.510,22.042,21.552,24.886,22.207,25.007,26.030,25.706,25.722,25.164,24.966,25.200
22.731,23.890,23.903,24.241,24.429,23.781,24.241,23.989,23.880,23.763,23.835,23.599
26.876,27.412,27.212,26.246,26.259,25.487,25.163,25.838,25.148,25.794,25.871,25.244
21.746,20.319,22.160,22.871,21.691,20.065,23.185,23.687,23.383,20.138,21.594,21.334
28.585,29.330,29.439,27.567,27.592,27.481,28.532,28.282,28.417,26.689,26.925,26.641
26.677,27.527,27.554,28.233,27.967,27.969,29.378,29.328,29.442,27.279,27.477,27.580
24.479,25.368,25.501,24.748,25.657,25.114,25.435,25.617,25.455,24.718,24.792,25.329
25.745,26.206,25.960,24.814,24.536,24.522,24.342,24.180,24.216,24.259,24.501,24.008
24.730,25.479,25.563,25.187,25.261,24.603,24.718,24.853,24.605,24.909,24.852,24.555
24.085,24.766,24.580,26.838,27.278,26.748,26.819,26.880,26.703,26.702,26.572,26.886
26.022,27.064,26.806,25.368,24.652,24.060,19.945,24.596,24.061,24.544,21.644,21.339
23.664,25.252,24.789,24.395,24.304,23.638,24.295,24.048,23.635,23.224,24.241,20.873
25.174,26.143,25.923,26.011,26.141,25.556,25.638,25.578,25.164,25.763,25.643,25.682
25.945,26.793,26.449,25.745,25.780,24.780,24.642,24.676,24.647,24.872,24.940,25.083
23.839,24.536,24.894,25.173,24.623,24.332,24.725,24.703,24.234,24.087,24.135,25.275
21.910,20.608,22.060,21.655,21.414,20.975,21.119,21.242,21.447,21.304,23.485,23.455
24.927,24.885,24.565,23.725,23.831,23.409,24.366,23.426,24.955,23.998,23.749,24.302
23.479,24.544,25.330,28.228,28.011,27.926,28.800,28.883,28.989,27.097,27.364,26.557
24.827,25.077,25.048,24.046,24.428,24.246,24.572,25.126,24.698,24.010,24.182,23.646
25.004,25.421,25.334,20.477,19.410,20.982,21.179,19.621,20.766,20.692,21.030,22.059
26.888,27.576,27.374,26.674,26.964,26.447,26.228,26.330,26.198,26.848,26.510,26.682
24.787,26.067,25.270,25.553,25.565,25.014,24.772,25.017,24.650,24.850,24.877,24.444
24.798,25.525,25.032,25.189,25.318,24.995,25.209,25.386,25.348,25.038,25.260,25.268
30.631,31.085,31.053,32.700,32.744,32.318,32.077,32.097,32.083,32.424,32.474,32.723
28.829,29.579,29.550,28.853,28.782,28.444,28.818,28.603,28.557,29.069,28.923,28.993
32.622,33.269,33.370,32.107,31.955,31.505,32.106,31.968,32.209,31.168,31.246,31.327
22.552,24.542,23.990,23.378,22.943,22.823,21.013,23.188,23.218,20.724,22.925,21.243
23.261,23.086,24.039,23.908,23.286,23.771,23.857,24.339,25.598,22.953,24.101,23.744
20.597,21.484,20.743,23.403,24.214,20.082,25.681,24.386,25.005,24.259,19.575,21.947
24.359,25.373,25.148,25.164,24.786,25.267,24.788,25.126,24.715,20.791,20.873,24.494
26.098,26.862,26.577,25.795,21.895,24.845,24.934,24.666,24.354,25.365,20.924,24.761
24.476,20.997,21.285,21.225,20.912,20.442,20.792,21.787,21.525,24.441,22.429,24.311
24.642,24.792,25.284,26.677,26.548,26.250,26.644,26.592,26.704,26.660,26.732,26.655
20.763,21.222,19.571,21.343,21.086,23.070,22.340,23.008,23.292,20.890,21.235,19.883
20.744,19.970,21.700,21.538,20.965,21.304,22.911,23.997,23.945,23.270,23.118,24.001
20.775,24.557,20.438,24.261,22.709,20.247,23.908,19.582,21.432,20.865,24.163,23.375
25.461,26.432,26.312,24.573,24.271,24.368,25.244,25.297,25.255,24.659,24.858,24.600
24.246,26.921,26.470,21.439,24.288,22.277,23.657,20.525,21.551,20.737,20.872,24.148
23.664,23.686,23.336,24.262,24.618,23.706,24.293,21.698,23.482,23.433,20.872,23.501
28.309,28.905,28.645,30.370,30.401,29.976,31.248,31.006,31.501,29.406,29.707,30.058
29.051,29.851,30.156,28.979,28.931,28.482,29.448,29.163,29.292,28.867,29.115,29.179
20.782,22.452,22.545,26.325,27.081,26.335,28.289,28.363,27.066,26.929,27.074,26.954
26.110,26.134,26.200,26.787,26.581,26.458,26.486,25.908,26.117,26.740,26.763,26.724
24.893,25.463,25.142,27.605,27.752,27.621,27.533,27.600,27.545,27.411,27.308,27.636
21.390,22.375,21.868,21.447,20.471,20.779,21.812,20.655,19.846,22.411,21.446,19.581
24.767,26.341,25.576,20.512,23.532,19.739,20.348,20.269,21.619,20.391,21.151,20.897
20.838,20.669,21.737,25.532,25.039,25.538,25.704,25.478,25.940,25.404,25.461,25.596
22.197,23.084,23.577,20.577,20.473,20.529,21.794,21.464,20.343,22.705,22.788,22.194
24.813,24.191,24.799,27.239,27.894,27.193,27.993,28.020,28.373,26.428,26.924,27.208
20.523,20.275,19.537,23.200,23.007,21.449,23.365,22.912,22.960,21.223,20.761,20.754
23.754,24.025,24.101,24.701,24.801,24.189,25.406,24.764,25.274,19.821,24.106,22.085
20.765,20.273,22.651,26.682,26.881,26.997,27.960,27.438,27.951,25.851,26.256,26.212
25.606,26.431,25.061,25.707,25.676,25.032,25.590,25.668,25.265,25.559,25.564,25.614
21.580,20.438,21.899,23.348,22.869,22.429,21.031,21.679,21.773,22.426,22.089,22.501
21.949,20.678,20.607,26.399,26.475,25.714,25.504,25.170,25.406,26.054,25.983,26.177
27.018,27.519,27.514,27.342,27.318,27.142,27.281,27.119,27.528,27.335,27.448,26.902
30.082,30.557,30.474,27.424,27.839,27.317,27.260,27.733,27.219,26.506,26.638,26.077
26.074,26.493,26.909,29.290,29.201,29.147,30.373,30.258,30.196,28.727,29.076,28.924
20.465,24.616,24.959,28.885,28.989,28.707,28.555,28.770,28.603,28.162,28.390,28.401
20.672,21.001,22.117,20.885,19.361,20.475,21.604,21.170,21.623,21.960,21.677,20.075
21.479,21.505,20.986,20.345,21.768,21.102,24.719,23.768,24.532,23.562,23.470,23.678
35.146,34.715,34.583,35.572,35.515,35.565,36.182,35.854,36.171,36.212,36.190,36.305
21.866,20.604,20.502,24.858,24.221,23.623,20.858,23.995,22.871,23.669,24.380,20.768
34.383,34.912,34.849,35.826,35.493,35.484,35.970,35.564,35.686,36.219,36.183,36.151
23.657,23.821,23.620,23.786,23.958,23.188,23.099,20.596,23.519,24.118,24.211,24.676
20.873,20.329,21.391,22.792,21.934,20.642,22.055,21.858,22.261,22.549,21.768,23.222
23.078,25.832,25.128,28.013,28.113,28.077,29.363,29.558,29.415,28.253,28.376,28.391
27.149,27.644,27.601,29.234,29.180,28.854,29.894,29.746,29.733,28.545,28.797,28.459
19.950,22.280,20.955,23.283,21.223,23.836,24.612,24.515,24.523,20.959,21.108,23.157
24.939,25.044,24.472,25.228,25.425,24.866,25.441,25.604,25.724,24.962,25.039,25.244
22.406,21.789,20.511,24.354,24.763,21.750,24.260,24.266,23.791,24.012,24.673,20.991
23.206,24.061,24.174,21.359,21.191,21.597,20.020,22.009,21.155,20.522,21.571,20.234
23.414,24.123,20.301,23.634,24.041,21.854,20.983,22.605,22.543,23.655,23.902,23.546
27.898,28.183,28.400,28.905,28.813,28.267,28.913,28.878,29.175,29.137,28.856,28.615
23.115,23.428,23.603,24.211,24.159,23.409,24.025,23.932,23.839,23.798,23.296,21.517
23.381,24.297,22.887,24.742,22.574,24.008,24.476,24.857,24.195,24.763,24.279,20.947
22.192,23.724,20.258,23.822,23.535,23.929,21.597,23.945,20.855,20.787,24.209,23.719
20.513,21.555,21.439,23.545,24.348,22.412,20.017,21.350,21.207,20.125,21.668,20.948
30.603,31.230,31.302,31.679,31.409,31.124,31.233,31.205,31.252,31.216,31.232,31.172
21.018,23.013,23.340,25.614,25.060,24.998,26.388,26.812,26.679,24.588,25.274,25.114
26.949,26.770,27.194,26.991,26.920,26.443,25.681,25.990,26.060,26.566,26.708,26.627
19.693,22.346,20.836,21.004,19.753,21.532,23.222,22.873,23.069,20.021,20.624,21.152
21.515,22.332,22.306,23.375,23.599,22.806,20.416,22.422,22.551,22.701,22.822,22.900
22.331,20.636,21.192,30.739,30.784,30.868,31.739,31.788,31.914,29.838,30.001,29.966
26.786,27.639,27.090,21.159,20.561,21.210,21.194,21.625,19.892,21.708,21.545,22.226
24.005,23.458,23.718,26.013,25.702,25.081,25.124,25.391,24.855,25.635,25.304,25.725
25.534,26.166,26.326,28.456,28.542,28.420,29.040,28.895,29.005,27.525,27.760,27.835
24.532,25.750,26.222,24.431,21.911,23.690,23.897,20.694,20.904,21.121,21.802,22.856
19.788,21.559,20.204,26.610,26.494,26.071,27.220,27.549,27.706,23.900,25.009,23.637
24.186,24.802,25.649,23.402,23.825,22.734,23.749,24.046,24.170,23.514,24.038,24.037
20.459,22.632,23.730,25.047,25.249,25.758,25.902,25.481,25.496,24.304,24.459,24.257
27.950,29.039,28.964,29.810,29.594,29.563,28.633,28.718,28.676,30.106,29.551,29.755
20.568,22.251,19.913,22.557,22.379,21.412,22.555,22.839,22.762,22.120,22.528,22.588
20.536,22.930,22.749,22.327,21.649,20.131,21.816,21.294,22.534,20.748,21.576,21.168
23.665,24.167,24.093,21.011,24.536,24.142,23.953,23.635,23.748,22.851,23.769,23.915
19.478,20.234,19.836,21.238,23.423,23.128,24.829,23.333,24.020,22.423,21.593,22.234
21.461,22.621,19.901,23.777,23.763,23.671,24.594,23.873,23.992,21.578,23.774,21.305
19.871,21.972,19.830,24.283,22.326,21.012,23.902,24.577,24.181,22.116,24.128,21.172
25.696,26.683,26.410,26.085,26.008,26.070,26.345,26.456,26.203,25.704,25.677,25.709
24.645,24.621,24.720,24.948,24.725,24.581,24.076,24.125,24.277,24.617,24.541,24.757
22.790,23.078,23.415,24.564,24.487,23.839,24.277,24.572,20.691,24.063,24.317,24.518
21.050,21.247,21.538,22.639,22.907,22.406,22.602,22.296,23.008,22.035,22.539,22.667
21.533,21.497,20.816,21.161,23.278,22.880,22.936,20.234,23.353,22.255,23.266,22.566
20.914,21.053,22.565,24.777,24.702,24.214,27.547,26.854,26.951,23.681,24.268,23.821
23.067,25.070,24.968,24.725,24.279,24.178,24.876,24.023,24.861,22.499,23.452,22.027
27.498,27.962,27.972,27.721,27.703,27.170,26.714,26.998,26.668,27.680,27.552,27.604
25.621,26.004,25.814,20.832,24.615,21.968,23.259,23.481,23.334,21.115,20.918,21.844
21.767,23.653,23.224,26.140,26.644,26.653,27.225,27.559,26.936,25.114,26.066,25.280
24.784,24.554,24.756,21.027,20.765,21.323,20.577,21.369,22.422,21.082,20.981,22.069
21.049,20.918,21.497,20.757,23.517,23.145,21.002,20.419,21.397,21.787,20.960,24.039
20.562,19.762,22.291,23.763,23.871,24.331,23.293,23.592,23.963,23.237,23.432,23.687
21.575,25.208,24.876,20.697,20.171,22.526,21.199,25.533,25.131,22.746,21.271,20.790
20.730,21.591,21.394,22.192,22.536,22.514,22.502,21.201,20.788,22.048,20.965,19.496
22.456,22.694,21.663,21.745,22.056,22.747,20.939,21.392,21.088,22.314,21.611,20.472
21.055,22.380,23.152,20.907,22.705,20.680,21.775,22.363,22.581,23.743,23.688,23.919
24.936,25.028,25.533,24.755,25.231,24.289,25.167,25.125,25.086,26.001,25.997,25.871
24.093,24.909,24.442,24.989,25.202,25.091,25.158,25.212,24.912,24.473,24.592,24.253
21.736,22.653,21.367,23.020,23.015,22.775,22.413,22.977,22.968,22.763,22.929,23.437
21.230,21.139,25.015,24.994,24.781,19.775,22.305,24.032,23.701,24.326,24.395,24.127
18.716,20.920,20.686,22.917,22.645,22.481,22.337,20.850,22.155,21.529,22.169,20.905
20.000,21.149,21.724,23.567,21.320,23.691,22.967,20.447,22.637,22.780,22.350,22.644
20.737,21.909,20.995,23.584,23.468,23.291,23.697,24.174,24.175,23.181,23.138,23.339
21.254,22.117,21.650,26.068,25.178,26.331,27.252,26.648,26.726,23.236,23.335,23.176
19.236,22.170,21.810,23.098,22.967,22.103,22.028,22.501,22.178,22.618,21.816,22.610
21.822,21.327,23.249,24.762,24.513,24.780,24.139,23.846,23.917,24.343,24.645,25.134
26.970,27.287,27.598,28.881,28.596,28.267,28.386,28.159,28.623,28.129,28.040,28.032
26.724,29.710,29.688,29.891,30.496,30.577,28.787,29.302,28.920,29.735,29.812,30.138
20.596,22.456,22.356,26.984,27.431,26.697,27.900,27.955,27.464,25.867,26.751,25.648
20.480,21.884,20.376,24.414,23.847,23.947,24.475,25.279,24.763,20.340,22.554,23.385
19.852,20.984,21.787,23.275,23.363,22.523,22.976,21.283,23.450,21.359,21.380,22.404
19.932,21.398,20.757,22.405,22.764,22.642,21.270,21.978,21.678,21.902,21.873,21.792
21.113,21.940,20.308,21.400,22.535,22.021,25.909,25.211,25.357,21.020,23.376,21.545
25.661,25.934,26.146,26.009,26.116,25.394,24.787,25.016,24.946,25.782,25.761,25.900
21.468,23.875,19.497,22.315,21.735,22.864,21.416,22.280,20.991,21.907,22.555,20.860
25.083,25.130,25.514,27.559,27.482,26.853,26.864,27.105,26.992,27.128,27.248,27.215
22.978,23.663,23.165,27.394,27.619,25.929,26.030,26.595,26.238,26.884,27.025,27.058
19.428,24.479,24.675,25.161,24.696,24.467,24.384,24.644,24.418,24.702,24.686,24.647
20.283,20.963,22.808,23.151,23.518,21.105,23.345,23.480,23.403,22.868,20.296,23.252
21.488,20.478,22.269,24.038,24.414,24.255,24.261,24.533,24.458,23.336,23.712,23.847
20.715,24.782,25.284,25.944,25.976,25.972,26.521,26.399,26.565,25.143,25.326,24.988
22.763,23.057,21.407,26.360,26.476,26.083,27.623,27.585,27.586,24.910,25.282,25.506
25.477,25.245,24.709,21.962,24.149,21.419,20.903,23.618,21.359,21.307,22.255,22.366
22.044,21.357,20.957,22.421,22.505,21.593,22.584,22.463,22.197,21.619,22.130,22.481
21.535,20.685,21.546,20.948,21.682,21.648,21.785,23.962,24.069,22.375,20.316,20.465
21.073,21.506,21.043,23.695,23.978,23.298,23.915,23.898,23.967,23.462,23.125,23.111
21.288,22.963,22.670,19.627,20.421,21.542,21.533,20.993,20.137,21.351,20.091,20.987
20.517,21.274,19.976,21.317,23.024,20.801,21.242,21.976,22.296,20.565,19.943,22.335
21.561,21.982,22.216,22.153,21.609,20.839,22.220,20.472,23.002,22.020,22.019,23.272
24.022,24.972,24.671,23.170,23.182,22.866,23.029,23.425,22.751,23.315,23.088,23.181
22.227,22.043,20.840,26.415,26.564,25.674,28.190,27.910,28.082,25.309,25.943,25.650
29.525,30.588,30.516,29.870,29.572,29.181,28.726,28.928,28.792,28.918,29.028,29.059
27.327,28.045,28.060,30.178,30.302,30.113,31.375,31.042,31.394,30.149,30.351,30.253
21.917,20.171,20.057,21.249,21.258,21.494,21.390,20.780,22.226,20.630,21.379,20.818
29.048,29.399,28.941,29.691,29.236,28.409,28.952,28.950,28.856,29.590,29.486,29.687
20.433,21.960,19.340,20.973,22.751,20.739,20.797,21.184,21.245,20.422,22.769,23.630
26.645,26.353,26.585,27.955,27.699,27.714,28.481,27.989,28.251,27.393,27.440,27.681
25.391,26.010,25.937,28.236,27.859,28.006,28.330,28.076,28.142,27.582,27.627,27.432
27.040,27.476,27.653,27.697,27.581,27.086,26.713,27.062,26.841,27.271,27.314,27.412
24.088,24.707,24.658,21.500,20.816,21.648,20.734,22.812,21.063,20.906,20.034,20.748
19.803,20.248,21.921,21.315,19.297,22.104,20.976,21.298,20.421,22.761,22.948,22.796
20.983,23.395,22.974,23.321,23.187,23.455,23.597,23.417,23.897,20.618,21.069,21.207
21.414,20.054,20.838,23.456,23.441,21.594,20.956,22.967,21.078,23.075,23.437,23.588
23.198,24.568,24.353,23.843,24.383,23.662,24.335,23.924,24.281,21.942,23.060,23.438
22.126,22.241,20.756,23.520,22.975,23.730,25.505,25.259,24.834,22.387,23.201,23.323
20.037,23.260,23.220,20.584,21.122,20.889,21.242,20.908,20.983,21.006,20.877,21.403
22.703,24.267,25.092,26.623,27.111,27.177,26.223,26.069,26.320,25.768,25.999,25.888
22.522,24.488,24.125,26.717,26.733,25.759,26.042,26.312,26.058,26.552,26.568,27.001
24.750,24.681,24.990,27.246,27.283,27.457,27.790,27.697,27.814,26.500,26.597,26.538
21.354,22.410,20.173,27.143,27.558,27.380,28.464,28.190,28.542,26.859,26.917,27.016
24.812,25.610,24.582,27.210,27.514,27.561,28.185,27.877,28.297,26.663,26.214,26.601
21.252,21.183,23.946,26.699,26.761,26.449,29.058,27.826,27.791,23.184,26.121,25.131
25.033,25.161,25.225,27.975,27.754,27.865,29.007,28.870,28.975,27.518,27.501,27.612
22.003,23.036,21.328,23.468,23.641,23.636,23.509,23.484,23.555,23.784,23.621,23.876
21.047,22.910,22.966,23.255,20.592,21.110,21.740,22.033,21.128,21.085,21.233,20.767
23.398,24.359,20.754,24.911,25.079,23.767,21.406,24.351,21.462,23.874,24.469,24.527
20.790,20.278,21.647,25.030,25.451,25.052,24.536,24.230,24.210,24.259,24.925,24.863
20.172,20.158,22.012,22.545,21.403,21.284,23.524,23.337,23.489,21.808,21.069,20.674
20.664,23.782,23.821,24.122,24.285,24.482,24.132,24.419,24.442,23.524,23.671,24.528
20.786,24.084,24.318,21.137,22.510,22.781,21.672,20.814,21.498,20.087,20.966,20.769
22.908,20.570,20.512,20.169,22.079,20.694,22.588,22.869,23.104,21.628,22.738,23.084
22.983,21.471,20.316,22.882,20.000,22.731,22.864,23.253,22.827,21.493,21.886,21.125
20.939,20.589,22.043,22.121,21.461,20.844,20.893,21.888,22.623,21.335,22.688,22.304
24.311,23.872,23.707,25.578,25.524,25.304,24.894,25.290,24.933,25.361,25.189,25.499
20.253,22.731,21.113,27.060,27.801,27.591,28.486,28.026,27.786,26.004,26.949,26.702
19.526,23.116,23.703,27.655,27.521,27.437,28.342,27.448,28.320,26.784,26.804,26.718
21.472,22.063,22.116,22.273,20.594,22.496,22.539,20.385,22.668,22.168,22.443,22.626
