1_Control,3_Control,5_Control,7_Control,8_Control,9_Control,11_Control,15_Control,19_Control,20_Control,23_Control,25_Control,26_Control,28_Control,29_Control,31_Control,33_Control,34_Control,39_Control,40_Control,42_Control,43_Control,44_Control,45_Control,46_Control,48_Control,50_Control,51_Control,52_Control,53_Control,54_Control,2_T1D,4_T1D,6_T1D,10_T1D,12_T1D,13_T1D,14_T1D,16_T1D,17_T1D,18_T1D,21_T1D,22_T1D,24_T1D,27_T1D,30_T1D,32_T1D,35_T1D,36_T1D,37_T1D,38_T1D,41_T1D,47_T1D,49_T1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707,10062,6841,5169,11217,9798,5560,5244,8465,5378,8551,6898,5864,10560,8160,9038,4932,3875,8861,6498,3685,11045,8413,6596,9858,7105,6214,13212,14958,7683,5800,17884,9136,5992,12284,18971,11986,9528,4302,11016,7495,6931,33471,22358,12207,5950,9510,10225,3301,14683,6720,6742,37279,6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5898,4532,1601,2271,4480,1979,679,4691,2037,2462,7607,5434,1169,6898,2219,5152,5085,3410,5168,3082,4200,5275,1896,3532,5386,3042,4085,2778,6201,1689,7175,4198,5588,1964,7504,12946,7255,4397,2435,5331,7260,5459,4772,15707,8910,3708,5880,4294,3129,2309,644,4654,30994,15832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261223,161904,41173,53978,305992,59732,52854,59693,69762,34904,120610,46408,33349,47499,49891,68927,106267,101393,62635,735340,261166,192229,49962,59720,81254,48566,71407,843859,1150936,304494,65481,162065,195661,91804,346195,1163611,443917,944180,73739,121183,2575884,69693,98125,2677481,1476147,47473,90933,69434,139086,39727,33046,96119,4379675,116248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667661,2612342,2476910,1933630,3175660,2791502,1101543,1727489,2192402,1416191,3669176,3804350,2284667,1012038,825402,1888855,449263,2610224,873002,561543,1559557,1117825,755725,1050895,906994,864289,729429,1145799,1241767,1005992,1467554,2523312,2663674,1593498,2411644,3203001,1818060,3278906,2209673,2519409,2443995,2305824,3625235,2567689,2369957,992121,4895981,2543353,2179583,3805262,698431,700787,1281939,567109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512124,553432,380656,320633,635915,396174,426072,514839,568324,331641,590359,496720,517088,879555,632313,792908,650855,703762,470868,3821046,372273,649637,485497,1895352,586112,316292,347165,411232,563825,418576,487866,487004,717510,340405,779505,988975,689230,816927,485499,687919,5969215,473769,684211,3747344,1407429,796578,1316735,994948,421436,593973,350652,1801540,1268903,299503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22189,242597,11105,9323,60971,12883,9499,27444,13290,5865,39051,25835,10809,52076,18859,20237,71713,15379,11274,547353,28607,75681,14902,33437,27555,15127,18002,347528,41916,89129,26515,34627,87029,11547,427857,1469748,86677,472244,10735,23827,794520,13745,103136,968539,366188,22065,19322,27462,17473,37097,11471,26156,1399679,14245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147196,106907,77454,87884,215648,62484,113682,100931,224072,112130,129563,100427,137322,146531,128418,141293,152847,157089,159191,500012,325868,193512,102093,94283,102005,92450,112395,927684,1223902,397033,136278,133194,135576,114075,162763,774316,311631,739270,149015,136069,1711880,96939,195720,1724243,977570,161709,237296,215130,156317,141223,130012,175560,3025114,102788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291460,350916,553419,412638,368650,420632,366952,136751,320834,208414,310699,205906,252688,180545,255608,207648,58945,250490,366900,93911,199324,104217,72263,72421,82989,81330,78760,103885,85524,93362,87706,422476,523459,356328,567317,472096,419750,531740,184143,263113,333129,292050,241325,292825,184495,296531,182225,420237,219974,295120,183977,72832,111017,65603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762024,1301008,152778,122989,1015782,186092,186297,166387,263236,118475,434895,235543,163263,226766,345784,360653,1154422,820179,301074,13453566,979403,529839,362077,443523,442393,362465,455136,2538192,2595687,748795,616263,649039,1152491,372607,3131504,3509551,2115034,6456574,174728,759917,11963373,315013,422002,14952131,9778745,325793,420230,282699,499977,255199,212016,324737,14365419,415430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20065,5459,6365,14244,5770,6948,11020,15634,4495,6222,13204,6053,8637,8271,8544,3395,17536,16699,8916,322614,12897,5422,7230,3461,4345,8940,8127,7011,8867,3852,4247,8059,22673,12230,21340,12858,23269,36332,10492,9524,50753,8512,7177,72184,52412,7212,6332,6247,6783,3961,17234,20823,54696,7255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47047,14485,5791,12567,22728,9042,8716,14888,9471,5065,20768,10398,7737,4781,8724,12831,25117,31316,9668,169706,16932,46178,5510,4998,8310,7305,20264,24901,26906,24263,3390,7918,12584,22736,45178,58885,61039,51810,30467,22398,94911,9603,11643,179436,106660,7112,7659,4954,18384,4082,8929,35187,136439,36474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52111,16351,27453,49389,45053,28258,29797,38336,42662,15166,36581,16414,21089,13605,22155,43224,75054,25440,48519,58666,55916,14302,45361,20423,19820,34448,31458,19247,102412,19414,14123,105346,53573,37222,59059,17793,68519,56782,90301,56898,82464,63680,1751641,151507,50838,55193,13586,10351,49243,10078,26807,15696,101658,25518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6931,31663,15181,5774,45150,5084,8350,13731,9216,6731,16915,8962,6310,15704,5232,6973,16086,23128,7279,2619129,29772,24102,8523,10083,13821,12952,11567,52922,109259,17618,9615,25347,75118,23669,75905,89628,28171,98155,35288,19051,289300,7526,19260,235683,206303,9096,13073,8705,13184,7526,8456,30839,337192,7480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717872,386536,110187,63650,233493,38804,77878,121229,68717,37271,225496,80906,61670,44596,65758,152608,210105,263847,78762,2238456,255614,398038,60701,73670,74795,114488,147917,770523,469352,458695,65446,272784,346959,187448,1330169,675508,513257,668150,198755,536255,4443506,82669,165464,3129301,810844,53122,71228,34504,278120,28415,48010,209752,2002135,265522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200831,264819,175805,175225,248445,164173,199869,283088,217810,232361,215463,196803,196298,257233,194010,209943,205594,199785,184043,166333,196746,181923,204959,285083,207894,210116,171582,376128,320882,257946,215569,261211,270927,172167,332575,374143,204502,386726,212952,241312,428244,198898,277184,375243,254191,198663,273000,230569,199446,257749,265720,206270,404685,154775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85260,100191,83600,81388,108875,78531,74362,84808,111171,89960,128582,105228,130819,137905,120774,132624,115338,119079,131093,147583,84186,93683,113292,66447,102974,86748,87056,100695,108525,99802,92163,104755,123418,86460,111214,138786,138740,177060,92242,135536,182640,119931,90755,202240,196866,104935,126350,82149,117049,114150,94139,83933,154538,93242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906478,1094749,711051,582146,1117870,657476,506701,585664,673871,511227,504255,662059,634318,936571,783271,1215426,645727,749607,521040,549680,659403,500452,515877,636540,860518,569963,795029,686012,702985,577398,615795,1050086,1189981,690934,1812298,967984,787680,1140292,783583,1036659,1368163,585685,876047,1469310,898271,751638,718179,580494,434013,774157,457543,511708,661481,1273096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146370,95574,133760,89231,64419,63677,112625,108187,86442,88986,79861,80075,73639,78907,79940,95263,83757,82420,96117,82397,98863,136537,115432,123605,108583,120102,111509,110514,91460,112877,144240,142456,121737,161445,169886,132178,180776,133372,112607,143901,364628,64640,101923,139780,90267,103918,108485,113208,82235,63715,99364,83843,174570,97690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37664,14596,22620,24125,19693,24266,27169,23486,31922,33538,35458,31764,41654,27200,50509,47515,25661,46767,25453,43054,28601,16198,35504,28965,21018,24294,28842,13289,17263,10038,17884,17878,27499,26775,33976,31743,41300,27890,43884,51312,43450,28510,29805,75135,44286,40314,26408,20915,39024,27060,30653,28529,48524,33134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10663,7446,13068,7176,6770,6301,7697,11970,12854,14350,18589,8173,11288,9506,6401,9564,9285,8140,4527,4818,4453,8388,7260,5475,10700,14030,6090,8076,9162,7700,10932,11014,12088,9669,10484,12541,11814,11937,13990,23887,17842,10276,15813,21537,9448,6299,13082,10086,9171,4046,8055,7061,13075,8129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825740,710687,633518,526793,753550,641978,568354,660892,817267,519192,838832,742886,883300,510409,871490,484242,388787,1056537,691662,805985,668885,501682,409826,555580,1059765,677801,808759,1174593,913797,719215,805330,714574,842212,561670,939284,1250080,963838,898468,763393,1006748,1201403,758848,1117253,1448445,1131462,396135,721776,776025,680456,828200,652111,590620,1540864,655290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98328,162895,87712,90458,149271,117389,57158,87916,110908,58654,87631,87821,67026,147319,64247,105153,57567,37905,77824,56497,36913,70784,57768,68218,75151,138520,158867,62785,43325,48747,57120,177228,193572,76024,137928,194404,121612,109642,77847,158460,85708,83147,166616,114582,98350,96017,109788,91672,37600,85850,57288,91787,76757,93046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27794,28997,25878,24894,34333,23303,13469,43319,35344,17385,28067,26147,32048,29337,27883,39768,20517,16966,20679,21725,17912,52657,27641,32489,40954,26424,18348,33691,30229,52433,25400,47618,38772,17011,37049,37501,33288,32682,35545,62758,47192,20138,51756,47935,32982,25798,39168,26577,22877,28532,29991,32755,49359,24772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365550,437112,186332,194568,354003,219665,175001,222132,250427,191585,251652,201692,160457,326700,199496,246027,216220,180623,189399,414429,167494,260686,172855,353810,379537,162486,175823,411591,312999,278260,329782,362769,609029,193933,424825,484808,284985,455274,205619,358423,527660,175650,291422,326604,306435,459325,406410,266327,201178,351777,159304,196881,339011,202285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25037,13402,13001,8558,17127,14849,4788,17894,14778,8724,21648,15072,14735,21443,19619,21328,9635,12357,10734,8538,7914,17277,10046,17991,19800,9949,12724,9124,15140,9442,18906,9207,19426,11693,50756,23347,30265,22655,12939,33060,15087,13800,17992,35490,26018,13635,7698,8238,17774,14924,12282,15512,37532,12007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660720,830856,532742,423427,778243,716220,245569,416669,656088,414266,664660,601773,395122,525838,527331,539890,394894,281586,316984,242653,207303,204009,315770,378544,425418,293594,297820,249845,206694,159604,445136,902134,943029,361596,744859,781834,697506,702987,438030,717532,544461,584213,560848,592567,571953,550226,748470,426659,333261,412324,238648,299063,322979,263056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88823,58139,100339,97044,69793,78122,188336,106623,133210,86329,49643,101062,86100,70030,41100,80108,30537,40052,52949,21130,35696,145354,34584,65509,48757,31877,30204,28294,46246,34347,57197,71962,56791,94814,109480,101083,173998,58519,154884,210139,128820,101514,127465,147128,79194,66545,85958,61133,23268,63583,69990,80888,152755,19742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24742,33240,24909,16454,33574,25654,16828,22948,28938,18265,31208,30131,22814,49197,21844,32222,16888,14068,18366,26145,17548,36603,24816,37718,43785,23373,13973,38083,37817,25817,25775,36431,42532,17322,33589,70626,43097,32651,16785,44266,25244,24470,45272,57136,31708,21644,41012,34673,16060,38805,16458,31080,66015,24940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26035,31109,20769,14158,34447,28390,6767,10413,23494,13569,31967,24037,23938,24927,35045,48038,16830,18254,10887,10859,11926,23343,24370,23362,15891,13470,13895,17019,13573,12034,13761,40599,40771,11001,42356,47575,32662,30349,15049,42399,14736,22795,46235,48712,30230,27332,32536,32101,24430,28915,8625,12664,19150,9435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83636,38962,24638,22802,52340,34579,16081,27057,37236,18121,58939,44496,34507,69551,43149,128064,29918,39058,44114,30238,25846,97830,38379,42995,78263,27092,47945,66768,83561,38154,44991,48828,53314,28441,69701,191764,81632,35656,32460,94541,31574,39831,113453,161401,104461,44666,42888,49399,38643,49973,17512,75424,143779,72378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306895,199037,110464,88100,201442,60871,102657,93216,103501,65027,183552,127192,70685,81126,85622,90455,86986,89265,131128,400766,109916,91684,77822,80940,87600,63137,94908,189320,106453,91446,62323,151189,395646,149499,543760,404261,290082,449436,104015,159221,1254132,107338,89484,300845,201250,70906,59836,50235,169650,65525,45526,71741,165176,125250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17860,22466,8079,4897,12067,7015,4040,6227,5977,4962,8287,4909,4707,11385,6996,4656,13275,5540,8198,47043,8780,10341,4031,10687,17284,7990,5982,24408,11356,13757,13329,19442,20922,8055,26504,11532,9772,14090,3518,6672,100115,5645,14312,29656,17213,7856,24113,13530,9542,17814,6407,8868,28702,7394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12282,4230,8703,11916,8951,11553,16517,7141,14271,5726,10016,11592,12488,12220,13310,25469,7103,17209,12651,15015,10507,16324,11008,14163,10566,7682,9408,6812,12636,9321,5168,5543,6925,10802,14196,14298,21219,8290,13731,25490,11085,11086,11411,37943,19980,13668,6904,8613,11486,217151,11548,16212,44174,10828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10331,1184,985,1509,1104,1448,482,2004,1349,876,7970,2395,951,1526,989,5774,6031,8016,3102,8508,3886,8889,1654,2964,4851,1559,4010,3062,3378,4330,2690,2097,2465,3017,6250,11780,12152,2795,3586,4325,20025,2294,2585,28397,14587,2498,1864,1620,3498,1452,726,6697,5253,8936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501973,2113092,525781,502611,1418857,355409,708940,534665,443185,297211,717468,450701,279134,391653,359363,440253,976527,790787,170349,567894,863521,226825,319669,227722,436561,163221,906867,211169,177301,161379,269052,1423562,2270273,852087,1845969,1382463,1579806,4725689,459073,591847,3417366,401386,571772,1557798,1899378,350633,416871,346752,179655,472180,110313,153951,305601,1615712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122634,107293,127859,96820,151590,132245,102525,100348,260755,90362,95507,159620,174942,136612,163017,626312,92627,123685,162860,160202,95522,292524,163966,255433,208898,71823,127762,230178,377121,137874,153059,167644,164513,75969,404888,328493,282550,123414,358916,331961,310844,105893,350109,563036,322237,161411,196861,142126,114503,184094,128724,122641,574433,72804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17410,9233,3116,3199,8071,4525,2288,5421,8069,3291,13254,6352,6419,16953,7484,10470,8009,9433,5203,4980,5599,15533,4979,12787,9097,4821,5784,6918,6761,7991,16321,13315,11606,3882,9344,28642,14027,6167,7191,11493,9146,5250,14158,33859,16045,5352,10669,8058,8911,6804,3415,10620,12284,8161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,3789,2963,3060,3484,3793,4293,3768,4436,4867,4752,4489,4170,4271,3713,3214,3119,5069,5023,1773,868,550,7007,1897,4986,2195,1056,14743,8355,4194,2683,2959,4752,4168,4531,4863,5075,4263,3317,5360,11444,4374,3830,3098,3699,3460,3899,6745,6192,7399,11418,857,8539,9963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98747,108843,107419,81344,89708,96464,94613,120733,75739,77423,216726,137221,113989,59830,129194,122677,209402,280562,109377,148465,139011,69091,95801,13489,15159,20671,14162,42171,14238,10589,16916,131392,121347,164939,100568,73085,126485,218989,141742,126566,241245,129663,81659,495296,208618,165851,194654,99257,123606,102242,99452,133443,11290,13534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53689,56156,50593,43798,57483,41360,57502,76151,80332,45051,59311,50143,65612,68829,68936,88577,46890,60695,55291,43072,48854,80108,66620,91608,84718,66445,52093,62963,63805,64901,51670,71194,72450,45560,68896,90538,69336,85094,75318,67741,2659164,41535,124295,1699169,50303,56766,94956,63740,56342,59899,58075,54469,98558,40225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13440,19337,39731,12058,30282,3132,3643,7626,14960,14058,26539,9294,17770,28145,13148,65924,19662,11332,3350,42054,21821,57172,33213,8678,48986,788,18132,15666,60921,14901,28454,76919,61080,22474,4287,62858,47835,43980,17527,15706,4852,17485,65283,38777,37263,33386,24872,32108,13614,42294,18010,27693,83600,9509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154749,13703,14295,6597,9480,20434,11463,10571,9418,5832,34529,26886,6876,14684,19164,21196,7558,22141,34033,24070,13695,43775,13953,17686,19813,25595,18120,11306,24745,17257,23263,10411,23317,32320,7900,61465,123588,14088,26481,10198,50254,23231,22764,304698,105201,6086,15200,20011,31109,9421,9552,50223,69417,38115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7657089,4911727,2492436,1697487,4834824,991301,1908812,2610416,2138131,1017464,3925257,3424322,1059334,1653571,1469087,4631921,2247561,4320222,1636295,12687364,3262894,7140769,831123,1399901,1725225,1133643,2989486,8044260,9017652,6097565,1816186,3802820,7482966,4029679,12729731,14107008,7495249,10952793,3634777,10347008,20356407,3032927,4806341,19026840,8234764,1142941,1131353,692759,4013338,595093,622885,4047861,19825482,5119453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239062,225826,185568,144412,227573,175542,173716,217266,261063,163805,554208,299545,391270,214047,208258,373630,50275,787677,155528,367811,163789,27424,63424,52237,60511,53877,64257,44647,53137,55160,80418,227806,264693,259090,412420,237205,344606,273220,317265,359560,799847,353361,305792,431661,536442,83054,278557,143690,294270,664004,240186,39396,29935,42989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8896,6816,6180,4440,10366,7928,3390,3891,5008,2318,3310,4727,1523,5652,1527,6386,2614,2069,3136,22549,2706,12526,3276,6468,6774,2595,4768,8461,11892,5572,10447,7909,10446,4961,10340,22646,11513,14239,4775,7483,6434,3443,15462,27481,12798,3005,6016,5023,1808,5471,1381,6980,22201,6439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355080,2907453,4203922,2648383,3159838,3677516,2188445,3761865,7311475,4180472,3614583,7504251,6958382,102680,171877,186614,92419,5269045,146061,115772,2077729,402741,605582,1459774,2122689,586818,407654,1812708,2066165,75710,2360887,3528535,2828796,2018480,5816505,6964761,4629239,4099546,7312835,10067713,4256811,5760057,10929483,7603804,3433449,188974,3119030,4282844,535448,1224664,158658,1966195,688042,755206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27559,25311,16324,20650,29100,17980,25427,15940,19629,22842,16403,16732,18733,20867,14758,21380,27809,25492,58443,38510,28682,34929,24769,32389,27903,19848,26932,72701,63005,35146,22477,26623,33195,25325,29699,173332,42176,71189,27407,18535,77920,15884,30764,189163,75641,19712,26036,15067,19740,16539,19598,19642,959741,24688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115921,16265,55219,38557,49817,49731,31795,70632,1238125,222953,102630,204467,125453,98567,50757,81774,98076,25073,25331,15893,37387,78260,85151,10156,10647,5952,4796,7050,6120,5918,8575,57427,85254,39539,72865,127003,65080,85637,53883,119391,137308,261824,249612,158667,174794,107003,49583,23810,40295,136611,41329,90015,11178,7027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,209,17991,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,4078,572,602,7219,989,568,691,166,398,697,410,496,183,234,585,1001,438,332,111106,409,1309,419,413,235,526,338,3686,4331,2122,281,2009,7271,952,16097,18820,4407,9916,608,783,40378,455,291,23493,10720,234,163,298,480,329,446,358,46273,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7721,1297,445,811,2012,1925,211,468,383,258,1462,1142,310,1071,400,538,1305,1260,4047,1183,407,4274,797,310,1082,726,1455,2195,1504,1641,1151,928,1380,2736,5600,13510,9690,1942,1498,2047,6022,1212,1423,18457,10963,83,672,879,1302,307,25,3420,4319,3546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65934,58419,37224,47528,54986,57764,49065,41976,39728,34913,49630,46320,39989,67986,56479,71177,54860,52233,51206,46932,32529,76755,40244,61663,79279,40673,40247,68240,60328,38737,46531,57374,70547,46975,62541,125463,81077,44477,53667,59976,44948,47378,81876,125694,78808,60702,85400,54066,41326,57634,32684,42154,90614,45095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336316,218629,210910,209974,222554,225850,157656,281612,241791,175842,303831,265111,283388,258788,246976,378363,213031,268221,218265,244330,197623,543842,230946,261734,340651,190596,224416,251602,280603,306761,240998,237213,254215,188120,364688,411778,435535,229652,359339,453111,312748,282216,278869,656272,355402,212404,190722,207883,235583,249309,259731,411774,526598,236142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30451,13992,20876,11202,14526,14089,8681,11679,11818,6918,12250,10545,10430,11227,11812,15082,7953,9847,9854,16588,11332,22196,13878,9675,11772,24183,10733,20330,15453,16112,11136,23750,17451,17397,33545,27383,29520,21528,20629,24309,47370,8894,18045,23540,11414,9427,8804,8157,12385,11625,9385,9775,24076,11965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5920041,7941312,6631704,5041718,7346269,7703451,2662672,3081357,4180225,2284845,5665391,5281232,4175708,5220304,7562122,13726710,6319979,5700450,7734082,2867607,4592861,3637019,3922982,1726007,2700157,4285469,5084293,3819737,2443486,2281256,4325649,6337369,5473457,4340717,7307369,6506889,4172231,6966910,6172440,5445968,6329887,3886822,7016819,9336281,5241656,9237324,10446371,4809403,4867139,9943232,4893611,3835670,5240381,2420983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41741,72471,43187,29826,72986,46251,19058,26448,48796,23047,46989,45719,35173,105263,29037,36826,19717,16211,19280,20330,18359,29149,30739,30736,78252,25385,16137,29106,25533,16989,14528,101551,110724,26858,52243,98189,58822,42213,23352,66469,31972,33557,78207,54044,52085,28562,73711,30902,20328,87748,13853,20182,30393,21271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86185,66908,77970,59255,101610,88308,31623,43656,75207,41938,38018,117127,65767,123083,40791,93374,36079,33476,82850,137286,48184,110649,51874,85151,99664,40648,45534,139951,155332,81274,103739,65087,69496,70930,77142,214407,150316,153529,57331,102802,92709,43937,187001,284468,168871,49477,73999,83232,34449,101585,37975,118154,211885,71362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235875,3523682,1180636,974126,1925789,2057356,1495473,2713493,5756431,11853793,1569287,917572,1303731,2229087,1854800,3163229,3361043,1024446,4415334,4783825,1779592,1590733,1971641,2774986,2409647,1894580,1675644,1765664,3807868,2422570,7604003,2964028,4199923,1654580,2970334,4393729,2684514,4495220,2574830,3010407,7495893,1343797,11652747,7888932,5472088,4406800,8851711,3937001,1989028,1237860,1644191,2219818,11672202,845960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
